,idSolicitudLista,txOrganizacionPolitica,numLista,numCandidatos,txDescUbigeo,idOrganizacionPolitica,txDepartamento,txProvincia,txDistrito,idTipoEleccion,numTotalCandidatoHombre,numTotalCandidatoMujer,fgTieneAccesitario,numTotalAccesitarios,numTotalObligatorios,txTipoEleccion
398,7504,PATRIA JOVEN,1,8,CAJATAMBO - LIMA,553,LIMA,CAJATAMBO,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
399,8238,PARTIDO DEMOCRATICO SOMOS PERU,1,12,TOCACHE - SAN MARTIN,14,SAN MARTIN,TOCACHE,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
400,9882,PARTIDO DEMOCRATICO SOMOS PERU,1,6,OYON - LIMA,14,LIMA,OYON,,5,3,3,NO,0,6,MUNICIPAL PROVINCIAL
401,5431,ALIANZA GOBIERNO UNIDAD Y ACCION,1,19,CASMA - ANCASH,2856,ANCASH,CASMA,,5,10,9,SI,9,10,MUNICIPAL PROVINCIAL
402,9906,MOVIMIENTO REGIONAL EL MAICITO,1,10,HUARMEY - ANCASH,2245,ANCASH,HUARMEY,,5,6,4,SI,2,8,MUNICIPAL PROVINCIAL
403,9900,MOVIMIENTO REGIONAL AYNI,1,13,CHURCAMPA - HUANCAVELICA,136,HUANCAVELICA,CHURCAMPA,,5,7,6,SI,5,8,MUNICIPAL PROVINCIAL
404,9933,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,14,ANTA - CUSCO,2901,CUSCO,ANTA,,5,7,7,SI,4,10,MUNICIPAL PROVINCIAL
405,9935,PARTIDO DEMOCRATICO SOMOS PERU,1,13,ASCOPE - LA LIBERTAD,14,LA LIBERTAD,ASCOPE,,5,7,6,SI,1,12,MUNICIPAL PROVINCIAL
406,9940,MOVIMIENTO REGIONAL EL MAICITO,1,16,CASMA - ANCASH,2245,ANCASH,CASMA,,5,9,7,SI,6,10,MUNICIPAL PROVINCIAL
407,3341,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,11,ACOBAMBA - HUANCAVELICA,2901,HUANCAVELICA,ACOBAMBA,,5,6,5,SI,3,8,MUNICIPAL PROVINCIAL
408,9956,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,12,ESPINAR - CUSCO,2901,CUSCO,ESPINAR,,5,5,7,SI,2,10,MUNICIPAL PROVINCIAL
409,9003,PARTIDO PATRIOTICO DEL PERU,1,13,PAITA - PIURA,2869,PIURA,PAITA,,5,7,6,SI,1,12,MUNICIPAL PROVINCIAL
410,9989,ORGANIZACION POLITICA UNIDAD REGIONAL,1,16,HUANCABAMBA - PIURA,2711,PIURA,HUANCABAMBA,,5,9,7,SI,4,12,MUNICIPAL PROVINCIAL
411,10008,PARTIDO MORADO,1,14,ANDAHUAYLAS - APURIMAC,2840,APURIMAC,ANDAHUAYLAS,,5,8,6,SI,2,12,MUNICIPAL PROVINCIAL
412,9992,PARTIDO PATRIOTICO DEL PERU,1,14,HUARAL - LIMA,2869,LIMA,HUARAL,,5,7,7,SI,2,12,MUNICIPAL PROVINCIAL
413,10046,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,13,LA CONVENCION - CUSCO,2901,CUSCO,LA CONVENCION,,5,7,6,SI,1,12,MUNICIPAL PROVINCIAL
414,10054,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,10,HUAMALIES - HUANUCO,2901,HUANUCO,HUAMALIES,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
415,10059,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,16,PIURA - PIURA,2901,PIURA,PIURA,,5,8,8,NO,0,16,MUNICIPAL PROVINCIAL
416,10066,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,13,NASCA - ICA,2901,ICA,NASCA,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
417,10074,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,17,LEONCIO PRADO - HUANUCO,2173,HUANUCO,LEONCIO PRADO,,5,9,8,SI,5,12,MUNICIPAL PROVINCIAL
418,6453,MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD,1,16,NASCA - ICA,2244,ICA,NASCA,,5,9,7,SI,6,10,MUNICIPAL PROVINCIAL
419,4541,MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD,1,21,CHINCHA - ICA,2244,ICA,CHINCHA,,5,11,10,SI,9,12,MUNICIPAL PROVINCIAL
420,10082,FRENTE REGIONAL DE CAJAMARCA,1,14,HUALGAYOC - CAJAMARCA,160,CAJAMARCA,HUALGAYOC,,5,7,7,SI,4,10,MUNICIPAL PROVINCIAL
421,5312,MOVIMIENTO INDEPENDIENTE REGIONAL HUANUCO PRIMERO,1,8,LAURICOCHA - HUANUCO,2162,HUANUCO,LAURICOCHA,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
422,9776,MOVIMIENTO REGIONAL INKA PACHAKUTEQ,1,11,URUBAMBA - CUSCO,2368,CUSCO,URUBAMBA,,5,6,5,SI,1,10,MUNICIPAL PROVINCIAL
423,10147,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,16,DOS DE MAYO - HUANUCO,2901,HUANUCO,DOS DE MAYO,,5,7,9,SI,8,8,MUNICIPAL PROVINCIAL
424,6620,GESTIONANDO OBRAS Y OPORTUNIDADES CON LIDERAZGO,2,16,SANDIA - PUNO,2667,PUNO,SANDIA,,5,9,7,SI,6,10,MUNICIPAL PROVINCIAL
425,10154,MOVIMIENTO REGIONAL INKA PACHAKUTEQ,1,10,ESPINAR - CUSCO,2368,CUSCO,ESPINAR,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
426,10165,SOCIOS POR ANCASH,1,12,BOLOGNESI - ANCASH,2881,ANCASH,BOLOGNESI,,5,6,6,SI,6,6,MUNICIPAL PROVINCIAL
427,1678,MOVIMIENTO INDEPENDIENTE REGIONAL HUANUCO PRIMERO,1,8,YAROWILCA - HUANUCO,2162,HUANUCO,YAROWILCA,,5,4,4,SI,2,6,MUNICIPAL PROVINCIAL
428,10108,TODOS POR EL GRAN CAMBIO,1,13,HUAMALIES - HUANUCO,2712,HUANUCO,HUAMALIES,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
429,10169,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,1,14,HUAMALIES - HUANUCO,2201,HUANUCO,HUAMALIES,,5,7,7,SI,4,10,MUNICIPAL PROVINCIAL
430,10238,MOVIMIENTO REGIONAL INKA PACHAKUTEQ,1,13,LA CONVENCION - CUSCO,2368,CUSCO,LA CONVENCION,,5,7,6,SI,1,12,MUNICIPAL PROVINCIAL
431,10208,PARTIDO DEMOCRATICO SOMOS PERU,1,18,LAMBAYEQUE - LAMBAYEQUE,14,LAMBAYEQUE,LAMBAYEQUE,,5,10,8,SI,4,14,MUNICIPAL PROVINCIAL
432,10177,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,16,LEONCIO PRADO - HUANUCO,2901,HUANUCO,LEONCIO PRADO,,5,8,8,SI,4,12,MUNICIPAL PROVINCIAL
433,946,FRENTE REGIONAL DE CAJAMARCA,1,12,SANTA CRUZ - CAJAMARCA,160,CAJAMARCA,SANTA CRUZ,,5,7,5,SI,4,8,MUNICIPAL PROVINCIAL
434,7129,PARTIDO POLITICO NACIONAL PERU LIBRE,1,12,HUANCA SANCOS - AYACUCHO,2218,AYACUCHO,HUANCA SANCOS,,5,7,5,SI,6,6,MUNICIPAL PROVINCIAL
435,10235,BANDERAS TACNEÑISTAS,1,6,CANDARAVE - TACNA,1600,TACNA,CANDARAVE,,5,3,3,NO,0,6,MUNICIPAL PROVINCIAL
436,10254,YO AREQUIPA,1,9,CARAVELI - AREQUIPA,2744,AREQUIPA,CARAVELI,,5,5,4,SI,1,8,MUNICIPAL PROVINCIAL
437,4601,PARTIDO POLITICO NACIONAL PERU LIBRE,1,15,PAITA - PIURA,2218,PIURA,PAITA,,5,8,7,SI,3,12,MUNICIPAL PROVINCIAL
438,1013,RENOVACION POPULAR,1,22,CALLAO - CALLAO,22,CALLAO,CALLAO,,5,11,11,SI,6,16,MUNICIPAL PROVINCIAL
439,10286,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,1,20,CHANCHAMAYO - JUNIN,2680,JUNIN,CHANCHAMAYO,,5,11,9,SI,8,12,MUNICIPAL PROVINCIAL
440,4185,ALIANZA GOBIERNO UNIDAD Y ACCION,1,13,HUARI - ANCASH,2856,ANCASH,HUARI,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
441,10326,PARTIDO DEMOCRATICO SOMOS PERU,1,17,AREQUIPA - AREQUIPA,14,AREQUIPA,AREQUIPA,,5,9,8,SI,1,16,MUNICIPAL PROVINCIAL
442,10349,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,1,15,BARRANCA - LIMA,2306,LIMA,BARRANCA,,5,8,7,SI,3,12,MUNICIPAL PROVINCIAL
443,5782,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,13,CAJABAMBA - CAJAMARCA,2173,CAJAMARCA,CAJABAMBA,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
444,6634,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,12,SAN MARCOS - CAJAMARCA,2173,CAJAMARCA,SAN MARCOS,,5,7,5,SI,2,10,MUNICIPAL PROVINCIAL
445,7192,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,16,CUTERVO - CAJAMARCA,2173,CAJAMARCA,CUTERVO,,5,9,7,SI,4,12,MUNICIPAL PROVINCIAL
446,6868,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,10,LAMAS - SAN MARTIN,2173,SAN MARTIN,LAMAS,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
447,10453,ALIANZA GOBIERNO UNIDAD Y ACCION,1,10,YUNGAY - ANCASH,2856,ANCASH,YUNGAY,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
448,17,PODEMOS PERU,1,11,HUAYLAS - ANCASH,2731,ANCASH,HUAYLAS,,5,6,5,SI,1,10,MUNICIPAL PROVINCIAL
449,406,PODEMOS PERU,1,18,CALLAO - CALLAO,2731,CALLAO,CALLAO,,5,9,9,SI,2,16,MUNICIPAL PROVINCIAL
450,4144,PODEMOS PERU,1,16,SATIPO - JUNIN,2731,JUNIN,SATIPO,,5,8,8,SI,4,12,MUNICIPAL PROVINCIAL
451,3360,ALIADOS POR EL CAMBIO JUNIN,1,12,JAUJA - JUNIN,2879,JUNIN,JAUJA,,5,7,5,SI,2,10,MUNICIPAL PROVINCIAL
452,7038,RENOVACION POPULAR,1,10,CARAVELI - AREQUIPA,22,AREQUIPA,CARAVELI,,5,6,4,SI,2,8,MUNICIPAL PROVINCIAL
453,10346,MOVIMIENTO REGIONAL EL MAICITO,1,9,CARHUAZ - ANCASH,2245,ANCASH,CARHUAZ,,5,5,4,SI,1,8,MUNICIPAL PROVINCIAL
454,10493,BANDERAS TACNEÑISTAS,1,8,JORGE BASADRE - TACNA,1600,TACNA,JORGE BASADRE,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
455,9293,TODOS SOMOS UCAYALI,1,12,ATALAYA - UCAYALI,1396,UCAYALI,ATALAYA,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
456,10520,MOVIMIENTO REGIONAL INKA PACHAKUTEQ,1,10,CALCA - CUSCO,2368,CUSCO,CALCA,,5,4,6,NO,0,10,MUNICIPAL PROVINCIAL
457,7920,PATRIA JOVEN,1,12,HUAROCHIRI - LIMA,553,LIMA,HUAROCHIRI,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
458,10086,MOVIMIENTO REGIONAL AYNI,1,23,HUANCAVELICA - HUANCAVELICA,136,HUANCAVELICA,HUANCAVELICA,,5,12,11,SI,11,12,MUNICIPAL PROVINCIAL
459,10380,PARTIDO DEMOCRATICO SOMOS PERU,1,8,GRAU - APURIMAC,14,APURIMAC,GRAU,,5,4,4,SI,2,6,MUNICIPAL PROVINCIAL
460,10517,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,1,10,JUNIN - JUNIN,2680,JUNIN,JUNIN,,5,5,5,SI,4,6,MUNICIPAL PROVINCIAL
461,6086,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,10,PICOTA - SAN MARTIN,2173,SAN MARTIN,PICOTA,,5,6,4,SI,2,8,MUNICIPAL PROVINCIAL
462,3332,FUERZA INKA AMAZONICA,1,11,QUISPICANCHI - CUSCO,2164,CUSCO,QUISPICANCHI,,5,6,5,SI,1,10,MUNICIPAL PROVINCIAL
463,10496,PODEMOS PERU,1,53,LIMA - LIMA,2731,LIMA,LIMA,,5,27,26,SI,13,40,MUNICIPAL PROVINCIAL
464,10677,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,8,LA UNION - AREQUIPA,2173,AREQUIPA,LA UNION,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
465,10421,MOVIMIENTO REGIONAL INKA PACHAKUTEQ,1,13,ANTA - CUSCO,2368,CUSCO,ANTA,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
466,10610,RENOVACION POPULAR,1,16,TACNA - TACNA,22,TACNA,TACNA,,5,8,8,SI,2,14,MUNICIPAL PROVINCIAL
467,7919,FUERZA POPULAR,1,10,AMBO - HUANUCO,1366,HUANUCO,AMBO,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
468,7922,FUERZA POPULAR,1,10,PACHITEA - HUANUCO,1366,HUANUCO,PACHITEA,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
469,7925,FUERZA POPULAR,1,10,JAUJA - JUNIN,1366,JUNIN,JAUJA,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
470,7930,FUERZA POPULAR,1,12,SATIPO - JUNIN,1366,JUNIN,SATIPO,,5,7,5,NO,0,12,MUNICIPAL PROVINCIAL
471,5671,FE EN EL PERU,1,14,CAÑETE - LIMA,2898,LIMA,CAÑETE,,5,6,8,SI,2,12,MUNICIPAL PROVINCIAL
472,10734,PARTIDO MORADO,1,12,TOCACHE - SAN MARTIN,2840,SAN MARTIN,TOCACHE,,5,7,5,SI,2,10,MUNICIPAL PROVINCIAL
473,10712,MOVIMIENTO REGIONAL INKA PACHAKUTEQ,1,12,QUISPICANCHI - CUSCO,2368,CUSCO,QUISPICANCHI,,5,7,5,SI,2,10,MUNICIPAL PROVINCIAL
474,7900,FUERZA POPULAR,1,12,HUAURA - LIMA,1366,LIMA,HUAURA,,5,6,6,NO,0,12,MUNICIPAL PROVINCIAL
475,7865,FUERZA POPULAR,1,14,HUANUCO - HUANUCO,1366,HUANUCO,HUANUCO,,5,8,6,NO,0,14,MUNICIPAL PROVINCIAL
476,10757,RENOVACION POPULAR,1,14,LUYA - AMAZONAS,22,AMAZONAS,LUYA,,5,8,6,SI,6,8,MUNICIPAL PROVINCIAL
477,10283,"FRENTE INDEPENDIENTE ALIANZA REGIONAL F.I.A.R.- ""NUEVA GENERACION """,1,8,PUERTO INCA - HUANUCO,2709,HUANUCO,PUERTO INCA,,5,4,4,NO,0,8,MUNICIPAL PROVINCIAL
478,10791,KAUSACHUN,1,18,ILO - MOQUEGUA,2381,MOQUEGUA,ILO,,5,9,9,SI,8,10,MUNICIPAL PROVINCIAL
479,10153,MOVIMIENTO REGIONAL INKA PACHAKUTEQ,1,13,CHUMBIVILCAS - CUSCO,2368,CUSCO,CHUMBIVILCAS,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
480,10822,"FRENTE INDEPENDIENTE ALIANZA REGIONAL F.I.A.R.- ""NUEVA GENERACION """,1,8,DOS DE MAYO - HUANUCO,2709,HUANUCO,DOS DE MAYO,,5,5,3,NO,0,8,MUNICIPAL PROVINCIAL
481,10803,TODOS SOMOS UCAYALI,1,12,PADRE ABAD - UCAYALI,1396,UCAYALI,PADRE ABAD,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
482,10840,"FRENTE INDEPENDIENTE ALIANZA REGIONAL F.I.A.R.- ""NUEVA GENERACION """,1,10,HUAMALIES - HUANUCO,2709,HUANUCO,HUAMALIES,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
483,10851,"FRENTE INDEPENDIENTE ALIANZA REGIONAL F.I.A.R.- ""NUEVA GENERACION """,1,6,LAURICOCHA - HUANUCO,2709,HUANUCO,LAURICOCHA,,5,3,3,NO,0,6,MUNICIPAL PROVINCIAL
484,3018,RENOVACION POPULAR,1,14,SANTIAGO DE CHUCO - LA LIBERTAD,22,LA LIBERTAD,SANTIAGO DE CHUCO,,5,8,6,SI,4,10,MUNICIPAL PROVINCIAL
485,10865,"FRENTE INDEPENDIENTE ALIANZA REGIONAL F.I.A.R.- ""NUEVA GENERACION """,1,12,LEONCIO PRADO - HUANUCO,2709,HUANUCO,LEONCIO PRADO,,5,6,6,NO,0,12,MUNICIPAL PROVINCIAL
486,10869,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,6,CAJATAMBO - LIMA,2173,LIMA,CAJATAMBO,,5,4,2,NO,0,6,MUNICIPAL PROVINCIAL
487,10884,"FRENTE INDEPENDIENTE ALIANZA REGIONAL F.I.A.R.- ""NUEVA GENERACION """,1,6,YAROWILCA - HUANUCO,2709,HUANUCO,YAROWILCA,,5,4,2,NO,0,6,MUNICIPAL PROVINCIAL
488,10860,PARTIDO DEMOCRATICO SOMOS PERU,1,10,AYMARAES - APURIMAC,14,APURIMAC,AYMARAES,,5,6,4,SI,2,8,MUNICIPAL PROVINCIAL
489,10889,ALIANZA POR NUESTRO DESARROLLO,1,15,CANGALLO - AYACUCHO,2710,AYACUCHO,CANGALLO,,5,8,7,SI,7,8,MUNICIPAL PROVINCIAL
490,10816,MOVIMIENTO REGIONAL BICENTENARIO,1,13,ASCOPE - LA LIBERTAD,2906,LA LIBERTAD,ASCOPE,,5,6,7,SI,1,12,MUNICIPAL PROVINCIAL
491,10925,SOCIOS POR ANCASH,1,6,CORONGO - ANCASH,2881,ANCASH,CORONGO,,5,4,2,NO,0,6,MUNICIPAL PROVINCIAL
492,10943,"FRENTE INDEPENDIENTE ALIANZA REGIONAL F.I.A.R.- ""NUEVA GENERACION """,1,10,AMBO - HUANUCO,2709,HUANUCO,AMBO,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
493,1077,SENTIMIENTO AMAZONENSE REGIONAL,1,10,BONGARA - AMAZONAS,2277,AMAZONAS,BONGARA,,5,5,5,SI,2,8,MUNICIPAL PROVINCIAL
494,9165,PARTIDO DEMOCRATICO SOMOS PERU,1,16,SATIPO - JUNIN,14,JUNIN,SATIPO,,5,8,8,SI,4,12,MUNICIPAL PROVINCIAL
495,10730,PARTIDO PATRIOTICO DEL PERU,1,15,SANCHEZ CARRION - LA LIBERTAD,2869,LA LIBERTAD,SANCHEZ CARRION,,5,8,7,SI,3,12,MUNICIPAL PROVINCIAL
496,11040,SOCIOS POR ANCASH,1,12,YUNGAY - ANCASH,2881,ANCASH,YUNGAY,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
497,10974,NUESTRO ILO - MOQUEGUA - SANCHEZ CERRO,1,14,ILO - MOQUEGUA,2497,MOQUEGUA,ILO,,5,8,6,SI,4,10,MUNICIPAL PROVINCIAL
498,11053,CAMINEMOS JUNTOS POR JUNIN,1,8,JUNIN - JUNIN,122,JUNIN,JUNIN,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
499,8787,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,1,18,CHUPACA - JUNIN,2680,JUNIN,CHUPACA,,5,10,8,SI,8,10,MUNICIPAL PROVINCIAL
500,10926,PARTIDO POLITICO NACIONAL PERU LIBRE,1,21,ANDAHUAYLAS - APURIMAC,2218,APURIMAC,ANDAHUAYLAS,,5,11,10,SI,9,12,MUNICIPAL PROVINCIAL
501,10848,MOVIMIENTO REGIONAL FUERZA POR MADRE DE DIOS - MR FMDD,1,13,MANU - MADRE DE DIOS,2300,MADRE DE DIOS,MANU,,5,7,6,SI,7,6,MUNICIPAL PROVINCIAL
502,11050,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,1,15,BARRANCA - LIMA,332,LIMA,BARRANCA,,5,8,7,SI,3,12,MUNICIPAL PROVINCIAL
503,10984,FUERZA LORETANA,1,10,UCAYALI - LORETO,61,LORETO,UCAYALI,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
504,11103,PARTIDO DEMOCRATICO SOMOS PERU,1,9,BOLOGNESI - ANCASH,14,ANCASH,BOLOGNESI,,5,5,4,SI,3,6,MUNICIPAL PROVINCIAL
505,10683,PARTIDO POLITICO NACIONAL PERU LIBRE,1,12,GENERAL SANCHEZ CERRO - MOQUEGUA,2218,MOQUEGUA,GENERAL SANCHEZ CERRO,,5,6,6,SI,6,6,MUNICIPAL PROVINCIAL
506,9972,PARTIDO DEMOCRATICO SOMOS PERU,1,18,CHEPEN - LA LIBERTAD,14,LA LIBERTAD,CHEPEN,,5,10,8,SI,8,10,MUNICIPAL PROVINCIAL
507,11104,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,15,RIOJA - SAN MARTIN,2173,SAN MARTIN,RIOJA,,5,8,7,SI,3,12,MUNICIPAL PROVINCIAL
508,929,MOVIMIENTO INDEPENDIENTE REGIONAL HUANUCO PRIMERO,1,14,AMBO - HUANUCO,2162,HUANUCO,AMBO,,5,8,6,SI,4,10,MUNICIPAL PROVINCIAL
509,11130,PARTIDO DEMOCRATICO SOMOS PERU,1,16,HUARAL - LIMA,14,LIMA,HUARAL,,5,9,7,SI,4,12,MUNICIPAL PROVINCIAL
510,723,NUESTRO ILO - MOQUEGUA - SANCHEZ CERRO,1,7,GENERAL SANCHEZ CERRO - MOQUEGUA,2497,MOQUEGUA,GENERAL SANCHEZ CERRO,,5,3,4,SI,1,6,MUNICIPAL PROVINCIAL
511,812,CAMINEMOS JUNTOS POR JUNIN,1,18,CHUPACA - JUNIN,122,JUNIN,CHUPACA,,5,10,8,SI,8,10,MUNICIPAL PROVINCIAL
512,11158,RENOVACION POPULAR,1,8,JUNIN - JUNIN,22,JUNIN,JUNIN,,5,4,4,SI,2,6,MUNICIPAL PROVINCIAL
513,11125,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,1,7,CAJATAMBO - LIMA,332,LIMA,CAJATAMBO,,5,4,3,SI,1,6,MUNICIPAL PROVINCIAL
514,9394,JUNTOS POR EL PERU,1,10,POMABAMBA - ANCASH,1264,ANCASH,POMABAMBA,,5,5,5,SI,2,8,MUNICIPAL PROVINCIAL
515,668,SENTIMIENTO AMAZONENSE REGIONAL,1,11,LUYA - AMAZONAS,2277,AMAZONAS,LUYA,,5,6,5,SI,3,8,MUNICIPAL PROVINCIAL
516,6764,PARTIDO DEMOCRATICO SOMOS PERU,1,18,RIOJA - SAN MARTIN,14,SAN MARTIN,RIOJA,,5,10,8,SI,6,12,MUNICIPAL PROVINCIAL
517,9153,AREQUIPA RENACE,1,14,CAMANA - AREQUIPA,443,AREQUIPA,CAMANA,,5,7,7,SI,4,10,MUNICIPAL PROVINCIAL
518,10838,MOVIMIENTO REGIONAL INKA PACHAKUTEQ,1,20,CUSCO - CUSCO,2368,CUSCO,CUSCO,,5,11,9,SI,6,14,MUNICIPAL PROVINCIAL
519,11211,ACCION REGIONAL,1,12,SAN MARTIN - SAN MARTIN,131,SAN MARTIN,SAN MARTIN,,5,6,6,NO,0,12,MUNICIPAL PROVINCIAL
520,11231,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,1,8,CAJATAMBO - LIMA,2306,LIMA,CAJATAMBO,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
521,9655,JUNTOS POR EL PERU,1,9,SIHUAS - ANCASH,1264,ANCASH,SIHUAS,,5,5,4,SI,1,8,MUNICIPAL PROVINCIAL
522,11229,BANDERAS TACNEÑISTAS,1,25,TACNA - TACNA,1600,TACNA,TACNA,,5,13,12,SI,11,14,MUNICIPAL PROVINCIAL
523,11207,PARTIDO PATRIOTICO DEL PERU,1,17,TACNA - TACNA,2869,TACNA,TACNA,,5,9,8,SI,3,14,MUNICIPAL PROVINCIAL
524,9687,JUNTOS POR EL PERU,1,11,CASMA - ANCASH,1264,ANCASH,CASMA,,5,6,5,SI,1,10,MUNICIPAL PROVINCIAL
525,9748,JUNTOS POR EL PERU,1,8,CARLOS FERMIN FITZCARRALD - ANCASH,1264,ANCASH,CARLOS FERMIN FITZCARRALD,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
526,9963,JUNTOS POR EL PERU,1,11,HUARI - ANCASH,1264,ANCASH,HUARI,,5,6,5,SI,1,10,MUNICIPAL PROVINCIAL
527,7522,ALIANZA GOBIERNO UNIDAD Y ACCION,1,11,BOLOGNESI - ANCASH,2856,ANCASH,BOLOGNESI,,5,5,6,SI,5,6,MUNICIPAL PROVINCIAL
528,9600,JUNTOS POR EL PERU,1,6,ANTONIO RAIMONDI - ANCASH,1264,ANCASH,ANTONIO RAIMONDI,,5,4,2,NO,0,6,MUNICIPAL PROVINCIAL
529,9456,JUNTOS POR EL PERU,1,12,HUAYLAS - ANCASH,1264,ANCASH,HUAYLAS,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
530,9915,SOCIOS POR ANCASH,1,8,CARLOS FERMIN FITZCARRALD - ANCASH,2881,ANCASH,CARLOS FERMIN FITZCARRALD,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
531,9076,MOVIMIENTO INDEPENDIENTE AMOR POR MADRE DE DIOS,1,23,TAMBOPATA - MADRE DE DIOS,1441,MADRE DE DIOS,TAMBOPATA,,5,11,12,SI,11,12,MUNICIPAL PROVINCIAL
532,9560,JUNTOS POR EL PERU,1,8,ASUNCION - ANCASH,1264,ANCASH,ASUNCION,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
533,11315,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,11,HUANTA - AYACUCHO,2901,AYACUCHO,HUANTA,,5,6,5,SI,1,10,MUNICIPAL PROVINCIAL
534,11275,PARTIDO DEMOCRATICO SOMOS PERU,1,10,HUAROCHIRI - LIMA,14,LIMA,HUAROCHIRI,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
535,9930,JUNTOS POR EL PERU,1,8,AIJA - ANCASH,1264,ANCASH,AIJA,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
536,11323,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,10,TAHUAMANU - MADRE DE DIOS,2901,MADRE DE DIOS,TAHUAMANU,,5,5,5,SI,4,6,MUNICIPAL PROVINCIAL
537,9139,JUNTOS POR EL PERU,1,11,HUARMEY - ANCASH,1264,ANCASH,HUARMEY,,5,6,5,SI,3,8,MUNICIPAL PROVINCIAL
538,11320,RENOVACION POPULAR,1,25,TAMBOPATA - MADRE DE DIOS,22,MADRE DE DIOS,TAMBOPATA,,5,13,12,SI,13,12,MUNICIPAL PROVINCIAL
539,11319,PARTIDO DEMOCRATICO SOMOS PERU,1,15,PACASMAYO - LA LIBERTAD,14,LA LIBERTAD,PACASMAYO,,5,8,7,SI,3,12,MUNICIPAL PROVINCIAL
540,9721,JUNTOS POR EL PERU,1,7,MARISCAL LUZURIAGA - ANCASH,1264,ANCASH,MARISCAL LUZURIAGA,,5,4,3,SI,1,6,MUNICIPAL PROVINCIAL
541,9250,JUNTOS POR EL PERU,1,11,YUNGAY - ANCASH,1264,ANCASH,YUNGAY,,5,6,5,SI,1,10,MUNICIPAL PROVINCIAL
