,idSolicitudLista,txOrganizacionPolitica,numLista,numCandidatos,txDescUbigeo,idOrganizacionPolitica,txDepartamento,txProvincia,txDistrito,idTipoEleccion,numTotalCandidatoHombre,numTotalCandidatoMujer,fgTieneAccesitario,numTotalAccesitarios,numTotalObligatorios,txTipoEleccion
0,53,NUEVA LIBERTAD,1,10,SANTIAGO DE CHUCO - LA LIBERTAD,2232,LA LIBERTAD,SANTIAGO DE CHUCO,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
1,64,MOVIMIENTO REGIONAL SOMOS CALLAO,1,19,CALLAO - CALLAO,2896,CALLAO,CALLAO,,5,10,9,SI,3,16,MUNICIPAL PROVINCIAL
2,131,RENOVACION POPULAR,1,19,TRUJILLO - LA LIBERTAD,22,LA LIBERTAD,TRUJILLO,,5,10,9,SI,3,16,MUNICIPAL PROVINCIAL
3,194,SOCIOS POR ANCASH,1,13,CASMA - ANCASH,2881,ANCASH,CASMA,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
4,562,CONTIGO CALLAO,1,20,CALLAO - CALLAO,2652,CALLAO,CALLAO,,5,11,9,SI,4,16,MUNICIPAL PROVINCIAL
5,639,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,1,12,PADRE ABAD - UCAYALI,2278,UCAYALI,PADRE ABAD,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
6,674,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,1,8,PURUS - UCAYALI,2278,UCAYALI,PURUS,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
7,681,CONTIGO REGION,1,19,SULLANA - PIURA,2862,PIURA,SULLANA,,5,10,9,SI,5,14,MUNICIPAL PROVINCIAL
8,142,"AREQUIPA, TRADICION Y FUTURO",1,11,CARAVELI - AREQUIPA,142,AREQUIPA,CARAVELI,,5,6,5,SI,3,8,MUNICIPAL PROVINCIAL
9,796,UNION REGIONAL,1,19,TOCACHE - SAN MARTIN,2722,SAN MARTIN,TOCACHE,,5,10,9,SI,9,10,MUNICIPAL PROVINCIAL
10,794,UNION REGIONAL,1,14,HUALLAGA - SAN MARTIN,2722,SAN MARTIN,HUALLAGA,,5,8,6,SI,6,8,MUNICIPAL PROVINCIAL
11,862,SOCIOS POR ANCASH,1,19,SANTA - ANCASH,2881,ANCASH,SANTA,,5,10,9,SI,5,14,MUNICIPAL PROVINCIAL
12,867,UNION REGIONAL,1,10,EL DORADO - SAN MARTIN,2722,SAN MARTIN,EL DORADO,,5,6,4,SI,2,8,MUNICIPAL PROVINCIAL
13,880,CONTIGO REGION,1,16,AYABACA - PIURA,2862,PIURA,AYABACA,,5,8,8,SI,4,12,MUNICIPAL PROVINCIAL
14,933,MOVIMIENTO REGIONAL REVALORA,1,12,ISLAY - AREQUIPA,2719,AREQUIPA,ISLAY,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
15,976,JUNTOS POR EL PERU,1,10,RECUAY - ANCASH,1264,ANCASH,RECUAY,,5,5,5,SI,4,6,MUNICIPAL PROVINCIAL
16,1058,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,1,17,CORONEL PORTILLO - UCAYALI,2278,UCAYALI,CORONEL PORTILLO,,5,9,8,SI,3,14,MUNICIPAL PROVINCIAL
17,1075,AREQUIPA TRANSFORMACION,1,21,AREQUIPA - AREQUIPA,2313,AREQUIPA,AREQUIPA,,5,11,10,SI,5,16,MUNICIPAL PROVINCIAL
18,1106,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,9,HUARMEY - ANCASH,2173,ANCASH,HUARMEY,,5,5,4,SI,1,8,MUNICIPAL PROVINCIAL
19,1096,MOVIMIENTO REGIONAL WARI LLAQTA,1,15,LA MAR - AYACUCHO,2706,AYACUCHO,LA MAR,,5,8,7,SI,5,10,MUNICIPAL PROVINCIAL
20,1167,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,18,CAJAMARCA - CAJAMARCA,2173,CAJAMARCA,CAJAMARCA,,5,10,8,SI,4,14,MUNICIPAL PROVINCIAL
21,1119,MOVIMIENTO REGIONAL EL MAICITO,1,15,PALLASCA - ANCASH,2245,ANCASH,PALLASCA,,5,8,7,SI,7,8,MUNICIPAL PROVINCIAL
22,1228,MOVIMIENTO INDEPENDIENTE REGIONAL MI BUEN VECINO,1,11,PUERTO INCA - HUANUCO,2730,HUANUCO,PUERTO INCA,,5,5,6,SI,3,8,MUNICIPAL PROVINCIAL
23,931,PARTIDO POLITICO NACIONAL PERU LIBRE,1,17,CORONEL PORTILLO - UCAYALI,2218,UCAYALI,CORONEL PORTILLO,,5,9,8,SI,3,14,MUNICIPAL PROVINCIAL
24,1319,MOVIMIENTO REGIONAL FORTALEZA PERU,1,13,VIRU - LA LIBERTAD,2738,LA LIBERTAD,VIRU,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
25,1349,MOVIMIENTO INDEPENDIENTE REGIONAL MI BUEN VECINO,1,7,HUACAYBAMBA - HUANUCO,2730,HUANUCO,HUACAYBAMBA,,5,4,3,SI,1,6,MUNICIPAL PROVINCIAL
26,1344,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,1,12,HUAROCHIRI - LIMA,2306,LIMA,HUAROCHIRI,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
27,1399,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,16,SAN IGNACIO - CAJAMARCA,2173,CAJAMARCA,SAN IGNACIO,,5,8,8,SI,4,12,MUNICIPAL PROVINCIAL
28,1417,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,1,7,CANTA - LIMA,2306,LIMA,CANTA,,5,4,3,SI,1,6,MUNICIPAL PROVINCIAL
29,1457,MOVIMIENTO REGIONAL FORTALEZA PERU,1,14,GRAN CHIMU - LA LIBERTAD,2738,LA LIBERTAD,GRAN CHIMU,,5,8,6,SI,6,8,MUNICIPAL PROVINCIAL
30,1462,SIEMPRE TACNA,1,7,CANDARAVE - TACNA,2178,TACNA,CANDARAVE,,5,4,3,SI,1,6,MUNICIPAL PROVINCIAL
31,1445,SIEMPRE TACNA,1,23,TACNA - TACNA,2178,TACNA,TACNA,,5,12,11,SI,9,14,MUNICIPAL PROVINCIAL
32,1464,SIEMPRE TACNA,1,11,TARATA - TACNA,2178,TACNA,TARATA,,5,6,5,SI,5,6,MUNICIPAL PROVINCIAL
33,1578,RENOVACION POPULAR,1,13,ZARUMILLA - TUMBES,22,TUMBES,ZARUMILLA,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
34,1350,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,1,12,ISLAY - AREQUIPA,2307,AREQUIPA,ISLAY,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
35,1753,RENOVACION POPULAR,1,12,TARMA - JUNIN,22,JUNIN,TARMA,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
36,1775,MOVIMIENTO ESPERANZA REGION AMAZONICA,1,10,MARISCAL RAMON CASTILLA - LORETO,150,LORETO,MARISCAL RAMON CASTILLA,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
37,1792,MOVIMIENTO ESPERANZA REGION AMAZONICA,1,10,UCAYALI - LORETO,150,LORETO,UCAYALI,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
38,1811,UNION REGIONAL,1,18,MOYOBAMBA - SAN MARTIN,2722,SAN MARTIN,MOYOBAMBA,,5,10,8,SI,6,12,MUNICIPAL PROVINCIAL
39,1824,UCAYALI REGION CON FUTURO,1,10,ATALAYA - UCAYALI,233,UCAYALI,ATALAYA,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
40,1825,MOVIMIENTO ESPERANZA REGION AMAZONICA,1,10,DATEM DEL MARAÑON - LORETO,150,LORETO,DATEM DEL MARAÑON,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
41,1878,MOVIMIENTO ESPERANZA REGION AMAZONICA,1,6,PUTUMAYO - LORETO,150,LORETO,PUTUMAYO,,5,4,2,NO,0,6,MUNICIPAL PROVINCIAL
42,1877,UNION REGIONAL,1,21,SAN MARTIN - SAN MARTIN,2722,SAN MARTIN,SAN MARTIN,,5,10,11,SI,9,12,MUNICIPAL PROVINCIAL
43,1883,TRABAJO MAS TRABAJO,1,30,TRUJILLO - LA LIBERTAD,2884,LA LIBERTAD,TRUJILLO,,5,16,14,SI,14,16,MUNICIPAL PROVINCIAL
44,1858,PARTIDO DEMOCRATICO SOMOS PERU,1,8,PURUS - UCAYALI,14,UCAYALI,PURUS,,5,4,4,SI,2,6,MUNICIPAL PROVINCIAL
45,1954,PARTIDO DEMOCRATICO SOMOS PERU,1,10,ATALAYA - UCAYALI,14,UCAYALI,ATALAYA,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
46,1924,UCAYALI REGION CON FUTURO,1,12,PADRE ABAD - UCAYALI,233,UCAYALI,PADRE ABAD,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
47,1963,MOVIMIENTO REGIONAL FORTALEZA PERU,1,8,BOLIVAR - LA LIBERTAD,2738,LA LIBERTAD,BOLIVAR,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
48,1966,ALIANZA GOBIERNO UNIDAD Y ACCION,1,8,CARLOS FERMIN FITZCARRALD - ANCASH,2856,ANCASH,CARLOS FERMIN FITZCARRALD,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
49,1982,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,8,YAROWILCA - HUANUCO,2173,HUANUCO,YAROWILCA,,5,4,4,SI,2,6,MUNICIPAL PROVINCIAL
50,1960,"UNIDAD, EXPERIENCIA Y TRABAJO CON ETICA",1,16,ZARUMILLA - TUMBES,2759,TUMBES,ZARUMILLA,,5,8,8,SI,6,10,MUNICIPAL PROVINCIAL
51,2071,MOVIMIENTO REGIONAL REVALORA,1,8,CASTILLA - AREQUIPA,2719,AREQUIPA,CASTILLA,,5,4,4,NO,0,8,MUNICIPAL PROVINCIAL
52,2061,PARTIDO DEMOCRATICO SOMOS PERU,1,20,CORONEL PORTILLO - UCAYALI,14,UCAYALI,CORONEL PORTILLO,,5,11,9,SI,6,14,MUNICIPAL PROVINCIAL
53,2133,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,10,ISLAY - AREQUIPA,2173,AREQUIPA,ISLAY,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
54,517,TRABAJO MAS TRABAJO,1,14,CHEPEN - LA LIBERTAD,2884,LA LIBERTAD,CHEPEN,,5,8,6,SI,4,10,MUNICIPAL PROVINCIAL
55,1785,"AREQUIPA, TRADICION Y FUTURO",1,12,CAMANA - AREQUIPA,142,AREQUIPA,CAMANA,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
56,2283,PARTIDO DEMOCRATICO SOMOS PERU,1,10,SAN MARCOS - CAJAMARCA,14,CAJAMARCA,SAN MARCOS,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
57,2308,FUERZA AREQUIPEÑA,1,10,CASTILLA - AREQUIPA,1393,AREQUIPA,CASTILLA,,5,5,5,SI,2,8,MUNICIPAL PROVINCIAL
58,1754,PARTIDO POLITICO NACIONAL PERU LIBRE,1,18,ATALAYA - UCAYALI,2218,UCAYALI,ATALAYA,,5,10,8,SI,8,10,MUNICIPAL PROVINCIAL
59,2272,MOVIMIENTO ESPERANZA REGION AMAZONICA,1,10,REQUENA - LORETO,150,LORETO,REQUENA,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
60,1374,RENOVACION POPULAR,1,16,UTCUBAMBA - AMAZONAS,22,AMAZONAS,UTCUBAMBA,,5,9,7,SI,4,12,MUNICIPAL PROVINCIAL
61,1791,UCAYALI REGION CON FUTURO,1,18,CORONEL PORTILLO - UCAYALI,233,UCAYALI,CORONEL PORTILLO,,5,9,9,SI,4,14,MUNICIPAL PROVINCIAL
62,1238,PARTIDO POLITICO NACIONAL PERU LIBRE,1,14,PADRE ABAD - UCAYALI,2218,UCAYALI,PADRE ABAD,,5,8,6,SI,4,10,MUNICIPAL PROVINCIAL
63,2400,ACCION POPULAR,1,14,TACNA - TACNA,4,TACNA,TACNA,,5,7,7,NO,0,14,MUNICIPAL PROVINCIAL
64,2430,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,12,VIRU - LA LIBERTAD,2173,LA LIBERTAD,VIRU,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
65,1455,RENOVACION POPULAR,1,13,CONDORCANQUI - AMAZONAS,22,AMAZONAS,CONDORCANQUI,,5,7,6,SI,5,8,MUNICIPAL PROVINCIAL
66,2463,ACCION POPULAR,1,6,TARATA - TACNA,4,TACNA,TARATA,,5,3,3,NO,0,6,MUNICIPAL PROVINCIAL
67,1379,RENOVACION POPULAR,1,11,RODRIGUEZ DE MENDOZA - AMAZONAS,22,AMAZONAS,RODRIGUEZ DE MENDOZA,,5,6,5,SI,3,8,MUNICIPAL PROVINCIAL
68,2484,PARTIDO DEMOCRATICO SOMOS PERU,1,6,SAN PABLO - CAJAMARCA,14,CAJAMARCA,SAN PABLO,,5,4,2,NO,0,6,MUNICIPAL PROVINCIAL
69,1538,UNION REGIONAL,1,16,MARISCAL CACERES - SAN MARTIN,2722,SAN MARTIN,MARISCAL CACERES,,5,9,7,SI,6,10,MUNICIPAL PROVINCIAL
70,2482,PARTIDO DEMOCRATICO SOMOS PERU,1,10,CAJABAMBA - CAJAMARCA,14,CAJAMARCA,CAJABAMBA,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
71,2518,UNION REGIONAL,1,18,BELLAVISTA - SAN MARTIN,2722,SAN MARTIN,BELLAVISTA,,5,10,8,SI,8,10,MUNICIPAL PROVINCIAL
72,2532,ALIANZA GOBIERNO UNIDAD Y ACCION,1,6,CORONGO - ANCASH,2856,ANCASH,CORONGO,,5,4,2,NO,0,6,MUNICIPAL PROVINCIAL
73,2546,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,12,BAGUA - AMAZONAS,2901,AMAZONAS,BAGUA,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
74,2560,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,12,LUCANAS - AYACUCHO,2901,AYACUCHO,LUCANAS,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
75,2499,TRABAJO MAS TRABAJO,1,8,GRAN CHIMU - LA LIBERTAD,2884,LA LIBERTAD,GRAN CHIMU,,5,5,3,NO,0,8,MUNICIPAL PROVINCIAL
76,1684,ACCION POPULAR,1,14,PAITA - PIURA,4,PIURA,PAITA,,5,8,6,SI,2,12,MUNICIPAL PROVINCIAL
77,2585,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,15,CUTERVO - CAJAMARCA,2901,CAJAMARCA,CUTERVO,,5,8,7,SI,3,12,MUNICIPAL PROVINCIAL
78,2596,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,18,CHOTA - CAJAMARCA,2901,CAJAMARCA,CHOTA,,5,9,9,SI,6,12,MUNICIPAL PROVINCIAL
79,2592,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,15,CELENDIN - CAJAMARCA,2901,CAJAMARCA,CELENDIN,,5,8,7,SI,5,10,MUNICIPAL PROVINCIAL
80,2606,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,15,HUALGAYOC - CAJAMARCA,2901,CAJAMARCA,HUALGAYOC,,5,8,7,SI,5,10,MUNICIPAL PROVINCIAL
81,2603,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,18,CALLAO - CALLAO,2173,CALLAO,CALLAO,,5,9,9,SI,2,16,MUNICIPAL PROVINCIAL
82,2726,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,9,PUERTO INCA - HUANUCO,2173,HUANUCO,PUERTO INCA,,5,5,4,SI,1,8,MUNICIPAL PROVINCIAL
83,2837,FRENTE ESPERANZA POR TACNA,1,19,TACNA - TACNA,2708,TACNA,TACNA,,5,10,9,SI,5,14,MUNICIPAL PROVINCIAL
84,156,CAMINEMOS JUNTOS POR JUNIN,1,13,TARMA - JUNIN,122,JUNIN,TARMA,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
85,2958,JUNTOS POR LORETO,1,13,UCAYALI - LORETO,2871,LORETO,UCAYALI,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
86,2969,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,15,JAEN - CAJAMARCA,2173,CAJAMARCA,JAEN,,5,8,7,SI,3,12,MUNICIPAL PROVINCIAL
87,3132,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,16,CHOTA - CAJAMARCA,2173,CAJAMARCA,CHOTA,,5,9,7,SI,4,12,MUNICIPAL PROVINCIAL
88,305,ORGANIZACION POLITICA UNIDAD REGIONAL,1,16,MORROPON - PIURA,2711,PIURA,MORROPON,,5,9,7,SI,4,12,MUNICIPAL PROVINCIAL
89,3356,PARTIDO DEMOCRATICO SOMOS PERU,1,12,LAMAS - SAN MARTIN,14,SAN MARTIN,LAMAS,,5,6,6,SI,2,10,MUNICIPAL PROVINCIAL
90,3349,PARTIDO DEMOCRATICO SOMOS PERU,1,11,CHURCAMPA - HUANCAVELICA,14,HUANCAVELICA,CHURCAMPA,,5,6,5,SI,3,8,MUNICIPAL PROVINCIAL
91,3375,PARTIDO DEMOCRATICO SOMOS PERU,1,15,SAN MARTIN - SAN MARTIN,14,SAN MARTIN,SAN MARTIN,,5,7,8,SI,3,12,MUNICIPAL PROVINCIAL
92,3389,MOVIMIENTO REGIONAL WARI LLAQTA,1,12,SUCRE - AYACUCHO,2706,AYACUCHO,SUCRE,,5,7,5,SI,6,6,MUNICIPAL PROVINCIAL
93,3436,FUERZA AREQUIPEÑA,1,8,CONDESUYOS - AREQUIPA,1393,AREQUIPA,CONDESUYOS,,5,4,4,SI,2,6,MUNICIPAL PROVINCIAL
94,3426,PARTIDO DEMOCRATICO SOMOS PERU,1,10,HUALGAYOC - CAJAMARCA,14,CAJAMARCA,HUALGAYOC,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
95,3467,MORAL Y DESARROLLO,1,14,CARABAYA - PUNO,292,PUNO,CARABAYA,,5,8,6,SI,4,10,MUNICIPAL PROVINCIAL
96,3485,MOVIMIENTO ESPERANZA REGION AMAZONICA,1,10,LORETO - LORETO,150,LORETO,LORETO,,5,5,5,NO,0,10,MUNICIPAL PROVINCIAL
97,3545,PARTIDO DEMOCRATICO SOMOS PERU,1,13,PICOTA - SAN MARTIN,14,SAN MARTIN,PICOTA,,5,7,6,SI,5,8,MUNICIPAL PROVINCIAL
98,3635,PARTIDO DEMOCRATICO SOMOS PERU,1,12,SAN IGNACIO - CAJAMARCA,14,CAJAMARCA,SAN IGNACIO,,5,7,5,NO,0,12,MUNICIPAL PROVINCIAL
99,2536,PARTIDO DEMOCRATICO SOMOS PERU,1,8,SAN MIGUEL - CAJAMARCA,14,CAJAMARCA,SAN MIGUEL,,5,5,3,NO,0,8,MUNICIPAL PROVINCIAL
100,3674,ALIANZA GOBIERNO UNIDAD Y ACCION,1,10,ANTONIO RAIMONDI - ANCASH,2856,ANCASH,ANTONIO RAIMONDI,,5,5,5,SI,4,6,MUNICIPAL PROVINCIAL
101,3687,ALIANZA GOBIERNO UNIDAD Y ACCION,1,15,POMABAMBA - ANCASH,2856,ANCASH,POMABAMBA,,5,8,7,SI,7,8,MUNICIPAL PROVINCIAL
102,3692,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,16,CELENDIN - CAJAMARCA,2173,CAJAMARCA,CELENDIN,,5,9,7,SI,6,10,MUNICIPAL PROVINCIAL
103,3734,MOVIMIENTO POLITICO CAMBIEMOS X HCO,1,8,YAROWILCA - HUANUCO,2733,HUANUCO,YAROWILCA,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
104,2656,PARTIDO DEMOCRATICO SOMOS PERU,1,12,CHOTA - CAJAMARCA,14,CAJAMARCA,CHOTA,,5,7,5,NO,0,12,MUNICIPAL PROVINCIAL
105,3795,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,15,TAMBOPATA - MADRE DE DIOS,2173,MADRE DE DIOS,TAMBOPATA,,5,8,7,SI,3,12,MUNICIPAL PROVINCIAL
106,3890,MOVIMIENTO DE INCLUSION REGIONAL,1,16,TUMBES - TUMBES,2647,TUMBES,TUMBES,,5,8,8,SI,4,12,MUNICIPAL PROVINCIAL
107,3922,MOVIMIENTO INDEPENDIENTE POLITICO VOLUNTAD GENERAL AMAZONICA - VOGA ,1,13,REQUENA - LORETO,2333,LORETO,REQUENA,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
108,3972,MOVIMIENTO DE INCLUSION REGIONAL,1,14,ZARUMILLA - TUMBES,2647,TUMBES,ZARUMILLA,,5,7,7,SI,4,10,MUNICIPAL PROVINCIAL
109,3981,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,10,SAN MIGUEL - CAJAMARCA,2173,CAJAMARCA,SAN MIGUEL,,5,6,4,SI,2,8,MUNICIPAL PROVINCIAL
110,3974,PARTIDO DEMOCRATICO SOMOS PERU,1,13,ESPINAR - CUSCO,14,CUSCO,ESPINAR,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
111,3877,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,18,TRUJILLO - LA LIBERTAD,2901,LA LIBERTAD,TRUJILLO,,5,8,10,SI,2,16,MUNICIPAL PROVINCIAL
112,3949,PARTIDO DEMOCRATICO SOMOS PERU,1,12,CAYLLOMA - AREQUIPA,14,AREQUIPA,CAYLLOMA,,5,7,5,SI,2,10,MUNICIPAL PROVINCIAL
113,3896,MOVIMIENTO REGIONAL GANA AYACUCHO,1,10,VICTOR FAJARDO - AYACUCHO,2694,AYACUCHO,VICTOR FAJARDO,,5,5,5,SI,4,6,MUNICIPAL PROVINCIAL
114,4005,PARTIDO POLITICO NACIONAL PERU LIBRE,1,19,CALLAO - CALLAO,2218,CALLAO,CALLAO,,5,10,9,SI,3,16,MUNICIPAL PROVINCIAL
115,4006,MOVIMIENTO REGIONAL GANA AYACUCHO,1,9,SUCRE - AYACUCHO,2694,AYACUCHO,SUCRE,,5,5,4,SI,3,6,MUNICIPAL PROVINCIAL
116,4074,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,10,MARAÑON - HUANUCO,2173,HUANUCO,MARAÑON,,5,6,4,SI,2,8,MUNICIPAL PROVINCIAL
117,3940,MOVIMIENTO POLITICO CAMBIEMOS X HCO,1,10,MARAÑON - HUANUCO,2733,HUANUCO,MARAÑON,,5,5,5,SI,2,8,MUNICIPAL PROVINCIAL
118,4093,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,6,SAN PABLO - CAJAMARCA,2173,CAJAMARCA,SAN PABLO,,5,4,2,NO,0,6,MUNICIPAL PROVINCIAL
119,3997,PARTIDO POLITICO NACIONAL PERU LIBRE,1,13,TUMBES - TUMBES,2218,TUMBES,TUMBES,,5,7,6,SI,1,12,MUNICIPAL PROVINCIAL
120,1112,TRABAJO MAS TRABAJO,1,14,SANCHEZ CARRION - LA LIBERTAD,2884,LA LIBERTAD,SANCHEZ CARRION,,5,8,6,SI,2,12,MUNICIPAL PROVINCIAL
121,4182,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,14,HUALGAYOC - CAJAMARCA,2173,CAJAMARCA,HUALGAYOC,,5,8,6,SI,4,10,MUNICIPAL PROVINCIAL
122,4162,PARTIDO DEMOCRATICO SOMOS PERU,1,6,CONDESUYOS - AREQUIPA,14,AREQUIPA,CONDESUYOS,,5,2,4,NO,0,6,MUNICIPAL PROVINCIAL
123,4257,PARTIDO DEMOCRATICO SOMOS PERU,1,10,ISLAY - AREQUIPA,14,AREQUIPA,ISLAY,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
124,4244,PARTIDO POLITICO NACIONAL PERU LIBRE,1,10,VICTOR FAJARDO - AYACUCHO,2218,AYACUCHO,VICTOR FAJARDO,,5,5,5,SI,4,6,MUNICIPAL PROVINCIAL
125,4291,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,12,AMBO - HUANUCO,2173,HUANUCO,AMBO,,5,7,5,SI,2,10,MUNICIPAL PROVINCIAL
126,4200,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,8,HUACAYBAMBA - HUANUCO,2173,HUANUCO,HUACAYBAMBA,,5,5,3,SI,2,6,MUNICIPAL PROVINCIAL
127,4302,PARTIDO DEMOCRATICO SOMOS PERU,1,9,CARAVELI - AREQUIPA,14,AREQUIPA,CARAVELI,,5,5,4,SI,1,8,MUNICIPAL PROVINCIAL
128,4347,MOVIMIENTO DE INCLUSION REGIONAL,1,10,CONTRALMIRANTE VILLAR - TUMBES,2647,TUMBES,CONTRALMIRANTE VILLAR,,5,5,5,SI,4,6,MUNICIPAL PROVINCIAL
129,3354,FUERZA AREQUIPEÑA,1,12,CAMANA - AREQUIPA,1393,AREQUIPA,CAMANA,,5,7,5,SI,2,10,MUNICIPAL PROVINCIAL
130,4377,MOVIMIENTO REGIONAL AYNI,1,12,HUAYTARA - HUANCAVELICA,136,HUANCAVELICA,HUAYTARA,,5,6,6,SI,6,6,MUNICIPAL PROVINCIAL
131,4407,ALIANZA GOBIERNO UNIDAD Y ACCION,1,12,CARHUAZ - ANCASH,2856,ANCASH,CARHUAZ,,5,6,6,SI,4,8,MUNICIPAL PROVINCIAL
132,4464,RENOVACION POPULAR,1,19,ICA - ICA,22,ICA,ICA,,5,10,9,SI,5,14,MUNICIPAL PROVINCIAL
133,4476,PARTIDO DEMOCRATICO SOMOS PERU,1,10,CAMANA - AREQUIPA,14,AREQUIPA,CAMANA,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
134,4486,NUEVA LIBERTAD,1,8,GRAN CHIMU - LA LIBERTAD,2232,LA LIBERTAD,GRAN CHIMU,,5,4,4,NO,0,8,MUNICIPAL PROVINCIAL
135,1677,ACCION POPULAR,1,14,TALARA - PIURA,4,PIURA,TALARA,,5,8,6,SI,2,12,MUNICIPAL PROVINCIAL
136,4595,UNO POR ICA,1,14,ICA - ICA,2701,ICA,ICA,,5,8,6,NO,0,14,MUNICIPAL PROVINCIAL
137,4627,PARTIDO POLITICO NACIONAL PERU LIBRE,1,17,SULLANA - PIURA,2218,PIURA,SULLANA,,5,9,8,SI,3,14,MUNICIPAL PROVINCIAL
138,4550,ORGANIZACION POLITICA UNIDAD REGIONAL,1,16,TALARA - PIURA,2711,PIURA,TALARA,,5,9,7,SI,4,12,MUNICIPAL PROVINCIAL
139,4645,MOVIMIENTO REGIONAL REVALORA,1,10,CAMANA - AREQUIPA,2719,AREQUIPA,CAMANA,,5,6,4,NO,0,10,MUNICIPAL PROVINCIAL
140,3055,VIVA EL CALLAO,1,18,CALLAO - CALLAO,2880,CALLAO,CALLAO,,5,10,8,SI,2,16,MUNICIPAL PROVINCIAL
141,4813,PARTIDO DEMOCRATICO SOMOS PERU,1,20,MARISCAL CACERES - SAN MARTIN,14,SAN MARTIN,MARISCAL CACERES,,5,11,9,SI,10,10,MUNICIPAL PROVINCIAL
142,4884,PARTIDO DEMOCRATICO SOMOS PERU,1,13,BELLAVISTA - SAN MARTIN,14,SAN MARTIN,BELLAVISTA,,5,7,6,SI,3,10,MUNICIPAL PROVINCIAL
143,4901,JUNTOS POR LORETO,1,12,REQUENA - LORETO,2871,LORETO,REQUENA,,5,7,5,SI,2,10,MUNICIPAL PROVINCIAL
