,idPlanGobierno,idOrganizacionPolitica,txOrganizacionPolitica,idTipoEleccion,txTipoEleccion,idJuradoElectoral,txJuradoElectoral,txRutaCompleto,txRutaResumen,txTipoPlan,txCodExpedienteExt,idEstadoLista,txEstadoLista,nuCantidadCandidatos,txUbigeo,txDistritoElectoral,txRegion,txProvincia,txDistrito
274,23335,14,PARTIDO DEMOCRATICO SOMOS PERU,6,MUNICIPAL DISTRITAL,1698,LIMA OESTE 1,https://mpesije.jne.gob.pe/docs/7a0aa1ae-9457-45dd-8891-09150c2b3dd8.pdf,https://mpesije.jne.gob.pe/docs/f238c68b-2585-4cc2-9464-812a14b95318.pdf,,ERM.2022008982,158,INSCRITO,12,140127,,LIMA,LIMA,SAN MIGUEL
275,17419,22,RENOVACION POPULAR,6,MUNICIPAL DISTRITAL,1698,LIMA OESTE 1,https://mpesije.jne.gob.pe/docs/56cae255-d00d-4c9f-8f6d-7184eed2ce1a.pdf,https://mpesije.jne.gob.pe/docs/8458dddb-0077-4d12-9f33-12b96cbb34be.pdf,,ERM.2022017396,158,INSCRITO,12,140127,,LIMA,LIMA,SAN MIGUEL
276,24454,1257,ALIANZA PARA EL PROGRESO,6,MUNICIPAL DISTRITAL,1698,LIMA OESTE 1,https://mpesije.jne.gob.pe/docs/69d9bd13-5130-4417-9872-0f43c9fe5b05.pdf,https://mpesije.jne.gob.pe/docs/017796a4-0ebf-438b-b85e-ba0e68fc162b.pdf,,ERM.2022007755,158,INSCRITO,12,140127,,LIMA,LIMA,SAN MIGUEL
277,25417,1264,JUNTOS POR EL PERU,6,MUNICIPAL DISTRITAL,1698,LIMA OESTE 1,https://mpesije.jne.gob.pe/docs/87edfa94-a10f-4a89-b140-a59aee60d42b.pdf,https://mpesije.jne.gob.pe/docs/7a9adcd2-9805-4896-baeb-583b30775e07.pdf,,ERM.2022016945,152,IMPROCEDENTE,12,140127,,LIMA,LIMA,SAN MIGUEL
278,24382,2840,PARTIDO MORADO,6,MUNICIPAL DISTRITAL,1698,LIMA OESTE 1,https://mpesije.jne.gob.pe/docs/fd61a552-9c80-47d1-88dc-ccaa36c4fa62.pdf,https://mpesije.jne.gob.pe/docs/ba04b78b-1a87-4872-bd90-d373e408089c.pdf,,ERM.2022008995,158,INSCRITO,12,140127,,LIMA,LIMA,SAN MIGUEL
279,16666,2857,PARTIDO FRENTE DE LA ESPERANZA 2021,6,MUNICIPAL DISTRITAL,1698,LIMA OESTE 1,https://mpesije.jne.gob.pe/docs/8f356f8e-98ed-4885-9ba0-9dcc62d402c5.pdf,https://mpesije.jne.gob.pe/docs/d28a12c3-55c3-438e-8ebd-193f41c89033.pdf,,ERM.2022005521,158,INSCRITO,12,140127,,LIMA,LIMA,SAN MIGUEL
280,17857,2173,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,6,MUNICIPAL DISTRITAL,1698,LIMA OESTE 1,https://mpesije.jne.gob.pe/docs/c550325a-10eb-48ed-9a60-ea52e3fd63a0.pdf,https://mpesije.jne.gob.pe/docs/6faac4a4-5dd8-4b3c-9137-a1be9cfd158b.pdf,,ERM.2022005586,158,INSCRITO,12,140127,,LIMA,LIMA,SAN MIGUEL
281,19034,2731,PODEMOS PERU,6,MUNICIPAL DISTRITAL,1698,LIMA OESTE 1,https://mpesije.jne.gob.pe/docs/7038c139-991e-4f1b-a172-6344fc3ff8cb.pdf,https://mpesije.jne.gob.pe/docs/c1b087bc-0aa1-4baa-afc2-9bf89f22e5cc.pdf,,ERM.2022007264,158,INSCRITO,12,140127,,LIMA,LIMA,SAN MIGUEL
282,19259,2898,FE EN EL PERU,6,MUNICIPAL DISTRITAL,1698,LIMA OESTE 1,https://mpesije.jne.gob.pe/docs/cb499c50-0a67-4fa7-a29a-e90e4483aa45.pdf,https://mpesije.jne.gob.pe/docs/0350ade0-282a-4da7-ae3b-e9ebb5f2b0f5.pdf,,ERM.2022006894,152,IMPROCEDENTE,12,140127,,LIMA,LIMA,SAN MIGUEL
283,23199,2869,PARTIDO PATRIOTICO DEL PERU,6,MUNICIPAL DISTRITAL,1698,LIMA OESTE 1,https://mpesije.jne.gob.pe/docs/740af4ad-c132-464e-952c-88a840b0d6a2.pdf,https://mpesije.jne.gob.pe/docs/f9476d60-b752-4d2b-b5f5-926ff211df0f.pdf,,ERM.2022015241,158,INSCRITO,12,140127,,LIMA,LIMA,SAN MIGUEL
284,20745,4,ACCION POPULAR,6,MUNICIPAL DISTRITAL,1701,LIMA SUR 1,https://mpesije.jne.gob.pe/docs/ea9d2243-acce-43ba-98d6-8430f6826138.pdf,https://mpesije.jne.gob.pe/docs/106724ec-7829-41b2-af38-7014102f7d90.pdf,,ERM.2022009765,158,INSCRITO,6,140128,,LIMA,LIMA,SANTA MARIA DEL MAR
285,26868,14,PARTIDO DEMOCRATICO SOMOS PERU,6,MUNICIPAL DISTRITAL,1701,LIMA SUR 1,https://mpesije.jne.gob.pe/docs/3af26103-46e1-42af-b864-71e0f447c16f.pdf,https://mpesije.jne.gob.pe/docs/4183ab81-b6fe-4e0b-9fe4-4858c3172209.pdf,,ERM.2022013270,158,INSCRITO,6,140128,,LIMA,LIMA,SANTA MARIA DEL MAR
286,17172,22,RENOVACION POPULAR,6,MUNICIPAL DISTRITAL,1701,LIMA SUR 1,https://mpesije.jne.gob.pe/docs/69b40ceb-3842-4d2d-88e6-3c699c4aff1d.pdf,https://mpesije.jne.gob.pe/docs/0d2c14a6-81d4-475d-b584-f3e29aa53d10.pdf,,ERM.2022009717,152,IMPROCEDENTE,6,140128,,LIMA,LIMA,SANTA MARIA DEL MAR
287,27916,1257,ALIANZA PARA EL PROGRESO,6,MUNICIPAL DISTRITAL,1701,LIMA SUR 1,https://mpesije.jne.gob.pe/docs/ec9e730e-b285-40a4-8758-3ccabb742444.pdf,https://mpesije.jne.gob.pe/docs/3ed18215-738d-4b69-88f9-cb35b4e0615c.pdf,,ERM.2022011733,152,IMPROCEDENTE,6,140128,,LIMA,LIMA,SANTA MARIA DEL MAR
288,21924,2173,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,6,MUNICIPAL DISTRITAL,1701,LIMA SUR 1,https://mpesije.jne.gob.pe/docs/1fd38202-5e39-450e-b14d-ee9d6ea38146.pdf,https://mpesije.jne.gob.pe/docs/a8535c6c-eeb3-47c6-8d7e-abe818eb8564.pdf,,ERM.2022007909,152,IMPROCEDENTE,6,140128,,LIMA,LIMA,SANTA MARIA DEL MAR
289,19440,2898,FE EN EL PERU,6,MUNICIPAL DISTRITAL,1701,LIMA SUR 1,https://mpesije.jne.gob.pe/docs/0423b655-c63e-43a7-acd4-f33a5a1eae7f.pdf,https://mpesije.jne.gob.pe/docs/a178888f-2049-4c7d-ac8d-40f093cb94de.pdf,,ERM.2022009761,152,IMPROCEDENTE,6,140128,,LIMA,LIMA,SANTA MARIA DEL MAR
290,16894,14,PARTIDO DEMOCRATICO SOMOS PERU,6,MUNICIPAL DISTRITAL,1696,LIMA NORTE 1,https://mpesije.jne.gob.pe/docs/9b834028-4895-404b-b7b9-80d9fd81b87c.pdf,https://mpesije.jne.gob.pe/docs/7da7f5e4-1e69-45f1-873e-4c50cc099423.pdf,,ERM.2022008708,158,INSCRITO,8,140129,,LIMA,LIMA,SANTA ROSA
291,17387,22,RENOVACION POPULAR,6,MUNICIPAL DISTRITAL,1696,LIMA NORTE 1,https://mpesije.jne.gob.pe/docs/3811f71b-648a-46e7-9efd-574097cc940c.pdf,https://mpesije.jne.gob.pe/docs/72fbefa9-bacf-47e6-b794-493cbe88f0c2.pdf,,ERM.2022008630,158,INSCRITO,8,140129,,LIMA,LIMA,SANTA ROSA
292,24945,1257,ALIANZA PARA EL PROGRESO,6,MUNICIPAL DISTRITAL,1696,LIMA NORTE 1,https://mpesije.jne.gob.pe/docs/2e5a7b62-cd82-4820-b905-289fffe26ed5.pdf,https://mpesije.jne.gob.pe/docs/76d41dcf-846d-4306-9f15-0bcc93e039be.pdf,,ERM.2022008709,158,INSCRITO,8,140129,,LIMA,LIMA,SANTA ROSA
293,17046,1264,JUNTOS POR EL PERU,6,MUNICIPAL DISTRITAL,1696,LIMA NORTE 1,https://mpesije.jne.gob.pe/docs/a35fc8ef-babc-4f5d-9fa5-89f039f50a98.pdf,https://mpesije.jne.gob.pe/docs/7eee5dc9-ce86-4936-a5ed-45aabd601b84.pdf,,ERM.2022016571,158,INSCRITO,8,140129,,LIMA,LIMA,SANTA ROSA
294,25993,1366,FUERZA POPULAR,6,MUNICIPAL DISTRITAL,1696,LIMA NORTE 1,https://mpesije.jne.gob.pe/docs/57419ef1-e2cf-486c-ae85-3491d2950052.pdf,https://mpesije.jne.gob.pe/docs/35157568-b899-4cb2-b9f3-8c87f8b59642.pdf,,ERM.2022010445,158,INSCRITO,8,140129,,LIMA,LIMA,SANTA ROSA
295,16896,2857,PARTIDO FRENTE DE LA ESPERANZA 2021,6,MUNICIPAL DISTRITAL,1696,LIMA NORTE 1,https://mpesije.jne.gob.pe/docs/3ed67f16-4fce-499c-89b4-cc422b1f9d8a.pdf,https://mpesije.jne.gob.pe/docs/51e75fbe-063c-4147-8834-28de2f36dcbc.pdf,,ERM.2022005663,158,INSCRITO,8,140129,,LIMA,LIMA,SANTA ROSA
296,28399,2173,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,6,MUNICIPAL DISTRITAL,1696,LIMA NORTE 1,https://mpesije.jne.gob.pe/docs/0b2ace81-3875-4248-9f8b-c69065b71343.pdf,https://mpesije.jne.gob.pe/docs/c7f62cd5-ff78-405a-82ec-68f85e75d875.pdf,,ERM.2022006226,158,INSCRITO,8,140129,,LIMA,LIMA,SANTA ROSA
297,20277,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,6,MUNICIPAL DISTRITAL,1696,LIMA NORTE 1,https://mpesije.jne.gob.pe/docs/13580721-de12-4503-9583-e8a8418ec009.pdf,https://mpesije.jne.gob.pe/docs/627ced4b-e89f-45df-9479-98b0cf4f8305.pdf,,ERM.2022014272,158,INSCRITO,8,140129,,LIMA,LIMA,SANTA ROSA
298,19764,2731,PODEMOS PERU,6,MUNICIPAL DISTRITAL,1696,LIMA NORTE 1,https://mpesije.jne.gob.pe/docs/406ff655-c995-4710-ac4a-784491c8bd75.pdf,https://mpesije.jne.gob.pe/docs/315fc446-ac27-4874-a741-6c9daffa0dcf.pdf,,ERM.2022008700,158,INSCRITO,8,140129,,LIMA,LIMA,SANTA ROSA
299,21464,2898,FE EN EL PERU,6,MUNICIPAL DISTRITAL,1696,LIMA NORTE 1,https://mpesije.jne.gob.pe/docs/334a4d39-396a-461c-8104-9f597948aee0.pdf,https://mpesije.jne.gob.pe/docs/d3838a30-b475-45d3-b50c-bfcc0247bbda.pdf,,ERM.2022010459,152,IMPROCEDENTE,8,140129,,LIMA,LIMA,SANTA ROSA
300,21753,2895,PARTIDO DEMOCRATA VERDE,6,MUNICIPAL DISTRITAL,1696,LIMA NORTE 1,https://mpesije.jne.gob.pe/docs/70f42f1a-04f7-4310-b77e-0726976ae814.pdf,https://mpesije.jne.gob.pe/docs/2b203b88-703f-4a2f-998d-7007017c4c99.pdf,,ERM.2022009304,152,IMPROCEDENTE,8,140129,,LIMA,LIMA,SANTA ROSA
301,16944,14,PARTIDO DEMOCRATICO SOMOS PERU,6,MUNICIPAL DISTRITAL,1700,LIMA OESTE 3,https://mpesije.jne.gob.pe/docs/ef158fb1-4372-444a-a1bc-ba3a68738405.pdf,https://mpesije.jne.gob.pe/docs/dc0174fa-4d3b-4daa-a38e-66ec71b38e2b.pdf,,ERM.2022008582,158,INSCRITO,14,140130,,LIMA,LIMA,SANTIAGO DE SURCO
302,17211,22,RENOVACION POPULAR,6,MUNICIPAL DISTRITAL,1700,LIMA OESTE 3,https://mpesije.jne.gob.pe/docs/79a00da6-eb9d-4395-90e6-084dde24ae6f.pdf,https://mpesije.jne.gob.pe/docs/a01681ab-4a12-49a0-9a94-85a3a3e10801.pdf,,ERM.2022009309,158,INSCRITO,14,140130,,LIMA,LIMA,SANTIAGO DE SURCO
303,24111,1257,ALIANZA PARA EL PROGRESO,6,MUNICIPAL DISTRITAL,1700,LIMA OESTE 3,https://mpesije.jne.gob.pe/docs/17c1a6f2-0592-4335-a318-f59467dae29e.pdf,https://mpesije.jne.gob.pe/docs/10301b2e-4902-467c-8336-ca72eab48de2.pdf,,ERM.2022013648,158,INSCRITO,14,140130,,LIMA,LIMA,SANTIAGO DE SURCO
304,23493,2840,PARTIDO MORADO,6,MUNICIPAL DISTRITAL,1700,LIMA OESTE 3,https://mpesije.jne.gob.pe/docs/2eb1d8aa-b581-4558-aa01-c1b194aa880e.pdf,https://mpesije.jne.gob.pe/docs/6d58b446-e764-4a8f-909d-5578bf84a1fc.pdf,,ERM.2022009273,158,INSCRITO,14,140130,,LIMA,LIMA,SANTIAGO DE SURCO
305,16979,2857,PARTIDO FRENTE DE LA ESPERANZA 2021,6,MUNICIPAL DISTRITAL,1700,LIMA OESTE 3,https://mpesije.jne.gob.pe/docs/943ba54e-5743-498b-946f-95c31d2223c8.pdf,https://mpesije.jne.gob.pe/docs/6be1c1a1-b8fb-4635-8e15-4150bbfac519.pdf,,ERM.2022005679,158,INSCRITO,14,140130,,LIMA,LIMA,SANTIAGO DE SURCO
306,27705,2173,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,6,MUNICIPAL DISTRITAL,1700,LIMA OESTE 3,https://mpesije.jne.gob.pe/docs/68767ad4-8ee7-4d6d-97a7-be8fa76b3b2a.pdf,https://mpesije.jne.gob.pe/docs/9e2aefc6-df0e-4977-afeb-0e2e1cb50915.pdf,,ERM.2022008002,158,INSCRITO,14,140130,,LIMA,LIMA,SANTIAGO DE SURCO
307,20169,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,6,MUNICIPAL DISTRITAL,1700,LIMA OESTE 3,https://mpesije.jne.gob.pe/docs/acd3da3f-a8e7-4428-8db2-42d82429a062.pdf,https://mpesije.jne.gob.pe/docs/caace83b-4b7a-4a64-b356-16c29c421601.pdf,,ERM.2022017350,158,INSCRITO,14,140130,,LIMA,LIMA,SANTIAGO DE SURCO
308,20643,2731,PODEMOS PERU,6,MUNICIPAL DISTRITAL,1700,LIMA OESTE 3,https://mpesije.jne.gob.pe/docs/31f7d41c-fb26-44d6-afeb-5283e4afe45f.pdf,https://mpesije.jne.gob.pe/docs/33579bb0-bbbe-4a62-9ce5-12f66147151a.pdf,,ERM.2022007121,158,INSCRITO,14,140130,,LIMA,LIMA,SANTIAGO DE SURCO
309,20856,2898,FE EN EL PERU,6,MUNICIPAL DISTRITAL,1700,LIMA OESTE 3,https://mpesije.jne.gob.pe/docs/28dc632d-6170-4ca0-a987-061d3137de65.pdf,https://mpesije.jne.gob.pe/docs/42a567c1-a2e1-4621-83d5-1571ab6ae6c9.pdf,,ERM.2022008040,152,IMPROCEDENTE,14,140130,,LIMA,LIMA,SANTIAGO DE SURCO
310,28563,4,ACCION POPULAR,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/038ea020-9cb4-4fce-b2e4-85d97132d207.pdf,https://mpesije.jne.gob.pe/docs/495d2b2e-90f1-495b-9077-ebc48d0210ff.pdf,,ERM.2022010811,158,INSCRITO,10,140131,,LIMA,LIMA,SURQUILLO
311,16948,14,PARTIDO DEMOCRATICO SOMOS PERU,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/c117e226-eeaf-4aa1-b0ae-034ada187a53.pdf,https://mpesije.jne.gob.pe/docs/2dfcfb14-55f4-45a9-a209-22c6a635f33b.pdf,,ERM.2022008746,158,INSCRITO,10,140131,,LIMA,LIMA,SURQUILLO
312,17409,22,RENOVACION POPULAR,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/4af5710d-ac64-42ed-8773-188c570f5773.pdf,https://mpesije.jne.gob.pe/docs/766fea5e-c081-40da-bb59-4584a41fba80.pdf,,ERM.2022017876,158,INSCRITO,10,140131,,LIMA,LIMA,SURQUILLO
313,25211,1257,ALIANZA PARA EL PROGRESO,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/ca0fdd58-01ec-498c-95ce-6d428d5f8833.pdf,https://mpesije.jne.gob.pe/docs/421a014e-02ae-48f1-beb6-b907db7020fc.pdf,,ERM.2022013585,149,ADMITIDO,10,140131,,LIMA,LIMA,SURQUILLO
314,19289,1264,JUNTOS POR EL PERU,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/94af67cd-ae74-404b-aae8-a4d219154a74.pdf,https://mpesije.jne.gob.pe/docs/f86ddbe3-b33a-48d1-bf08-90cf3a28b6e7.pdf,,ERM.2022017849,152,IMPROCEDENTE,10,140131,,LIMA,LIMA,SURQUILLO
315,20067,1366,FUERZA POPULAR,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/9cf36628-d8a7-415a-b277-cacb8f86a20f.pdf,https://mpesije.jne.gob.pe/docs/92742e55-755b-4758-bee2-5ebc59023661.pdf,,ERM.2022007407,158,INSCRITO,10,140131,,LIMA,LIMA,SURQUILLO
316,26586,2840,PARTIDO MORADO,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/9949c03a-04f2-42f5-9510-0f1067f57342.pdf,https://mpesije.jne.gob.pe/docs/ec0ec561-45a2-4034-b204-12b505432e9e.pdf,,ERM.2022015152,158,INSCRITO,10,140131,,LIMA,LIMA,SURQUILLO
317,16703,2857,PARTIDO FRENTE DE LA ESPERANZA 2021,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/98e1900c-7b8e-48bb-8770-c95a29188224.pdf,https://mpesije.jne.gob.pe/docs/1a0e34f7-51fa-4810-8f74-886b885081e4.pdf,,ERM.2022005752,158,INSCRITO,10,140131,,LIMA,LIMA,SURQUILLO
318,25477,2173,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/71554290-9809-4473-9c26-a84235a3c7f9.pdf,https://mpesije.jne.gob.pe/docs/59b06c14-b932-4192-9e7f-d0d0a4f88316.pdf,,ERM.2022007880,152,IMPROCEDENTE,10,140131,,LIMA,LIMA,SURQUILLO
319,23729,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/afd17c85-f97b-4066-8062-391feacc80e6.pdf,https://mpesije.jne.gob.pe/docs/a0f383fa-07c5-4274-b606-4cc37528cf66.pdf,,ERM.2022012512,158,INSCRITO,10,140131,,LIMA,LIMA,SURQUILLO
320,20774,2731,PODEMOS PERU,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/d6d76f4d-3a18-4b51-8c49-66f676f0e249.pdf,https://mpesije.jne.gob.pe/docs/320b882c-20e7-4014-ac95-04c2bc4d422e.pdf,,ERM.2022006975,158,INSCRITO,10,140131,,LIMA,LIMA,SURQUILLO
321,19664,2898,FE EN EL PERU,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/4b400e4f-cab6-49f4-b2ec-15eaf1b987b4.pdf,https://mpesije.jne.gob.pe/docs/ce4257a8-79fe-435e-b6fd-77dfdb8d7b8e.pdf,,ERM.2022005937,152,IMPROCEDENTE,10,140131,,LIMA,LIMA,SURQUILLO
322,25336,2869,PARTIDO PATRIOTICO DEL PERU,6,MUNICIPAL DISTRITAL,1699,LIMA OESTE 2,https://mpesije.jne.gob.pe/docs/f7993e12-83f9-4a7d-a5ad-27bc89ed3e65.pdf,https://mpesije.jne.gob.pe/docs/83ddc737-05c8-4667-bac6-fd79d794948b.pdf,,ERM.2022017330,152,IMPROCEDENTE,10,140131,,LIMA,LIMA,SURQUILLO
323,29151,14,PARTIDO DEMOCRATICO SOMOS PERU,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/8a827b81-020d-4a8a-8454-1864dade7503.pdf,https://mpesije.jne.gob.pe/docs/533bedc3-3c67-45f5-ab9d-538ddf80bd19.pdf,,ERM.2022009480,149,ADMITIDO,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
324,17280,22,RENOVACION POPULAR,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/4c3902b0-d32d-4c92-89eb-ce09e50d3607.pdf,https://mpesije.jne.gob.pe/docs/648c3df5-936c-42cc-8277-98863e479f4e.pdf,,ERM.2022008631,149,ADMITIDO,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
325,25416,1257,ALIANZA PARA EL PROGRESO,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/9dc041df-fec2-412d-9850-ed1b50e389f3.pdf,https://mpesije.jne.gob.pe/docs/6bf67b73-122a-4f7e-be3e-ba4bcdecd8e0.pdf,,ERM.2022009433,149,ADMITIDO,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
326,17870,1264,JUNTOS POR EL PERU,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/6b69b4f7-e501-4949-842e-ffb0962aa87a.pdf,https://mpesije.jne.gob.pe/docs/58582f95-e006-473f-a868-2971d5feae99.pdf,,ERM.2022007506,149,ADMITIDO,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
327,21184,1366,FUERZA POPULAR,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/4fb3b176-deff-4d30-bd85-658ffd7b9b12.pdf,https://mpesije.jne.gob.pe/docs/5b1c2464-ac61-4ee2-a020-d1830b5fc32e.pdf,,ERM.2022008438,149,ADMITIDO,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
328,23873,2840,PARTIDO MORADO,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/9ae6b3f4-e565-429f-8a10-1f69d9dce6a4.pdf,https://mpesije.jne.gob.pe/docs/c4d86360-818e-4b23-84bf-3bdf0dc04d6f.pdf,,ERM.2022015249,149,ADMITIDO,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
329,16734,2857,PARTIDO FRENTE DE LA ESPERANZA 2021,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/4154f42a-ba1a-4e02-8ccd-231643d72d60.pdf,https://mpesije.jne.gob.pe/docs/c392cac1-0389-4646-8e73-dbf2667ce5a9.pdf,,ERM.2022005774,149,ADMITIDO,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
330,29529,2173,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/cfcdb02a-14d0-44a3-aac6-6429d4932b85.pdf,https://mpesije.jne.gob.pe/docs/fa862d59-b4ec-45d9-b3d8-d72fc0f0fa57.pdf,,ERM.2022017735,149,ADMITIDO,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
331,20370,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/3cb2de08-4868-4e11-b48e-921a2954a34c.pdf,https://mpesije.jne.gob.pe/docs/0829d8a5-4963-4eb3-bfed-7523f65a9918.pdf,,ERM.2022013996,149,ADMITIDO,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
332,17652,2731,PODEMOS PERU,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/3654b94a-1a52-4c06-8136-f9465fcecf6a.pdf,https://mpesije.jne.gob.pe/docs/60875da6-b9a1-45b0-89f9-ccf18c93e771.pdf,,ERM.2022007085,149,ADMITIDO,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
333,25580,2898,FE EN EL PERU,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/c2751dd5-3e77-43bf-9daa-79ae863300eb.pdf,https://mpesije.jne.gob.pe/docs/433cba0c-4c87-4a6b-86b1-f63ebc46b0dd.pdf,,ERM.2022012932,152,IMPROCEDENTE,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
334,23835,2895,PARTIDO DEMOCRATA VERDE,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/f6bc2ab1-721f-45fd-bfde-4344557ba5e8.pdf,https://mpesije.jne.gob.pe/docs/542390d6-678c-4e09-baad-a1a7c3a7c22a.pdf,,ERM.2022017573,152,IMPROCEDENTE,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
335,27056,2869,PARTIDO PATRIOTICO DEL PERU,6,MUNICIPAL DISTRITAL,1702,LIMA SUR 2,https://mpesije.jne.gob.pe/docs/4a763773-902a-4740-bc0c-9e004e1691f0.pdf,https://mpesije.jne.gob.pe/docs/695beab5-7c64-4157-8180-1be65ff74c2e.pdf,,ERM.2022015585,152,IMPROCEDENTE,14,140132,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
336,16747,14,PARTIDO DEMOCRATICO SOMOS PERU,6,MUNICIPAL DISTRITAL,1693,LIMA CENTRO,https://mpesije.jne.gob.pe/docs/5292fc06-9b2b-44b1-b1b9-45993fba9bb8.pdf,https://mpesije.jne.gob.pe/docs/8c72ba43-d3a1-42bc-9222-5ce9fc4f1dcc.pdf,,ERM.2022009314,158,INSCRITO,10,140133,,LIMA,LIMA,JESUS MARIA
337,16950,22,RENOVACION POPULAR,6,MUNICIPAL DISTRITAL,1693,LIMA CENTRO,https://mpesije.jne.gob.pe/docs/413a9236-b6b7-4915-9320-b70857d6bb13.pdf,https://mpesije.jne.gob.pe/docs/3859d957-b0e4-4c67-b767-86d46b0a4812.pdf,,ERM.2022008790,158,INSCRITO,10,140133,,LIMA,LIMA,JESUS MARIA
338,25081,1257,ALIANZA PARA EL PROGRESO,6,MUNICIPAL DISTRITAL,1693,LIMA CENTRO,https://mpesije.jne.gob.pe/docs/02f43534-7762-46d5-9a57-6e6d5d244cc9.pdf,https://mpesije.jne.gob.pe/docs/19b83c90-d565-464a-8925-36c88f77104c.pdf,,ERM.2022018060,158,INSCRITO,10,140133,,LIMA,LIMA,JESUS MARIA
339,18629,1264,JUNTOS POR EL PERU,6,MUNICIPAL DISTRITAL,1693,LIMA CENTRO,https://mpesije.jne.gob.pe/docs/.pdf,https://mpesije.jne.gob.pe/docs/.pdf,,ERM.2022017850,152,IMPROCEDENTE,10,140133,,LIMA,LIMA,JESUS MARIA
340,16955,2857,PARTIDO FRENTE DE LA ESPERANZA 2021,6,MUNICIPAL DISTRITAL,1693,LIMA CENTRO,https://mpesije.jne.gob.pe/docs/289b3c5f-7779-494a-8612-2d5aec42c3d3.pdf,https://mpesije.jne.gob.pe/docs/c5369d65-3895-4589-8a55-0ae6e74c6f64.pdf,,ERM.2022005385,158,INSCRITO,10,140133,,LIMA,LIMA,JESUS MARIA
