,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos,ubigeo_reniec,departamento,provincia,distrito
0,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,84,84,1312,00000016.jpg,13.508,9.904,12/10/2022,12:30 h,100.0000,10206,3534,10206,AMAZONAS,BAGUA,IMAZA
1,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,84,84,2320,00000017.jpg,23.886,17.513,12/10/2022,12:30 h,100.0000,10206,3534,10206,AMAZONAS,BAGUA,IMAZA
2,3,RENOVACION POPULAR,,100.0,84,84,2082,00000003.jpg,21.435,15.717,12/10/2022,12:30 h,100.0000,10206,3534,10206,AMAZONAS,BAGUA,IMAZA
3,10,PARTIDO MORADO,,100.0,84,84,15,00000010.jpg,0.154,0.113,12/10/2022,12:30 h,100.0000,10206,3534,10206,AMAZONAS,BAGUA,IMAZA
4,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,84,84,1722,00000015.jpg,17.729,12.999,12/10/2022,12:30 h,100.0000,10206,3534,10206,AMAZONAS,BAGUA,IMAZA
5,14,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,,100.0,84,84,1474,00000014.jpg,15.176,11.127,12/10/2022,12:30 h,100.0000,10206,3534,10206,AMAZONAS,BAGUA,IMAZA
6,6,FUERZA POPULAR,,100.0,84,84,594,00000006.jpg,6.116,4.484,12/10/2022,12:30 h,100.0000,10206,3534,10206,AMAZONAS,BAGUA,IMAZA
7,4,ALIANZA PARA EL PROGRESO,,100.0,84,84,194,00000004.jpg,1.997,1.464,12/10/2022,12:30 h,100.0000,10206,3534,10206,AMAZONAS,BAGUA,IMAZA
8,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,15,15,857,00000016.jpg,36.515,26.088,12/10/2022,12:30 h,93.7500,10306,938,10306,AMAZONAS,BONGARA,FLORIDA
9,3,RENOVACION POPULAR,,100.0,15,15,368,00000003.jpg,15.68,11.202,12/10/2022,12:30 h,93.7500,10306,938,10306,AMAZONAS,BONGARA,FLORIDA
10,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,15,15,377,00000015.jpg,16.063,11.476,12/10/2022,12:30 h,93.7500,10306,938,10306,AMAZONAS,BONGARA,FLORIDA
11,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,15,15,745,00000017.jpg,31.743,22.679,12/10/2022,12:30 h,93.7500,10306,938,10306,AMAZONAS,BONGARA,FLORIDA
12,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,7,7,294,00000016.jpg,35.042,20.822,12/10/2022,12:30 h,100.0000,10503,573,10503,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
13,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,7,7,283,00000017.jpg,33.731,20.042,12/10/2022,12:30 h,100.0000,10503,573,10503,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
14,3,RENOVACION POPULAR,,100.0,7,7,217,00000003.jpg,25.864,15.368,12/10/2022,12:30 h,100.0000,10503,573,10503,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
15,5,JUNTOS POR EL PERU,,100.0,7,7,45,00000005.jpg,5.364,3.187,12/10/2022,12:30 h,100.0000,10503,573,10503,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
16,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,8,8,459,00000017.jpg,41.129,25.758,12/10/2022,12:30 h,100.0000,10504,666,10504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
17,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,8,8,382,00000016.jpg,34.229,21.437,12/10/2022,12:30 h,100.0000,10504,666,10504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
18,3,RENOVACION POPULAR,,100.0,8,8,239,00000003.jpg,21.416,13.412,12/10/2022,12:30 h,100.0000,10504,666,10504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
19,5,JUNTOS POR EL PERU,,100.0,8,8,36,00000005.jpg,3.226,2.02,12/10/2022,12:30 h,100.0000,10504,666,10504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
20,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,27,27,1501,00000017.jpg,47.32,31.057,12/10/2022,12:30 h,100.0000,10509,1661,10509,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
21,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,27,27,936,00000016.jpg,29.508,19.367,12/10/2022,12:30 h,100.0000,10509,1661,10509,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
22,3,RENOVACION POPULAR,,100.0,27,27,611,00000003.jpg,19.262,12.642,12/10/2022,12:30 h,100.0000,10509,1661,10509,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
23,5,JUNTOS POR EL PERU,,100.0,27,27,124,00000005.jpg,3.909,2.566,12/10/2022,12:30 h,100.0000,10509,1661,10509,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
24,4,ALIANZA PARA EL PROGRESO,,100.0,5,5,79,00000004.jpg,9.801,7.46,12/10/2022,12:30 h,100.0000,20107,253,20107,ANCASH,HUARAZ,LA LIBERTAD
25,5,JUNTOS POR EL PERU,,100.0,5,5,111,00000005.jpg,13.772,10.482,12/10/2022,12:30 h,100.0000,20107,253,20107,ANCASH,HUARAZ,LA LIBERTAD
26,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,5,5,175,00000020.jpg,21.712,16.525,12/10/2022,12:30 h,100.0000,20107,253,20107,ANCASH,HUARAZ,LA LIBERTAD
27,19,SOCIOS POR ANCASH,,100.0,5,5,186,00000019.jpg,23.077,17.564,12/10/2022,12:30 h,100.0000,20107,253,20107,ANCASH,HUARAZ,LA LIBERTAD
28,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,5,5,101,00000018.jpg,12.531,9.537,12/10/2022,12:30 h,100.0000,20107,253,20107,ANCASH,HUARAZ,LA LIBERTAD
29,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,5,5,51,00000008.jpg,6.328,4.816,12/10/2022,12:30 h,100.0000,20107,253,20107,ANCASH,HUARAZ,LA LIBERTAD
30,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,5,5,78,00000021.jpg,9.677,7.365,12/10/2022,12:30 h,100.0000,20107,253,20107,ANCASH,HUARAZ,LA LIBERTAD
31,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,5,5,12,00000007.jpg,1.489,1.133,12/10/2022,12:30 h,100.0000,20107,253,20107,ANCASH,HUARAZ,LA LIBERTAD
32,1,ACCION POPULAR,,100.0,5,5,6,00000001.jpg,0.744,0.567,12/10/2022,12:30 h,100.0000,20107,253,20107,ANCASH,HUARAZ,LA LIBERTAD
33,9,PODEMOS PERU,,100.0,5,5,5,00000009.jpg,0.62,0.472,12/10/2022,12:30 h,100.0000,20107,253,20107,ANCASH,HUARAZ,LA LIBERTAD
34,3,RENOVACION POPULAR,,100.0,5,5,2,00000003.jpg,0.248,0.189,12/10/2022,12:30 h,100.0000,20107,253,20107,ANCASH,HUARAZ,LA LIBERTAD
35,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,9,9,104,00000008.jpg,6.288,4.755,12/10/2022,12:30 h,100.0000,20108,533,20108,ANCASH,HUARAZ,OLLEROS
36,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,9,9,64,00000020.jpg,3.869,2.926,12/10/2022,12:30 h,100.0000,20108,533,20108,ANCASH,HUARAZ,OLLEROS
37,4,ALIANZA PARA EL PROGRESO,,100.0,9,9,159,00000004.jpg,9.613,7.27,12/10/2022,12:30 h,100.0000,20108,533,20108,ANCASH,HUARAZ,OLLEROS
38,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,9,9,353,00000021.jpg,21.342,16.141,12/10/2022,12:30 h,100.0000,20108,533,20108,ANCASH,HUARAZ,OLLEROS
39,19,SOCIOS POR ANCASH,,100.0,9,9,481,00000019.jpg,29.081,21.994,12/10/2022,12:30 h,100.0000,20108,533,20108,ANCASH,HUARAZ,OLLEROS
40,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,9,9,100,00000007.jpg,6.046,4.572,12/10/2022,12:30 h,100.0000,20108,533,20108,ANCASH,HUARAZ,OLLEROS
41,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,9,9,50,00000018.jpg,3.023,2.286,12/10/2022,12:30 h,100.0000,20108,533,20108,ANCASH,HUARAZ,OLLEROS
42,5,JUNTOS POR EL PERU,,100.0,9,9,306,00000005.jpg,18.501,13.992,12/10/2022,12:30 h,100.0000,20108,533,20108,ANCASH,HUARAZ,OLLEROS
43,9,PODEMOS PERU,,100.0,9,9,12,00000009.jpg,0.726,0.549,12/10/2022,12:30 h,100.0000,20108,533,20108,ANCASH,HUARAZ,OLLEROS
44,3,RENOVACION POPULAR,,100.0,9,9,14,00000003.jpg,0.846,0.64,12/10/2022,12:30 h,100.0000,20108,533,20108,ANCASH,HUARAZ,OLLEROS
45,1,ACCION POPULAR,,100.0,9,9,11,00000001.jpg,0.665,0.503,12/10/2022,12:30 h,100.0000,20108,533,20108,ANCASH,HUARAZ,OLLEROS
46,9,PODEMOS PERU,,100.0,5,5,2,00000009.jpg,0.29,0.233,12/10/2022,12:30 h,100.0000,20109,168,20109,ANCASH,HUARAZ,PAMPAS
47,3,RENOVACION POPULAR,,100.0,5,5,4,00000003.jpg,0.58,0.466,12/10/2022,12:30 h,100.0000,20109,168,20109,ANCASH,HUARAZ,PAMPAS
48,1,ACCION POPULAR,,100.0,5,5,5,00000001.jpg,0.725,0.583,12/10/2022,12:30 h,100.0000,20109,168,20109,ANCASH,HUARAZ,PAMPAS
49,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,5,5,7,00000007.jpg,1.014,0.816,12/10/2022,12:30 h,100.0000,20109,168,20109,ANCASH,HUARAZ,PAMPAS
50,5,JUNTOS POR EL PERU,,100.0,5,5,24,00000005.jpg,3.478,2.797,12/10/2022,12:30 h,100.0000,20109,168,20109,ANCASH,HUARAZ,PAMPAS
51,4,ALIANZA PARA EL PROGRESO,,100.0,5,5,32,00000004.jpg,4.638,3.73,12/10/2022,12:30 h,100.0000,20109,168,20109,ANCASH,HUARAZ,PAMPAS
52,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,5,5,68,00000008.jpg,9.855,7.925,12/10/2022,12:30 h,100.0000,20109,168,20109,ANCASH,HUARAZ,PAMPAS
53,19,SOCIOS POR ANCASH,,100.0,5,5,83,00000019.jpg,12.029,9.674,12/10/2022,12:30 h,100.0000,20109,168,20109,ANCASH,HUARAZ,PAMPAS
54,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,5,5,145,00000020.jpg,21.014,16.9,12/10/2022,12:30 h,100.0000,20109,168,20109,ANCASH,HUARAZ,PAMPAS
55,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,5,5,166,00000018.jpg,24.058,19.347,12/10/2022,12:30 h,100.0000,20109,168,20109,ANCASH,HUARAZ,PAMPAS
56,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,5,5,154,00000021.jpg,22.319,17.949,12/10/2022,12:30 h,100.0000,20109,168,20109,ANCASH,HUARAZ,PAMPAS
57,19,SOCIOS POR ANCASH,,100.0,6,6,340,00000019.jpg,47.82,27.915,12/10/2022,12:30 h,100.0000,20304,507,20304,ANCASH,BOLOGNESI,AQUIA
58,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,6,6,248,00000021.jpg,34.88,20.361,12/10/2022,12:30 h,100.0000,20304,507,20304,ANCASH,BOLOGNESI,AQUIA
59,4,ALIANZA PARA EL PROGRESO,,100.0,6,6,123,00000004.jpg,17.3,10.099,12/10/2022,12:30 h,100.0000,20304,507,20304,ANCASH,BOLOGNESI,AQUIA
60,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,5,5,90,00000021.jpg,19.355,11.936,12/10/2022,12:30 h,100.0000,20310,289,20310,ANCASH,BOLOGNESI,HUAYLLACAYAN
61,4,ALIANZA PARA EL PROGRESO,,100.0,5,5,148,00000004.jpg,31.828,19.629,12/10/2022,12:30 h,100.0000,20310,289,20310,ANCASH,BOLOGNESI,HUAYLLACAYAN
62,19,SOCIOS POR ANCASH,,100.0,5,5,227,00000019.jpg,48.817,30.106,12/10/2022,12:30 h,100.0000,20310,289,20310,ANCASH,BOLOGNESI,HUAYLLACAYAN
63,4,ALIANZA PARA EL PROGRESO,,100.0,2,2,44,00000004.jpg,17.323,10.069,12/10/2022,12:30 h,100.0000,20313,183,20313,ANCASH,BOLOGNESI,MANGAS
64,19,SOCIOS POR ANCASH,,100.0,2,2,142,00000019.jpg,55.906,32.494,12/10/2022,12:30 h,100.0000,20313,183,20313,ANCASH,BOLOGNESI,MANGAS
65,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,2,2,68,00000021.jpg,26.772,15.561,12/10/2022,12:30 h,100.0000,20313,183,20313,ANCASH,BOLOGNESI,MANGAS
66,19,SOCIOS POR ANCASH,,100.0,2,2,67,00000019.jpg,47.857,21.069,12/10/2022,12:30 h,100.0000,20317,178,20317,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI
67,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,2,2,46,00000021.jpg,32.857,14.465,12/10/2022,12:30 h,100.0000,20317,178,20317,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI
68,4,ALIANZA PARA EL PROGRESO,,100.0,2,2,27,00000004.jpg,19.286,8.491,12/10/2022,12:30 h,100.0000,20317,178,20317,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI
69,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,2,2,46,00000021.jpg,39.316,16.254,12/10/2022,12:30 h,100.0000,20602,166,20602,ANCASH,CORONGO,ACO
70,5,JUNTOS POR EL PERU,,100.0,2,2,45,00000005.jpg,38.462,15.901,12/10/2022,12:30 h,100.0000,20602,166,20602,ANCASH,CORONGO,ACO
71,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,2,2,13,00000020.jpg,11.111,4.594,12/10/2022,12:30 h,100.0000,20602,166,20602,ANCASH,CORONGO,ACO
72,19,SOCIOS POR ANCASH,,100.0,2,2,13,00000019.jpg,11.111,4.594,12/10/2022,12:30 h,100.0000,20602,166,20602,ANCASH,CORONGO,ACO
73,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,23,23,770,00000018.jpg,20.867,16.481,12/10/2022,12:30 h,95.8333,20706,982,20706,ANCASH,HUAYLAS,PAMPAROMAS
74,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,23,23,850,00000021.jpg,23.035,18.193,12/10/2022,12:30 h,95.8333,20706,982,20706,ANCASH,HUAYLAS,PAMPAROMAS
75,9,PODEMOS PERU,,100.0,23,23,857,00000009.jpg,23.225,18.343,12/10/2022,12:30 h,95.8333,20706,982,20706,ANCASH,HUAYLAS,PAMPAROMAS
76,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,23,23,615,00000020.jpg,16.667,13.164,12/10/2022,12:30 h,95.8333,20706,982,20706,ANCASH,HUAYLAS,PAMPAROMAS
77,19,SOCIOS POR ANCASH,,100.0,23,23,341,00000019.jpg,9.241,7.299,12/10/2022,12:30 h,95.8333,20706,982,20706,ANCASH,HUAYLAS,PAMPAROMAS
78,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,23,23,241,00000011.jpg,6.531,5.158,12/10/2022,12:30 h,95.8333,20706,982,20706,ANCASH,HUAYLAS,PAMPAROMAS
79,6,FUERZA POPULAR,,100.0,23,23,16,00000006.jpg,0.434,0.342,12/10/2022,12:30 h,95.8333,20706,982,20706,ANCASH,HUAYLAS,PAMPAROMAS
80,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,3,3,122,00000008.jpg,27.918,18.021,12/10/2022,12:30 h,100.0000,21002,240,21002,ANCASH,PALLASCA,BOLOGNESI
81,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,3,3,76,00000020.jpg,17.391,11.226,12/10/2022,12:30 h,100.0000,21002,240,21002,ANCASH,PALLASCA,BOLOGNESI
82,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,3,3,206,00000002.jpg,47.14,30.428,12/10/2022,12:30 h,100.0000,21002,240,21002,ANCASH,PALLASCA,BOLOGNESI
83,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,3,3,33,00000021.jpg,7.551,4.874,12/10/2022,12:30 h,100.0000,21002,240,21002,ANCASH,PALLASCA,BOLOGNESI
84,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,21,21,94,00000008.jpg,4.31,2.483,12/10/2022,12:30 h,100.0000,21003,1605,21003,ANCASH,PALLASCA,CONCHUCOS
85,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,21,21,164,00000021.jpg,7.519,4.332,12/10/2022,12:30 h,100.0000,21003,1605,21003,ANCASH,PALLASCA,CONCHUCOS
86,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,21,21,659,00000020.jpg,30.215,17.406,12/10/2022,12:30 h,100.0000,21003,1605,21003,ANCASH,PALLASCA,CONCHUCOS
87,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,21,21,1264,00000002.jpg,57.955,33.386,12/10/2022,12:30 h,100.0000,21003,1605,21003,ANCASH,PALLASCA,CONCHUCOS
88,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,2,2,7,00000021.jpg,3.646,2.167,12/10/2022,12:30 h,100.0000,21007,131,21007,ANCASH,PALLASCA,LLAPO
89,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,2,2,11,00000008.jpg,5.729,3.406,12/10/2022,12:30 h,100.0000,21007,131,21007,ANCASH,PALLASCA,LLAPO
90,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,2,2,74,00000020.jpg,38.542,22.91,12/10/2022,12:30 h,100.0000,21007,131,21007,ANCASH,PALLASCA,LLAPO
91,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,2,2,100,00000002.jpg,52.083,30.96,12/10/2022,12:30 h,100.0000,21007,131,21007,ANCASH,PALLASCA,LLAPO
92,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,7,7,358,00000002.jpg,40.0,23.599,12/10/2022,12:30 h,100.0000,21008,622,21008,ANCASH,PALLASCA,PALLASCA
93,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,7,7,322,00000020.jpg,35.978,21.226,12/10/2022,12:30 h,100.0000,21008,622,21008,ANCASH,PALLASCA,PALLASCA
94,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,7,7,145,00000021.jpg,16.201,9.558,12/10/2022,12:30 h,100.0000,21008,622,21008,ANCASH,PALLASCA,PALLASCA
95,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,7,7,70,00000008.jpg,7.821,4.614,12/10/2022,12:30 h,100.0000,21008,622,21008,ANCASH,PALLASCA,PALLASCA
96,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,3,3,32,00000021.jpg,9.04,5.272,12/10/2022,12:30 h,100.0000,21010,253,21010,ANCASH,PALLASCA,SANTA ROSA
97,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,3,3,36,00000008.jpg,10.169,5.931,12/10/2022,12:30 h,100.0000,21010,253,21010,ANCASH,PALLASCA,SANTA ROSA
98,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,3,3,87,00000020.jpg,24.576,14.333,12/10/2022,12:30 h,100.0000,21010,253,21010,ANCASH,PALLASCA,SANTA ROSA
99,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,3,3,199,00000002.jpg,56.215,32.784,12/10/2022,12:30 h,100.0000,21010,253,21010,ANCASH,PALLASCA,SANTA ROSA
100,19,SOCIOS POR ANCASH,,100.0,10,10,367,00000019.jpg,22.162,16.182,12/10/2022,12:30 h,100.0000,21102,612,21102,ANCASH,POMABAMBA,HUAYLLAN
101,4,ALIANZA PARA EL PROGRESO,,100.0,10,10,132,00000004.jpg,7.971,5.82,12/10/2022,12:30 h,100.0000,21102,612,21102,ANCASH,POMABAMBA,HUAYLLAN
102,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,10,10,199,00000008.jpg,12.017,8.774,12/10/2022,12:30 h,100.0000,21102,612,21102,ANCASH,POMABAMBA,HUAYLLAN
103,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,10,10,451,00000020.jpg,27.234,19.885,12/10/2022,12:30 h,100.0000,21102,612,21102,ANCASH,POMABAMBA,HUAYLLAN
104,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,10,10,507,00000021.jpg,30.616,22.354,12/10/2022,12:30 h,100.0000,21102,612,21102,ANCASH,POMABAMBA,HUAYLLAN
105,5,JUNTOS POR EL PERU,,100.0,606,606,19004,00000005.jpg,17.461,14.032,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
106,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,606,606,8939,00000011.jpg,8.213,6.6,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
107,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,606,606,10858,00000018.jpg,9.976,8.017,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
108,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,606,606,13174,00000021.jpg,12.104,9.727,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
109,182,MOVIMIENTO INDEPENDIENTE REGIONAL ANCASH A LA OBRA,,100.0,606,606,8070,00000182.jpg,7.415,5.959,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
110,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,606,606,1738,00000007.jpg,1.597,1.283,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
111,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,606,606,7287,00000020.jpg,6.695,5.38,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
112,1,ACCION POPULAR,,100.0,606,606,1424,00000001.jpg,1.308,1.051,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
113,4,ALIANZA PARA EL PROGRESO,,100.0,606,606,6845,00000004.jpg,6.289,5.054,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
114,19,SOCIOS POR ANCASH,,100.0,606,606,16039,00000019.jpg,14.737,11.843,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
115,6,FUERZA POPULAR,,100.0,606,606,4038,00000006.jpg,3.71,2.982,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
116,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,606,606,2941,00000008.jpg,2.702,2.172,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
117,9,PODEMOS PERU,,100.0,606,606,2813,00000009.jpg,2.585,2.077,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
118,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,606,606,1963,00000002.jpg,1.804,1.449,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
119,3,RENOVACION POPULAR,,100.0,606,606,3703,00000003.jpg,3.402,2.734,12/10/2022,12:30 h,100.0000,21301,26599,21301,ANCASH,SANTA,CHIMBOTE
120,20,MOVIMIENTO REGIONAL EL MAICITO,,100.0,15,15,445,00000020.jpg,16.654,13.379,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
121,1,ACCION POPULAR,,100.0,15,15,296,00000001.jpg,11.078,8.9,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
122,18,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.0,15,15,288,00000018.jpg,10.778,8.659,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
123,21,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.0,15,15,184,00000021.jpg,6.886,5.532,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
124,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,15,15,97,00000008.jpg,3.63,2.916,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
125,5,JUNTOS POR EL PERU,,100.0,15,15,46,00000005.jpg,1.722,1.383,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
126,9,PODEMOS PERU,,100.0,15,15,44,00000009.jpg,1.647,1.323,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
127,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,15,15,43,00000007.jpg,1.609,1.293,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
128,182,MOVIMIENTO INDEPENDIENTE REGIONAL ANCASH A LA OBRA,,100.0,15,15,38,00000182.jpg,1.422,1.143,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
129,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,15,15,18,00000011.jpg,0.674,0.541,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
130,6,FUERZA POPULAR,,100.0,15,15,14,00000006.jpg,0.524,0.421,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
131,3,RENOVACION POPULAR,,100.0,15,15,3,00000003.jpg,0.112,0.09,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
132,4,ALIANZA PARA EL PROGRESO,,100.0,15,15,521,00000004.jpg,19.499,15.664,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
133,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,15,15,41,00000002.jpg,1.534,1.233,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
134,19,SOCIOS POR ANCASH,,100.0,15,15,594,00000019.jpg,22.231,17.859,12/10/2022,12:30 h,100.0000,21302,654,21302,ANCASH,SANTA,CACERES DEL PERU
135,6,FUERZA POPULAR,,100.0,370,370,2219,00000006.jpg,3.167,2.57,12/10/2022,12:30 h,100.0000,21309,16288,21309,ANCASH,SANTA,NUEVO CHIMBOTE
