,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos,ubigeo_reniec,departamento,provincia,distrito
302,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,172,172,426,00000007.jpg,1.188,1.011,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
303,6,FUERZA POPULAR,,100.0,172,172,434,00000006.jpg,1.21,1.03,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
304,1,ACCION POPULAR,,100.0,172,172,501,00000001.jpg,1.397,1.189,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
305,5,JUNTOS POR EL PERU,,100.0,172,172,509,00000005.jpg,1.42,1.208,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
306,30,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,,100.0,172,172,659,00000030.jpg,1.838,1.564,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
307,10,PARTIDO MORADO,,100.0,172,172,427,00000010.jpg,1.191,1.014,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
308,33,AREQUIPA TRANSFORMACION,,100.0,172,172,2826,00000033.jpg,7.881,6.709,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
309,26,MOVIMIENTO REGIONAL REVALORA,,100.0,172,172,3107,00000026.jpg,8.665,7.376,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
310,27,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.0,172,172,3188,00000027.jpg,8.891,7.568,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
311,29,FUERZA AREQUIPEÑA,,100.0,172,172,4882,00000029.jpg,13.615,11.589,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
312,31,"AREQUIPA, TRADICION Y FUTURO",,100.0,172,172,5203,00000031.jpg,14.51,12.351,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
313,28,YO AREQUIPA,,100.0,172,172,5266,00000028.jpg,14.686,12.501,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
314,32,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.0,172,172,6075,00000032.jpg,16.942,14.421,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
315,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,172,172,1315,00000008.jpg,3.667,3.122,12/10/2022,12:30 h,98.8506,40126,6268,40126,AREQUIPA,AREQUIPA,MARIANO MELGAR
316,32,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.0,135,135,5832,00000032.jpg,21.504,17.273,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
317,10,PARTIDO MORADO,,100.0,135,135,138,00000010.jpg,0.509,0.409,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
318,9,PODEMOS PERU,,100.0,135,135,98,00000009.jpg,0.361,0.29,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
319,5,JUNTOS POR EL PERU,,100.0,135,135,405,00000005.jpg,1.493,1.2,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
320,6,FUERZA POPULAR,,100.0,135,135,301,00000006.jpg,1.11,0.891,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
321,1,ACCION POPULAR,,100.0,135,135,201,00000001.jpg,0.741,0.595,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
322,31,"AREQUIPA, TRADICION Y FUTURO",,100.0,135,135,1631,00000031.jpg,6.014,4.831,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
323,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,135,135,1052,00000008.jpg,3.879,3.116,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
324,28,YO AREQUIPA,,100.0,135,135,4846,00000028.jpg,17.869,14.353,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
325,4,ALIANZA PARA EL PROGRESO,,100.0,135,135,516,00000004.jpg,1.903,1.528,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
326,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,135,135,562,00000002.jpg,2.072,1.664,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
327,30,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,,100.0,135,135,807,00000030.jpg,2.976,2.39,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
328,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,135,135,863,00000007.jpg,3.182,2.556,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
329,26,MOVIMIENTO REGIONAL REVALORA,,100.0,135,135,925,00000026.jpg,3.411,2.74,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
330,27,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.0,135,135,4374,00000027.jpg,16.128,12.955,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
331,33,AREQUIPA TRANSFORMACION,,100.0,135,135,2265,00000033.jpg,8.352,6.708,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
332,29,FUERZA AREQUIPEÑA,,100.0,135,135,2304,00000029.jpg,8.496,6.824,12/10/2022,12:30 h,97.8261,40127,6644,40127,AREQUIPA,AREQUIPA,JACOBO HUNTER
333,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,219,219,918,00000007.jpg,2.083,1.743,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
334,29,FUERZA AREQUIPEÑA,,100.0,219,219,3353,00000029.jpg,7.608,6.368,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
335,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,219,219,946,00000008.jpg,2.147,1.796,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
336,32,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.0,219,219,5367,00000032.jpg,12.178,10.192,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
337,27,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.0,219,219,6144,00000027.jpg,13.941,11.668,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
338,28,YO AREQUIPA,,100.0,219,219,8176,00000028.jpg,18.552,15.527,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
339,33,AREQUIPA TRANSFORMACION,,100.0,219,219,8486,00000033.jpg,19.256,16.115,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
340,4,ALIANZA PARA EL PROGRESO,,100.0,219,219,1640,00000004.jpg,3.721,3.114,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
341,31,"AREQUIPA, TRADICION Y FUTURO",,100.0,219,219,4038,00000031.jpg,9.163,7.668,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
342,30,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,,100.0,219,219,1351,00000030.jpg,3.066,2.566,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
343,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,219,219,748,00000002.jpg,1.697,1.42,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
344,26,MOVIMIENTO REGIONAL REVALORA,,100.0,219,219,734,00000026.jpg,1.666,1.394,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
345,9,PODEMOS PERU,,100.0,219,219,118,00000009.jpg,0.268,0.224,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
346,5,JUNTOS POR EL PERU,,100.0,219,219,561,00000005.jpg,1.273,1.065,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
347,1,ACCION POPULAR,,100.0,219,219,408,00000001.jpg,0.926,0.775,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
348,10,PARTIDO MORADO,,100.0,219,219,276,00000010.jpg,0.626,0.524,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
349,6,FUERZA POPULAR,,100.0,219,219,806,00000006.jpg,1.829,1.531,12/10/2022,12:30 h,99.5455,40129,8588,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
350,32,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.0,4,4,142,00000032.jpg,21.813,17.445,12/10/2022,12:30 h,100.0000,40206,163,40206,AREQUIPA,CAYLLOMA,COPORAQUE
351,29,FUERZA AREQUIPEÑA,,100.0,4,4,137,00000029.jpg,21.045,16.83,12/10/2022,12:30 h,100.0000,40206,163,40206,AREQUIPA,CAYLLOMA,COPORAQUE
352,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,4,4,86,00000002.jpg,13.21,10.565,12/10/2022,12:30 h,100.0000,40206,163,40206,AREQUIPA,CAYLLOMA,COPORAQUE
353,4,ALIANZA PARA EL PROGRESO,,100.0,4,4,30,00000004.jpg,4.608,3.686,12/10/2022,12:30 h,100.0000,40206,163,40206,AREQUIPA,CAYLLOMA,COPORAQUE
354,28,YO AREQUIPA,,100.0,4,4,57,00000028.jpg,8.756,7.002,12/10/2022,12:30 h,100.0000,40206,163,40206,AREQUIPA,CAYLLOMA,COPORAQUE
355,27,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.0,4,4,30,00000027.jpg,4.608,3.686,12/10/2022,12:30 h,100.0000,40206,163,40206,AREQUIPA,CAYLLOMA,COPORAQUE
356,5,JUNTOS POR EL PERU,,100.0,4,4,29,00000005.jpg,4.455,3.563,12/10/2022,12:30 h,100.0000,40206,163,40206,AREQUIPA,CAYLLOMA,COPORAQUE
357,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,4,4,2,00000007.jpg,0.307,0.246,12/10/2022,12:30 h,100.0000,40206,163,40206,AREQUIPA,CAYLLOMA,COPORAQUE
358,26,MOVIMIENTO REGIONAL REVALORA,,100.0,4,4,1,00000026.jpg,0.154,0.123,12/10/2022,12:30 h,100.0000,40206,163,40206,AREQUIPA,CAYLLOMA,COPORAQUE
359,31,"AREQUIPA, TRADICION Y FUTURO",,100.0,4,4,59,00000031.jpg,9.063,7.248,12/10/2022,12:30 h,100.0000,40206,163,40206,AREQUIPA,CAYLLOMA,COPORAQUE
360,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,4,4,78,00000008.jpg,11.982,9.582,12/10/2022,12:30 h,100.0000,40206,163,40206,AREQUIPA,CAYLLOMA,COPORAQUE
361,27,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.0,4,4,25,00000027.jpg,6.562,3.492,12/10/2022,12:30 h,100.0000,40210,335,40210,AREQUIPA,CAYLLOMA,LARI
362,4,ALIANZA PARA EL PROGRESO,,100.0,4,4,12,00000004.jpg,3.15,1.676,12/10/2022,12:30 h,100.0000,40210,335,40210,AREQUIPA,CAYLLOMA,LARI
363,26,MOVIMIENTO REGIONAL REVALORA,,100.0,4,4,3,00000026.jpg,0.787,0.419,12/10/2022,12:30 h,100.0000,40210,335,40210,AREQUIPA,CAYLLOMA,LARI
364,5,JUNTOS POR EL PERU,,100.0,4,4,28,00000005.jpg,7.349,3.911,12/10/2022,12:30 h,100.0000,40210,335,40210,AREQUIPA,CAYLLOMA,LARI
365,31,"AREQUIPA, TRADICION Y FUTURO",,100.0,4,4,37,00000031.jpg,9.711,5.168,12/10/2022,12:30 h,100.0000,40210,335,40210,AREQUIPA,CAYLLOMA,LARI
366,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,4,4,5,00000007.jpg,1.312,0.698,12/10/2022,12:30 h,100.0000,40210,335,40210,AREQUIPA,CAYLLOMA,LARI
367,32,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.0,4,4,12,00000032.jpg,3.15,1.676,12/10/2022,12:30 h,100.0000,40210,335,40210,AREQUIPA,CAYLLOMA,LARI
368,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,4,4,8,00000008.jpg,2.1,1.117,12/10/2022,12:30 h,100.0000,40210,335,40210,AREQUIPA,CAYLLOMA,LARI
369,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,4,4,109,00000002.jpg,28.609,15.223,12/10/2022,12:30 h,100.0000,40210,335,40210,AREQUIPA,CAYLLOMA,LARI
370,29,FUERZA AREQUIPEÑA,,100.0,4,4,72,00000029.jpg,18.898,10.056,12/10/2022,12:30 h,100.0000,40210,335,40210,AREQUIPA,CAYLLOMA,LARI
371,28,YO AREQUIPA,,100.0,4,4,70,00000028.jpg,18.373,9.777,12/10/2022,12:30 h,100.0000,40210,335,40210,AREQUIPA,CAYLLOMA,LARI
372,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,3,3,3,00000007.jpg,0.685,0.485,12/10/2022,12:30 h,100.0000,40216,180,40216,AREQUIPA,CAYLLOMA,TAPAY
373,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,3,3,1,00000002.jpg,0.228,0.162,12/10/2022,12:30 h,100.0000,40216,180,40216,AREQUIPA,CAYLLOMA,TAPAY
374,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,3,3,5,00000008.jpg,1.142,0.809,12/10/2022,12:30 h,100.0000,40216,180,40216,AREQUIPA,CAYLLOMA,TAPAY
375,26,MOVIMIENTO REGIONAL REVALORA,,100.0,3,3,4,00000026.jpg,0.913,0.647,12/10/2022,12:30 h,100.0000,40216,180,40216,AREQUIPA,CAYLLOMA,TAPAY
376,31,"AREQUIPA, TRADICION Y FUTURO",,100.0,3,3,13,00000031.jpg,2.968,2.104,12/10/2022,12:30 h,100.0000,40216,180,40216,AREQUIPA,CAYLLOMA,TAPAY
377,32,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.0,3,3,51,00000032.jpg,11.644,8.252,12/10/2022,12:30 h,100.0000,40216,180,40216,AREQUIPA,CAYLLOMA,TAPAY
378,28,YO AREQUIPA,,100.0,3,3,122,00000028.jpg,27.854,19.741,12/10/2022,12:30 h,100.0000,40216,180,40216,AREQUIPA,CAYLLOMA,TAPAY
379,29,FUERZA AREQUIPEÑA,,100.0,3,3,64,00000029.jpg,14.612,10.356,12/10/2022,12:30 h,100.0000,40216,180,40216,AREQUIPA,CAYLLOMA,TAPAY
380,27,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.0,3,3,80,00000027.jpg,18.265,12.945,12/10/2022,12:30 h,100.0000,40216,180,40216,AREQUIPA,CAYLLOMA,TAPAY
381,4,ALIANZA PARA EL PROGRESO,,100.0,3,3,83,00000004.jpg,18.95,13.43,12/10/2022,12:30 h,100.0000,40216,180,40216,AREQUIPA,CAYLLOMA,TAPAY
382,5,JUNTOS POR EL PERU,,100.0,3,3,12,00000005.jpg,2.74,1.942,12/10/2022,12:30 h,100.0000,40216,180,40216,AREQUIPA,CAYLLOMA,TAPAY
383,29,FUERZA AREQUIPEÑA,,100.0,6,6,178,00000029.jpg,23.027,18.071,12/10/2022,12:30 h,100.0000,40217,212,40217,AREQUIPA,CAYLLOMA,TISCO
384,5,JUNTOS POR EL PERU,,100.0,6,6,173,00000005.jpg,22.38,17.563,12/10/2022,12:30 h,100.0000,40217,212,40217,AREQUIPA,CAYLLOMA,TISCO
385,31,"AREQUIPA, TRADICION Y FUTURO",,100.0,6,6,141,00000031.jpg,18.241,14.315,12/10/2022,12:30 h,100.0000,40217,212,40217,AREQUIPA,CAYLLOMA,TISCO
386,27,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.0,6,6,104,00000027.jpg,13.454,10.558,12/10/2022,12:30 h,100.0000,40217,212,40217,AREQUIPA,CAYLLOMA,TISCO
387,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,6,6,45,00000002.jpg,5.821,4.569,12/10/2022,12:30 h,100.0000,40217,212,40217,AREQUIPA,CAYLLOMA,TISCO
388,32,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.0,6,6,58,00000032.jpg,7.503,5.888,12/10/2022,12:30 h,100.0000,40217,212,40217,AREQUIPA,CAYLLOMA,TISCO
389,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,6,6,5,00000008.jpg,0.647,0.508,12/10/2022,12:30 h,100.0000,40217,212,40217,AREQUIPA,CAYLLOMA,TISCO
390,26,MOVIMIENTO REGIONAL REVALORA,,100.0,6,6,5,00000026.jpg,0.647,0.508,12/10/2022,12:30 h,100.0000,40217,212,40217,AREQUIPA,CAYLLOMA,TISCO
391,4,ALIANZA PARA EL PROGRESO,,100.0,6,6,3,00000004.jpg,0.388,0.305,12/10/2022,12:30 h,100.0000,40217,212,40217,AREQUIPA,CAYLLOMA,TISCO
392,28,YO AREQUIPA,,100.0,6,6,60,00000028.jpg,7.762,6.091,12/10/2022,12:30 h,100.0000,40217,212,40217,AREQUIPA,CAYLLOMA,TISCO
393,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,6,6,1,00000007.jpg,0.129,0.102,12/10/2022,12:30 h,100.0000,40217,212,40217,AREQUIPA,CAYLLOMA,TISCO
394,26,MOVIMIENTO REGIONAL REVALORA,,100.0,170,170,2267,00000026.jpg,7.044,5.594,12/10/2022,12:30 h,100.0000,40220,8344,40220,AREQUIPA,CAYLLOMA,MAJES
395,32,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.0,170,170,4929,00000032.jpg,15.316,12.162,12/10/2022,12:30 h,100.0000,40220,8344,40220,AREQUIPA,CAYLLOMA,MAJES
396,29,FUERZA AREQUIPEÑA,,100.0,170,170,6718,00000029.jpg,20.874,16.577,12/10/2022,12:30 h,100.0000,40220,8344,40220,AREQUIPA,CAYLLOMA,MAJES
397,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,170,170,1613,00000002.jpg,5.012,3.98,12/10/2022,12:30 h,100.0000,40220,8344,40220,AREQUIPA,CAYLLOMA,MAJES
398,5,JUNTOS POR EL PERU,,100.0,170,170,1683,00000005.jpg,5.229,4.153,12/10/2022,12:30 h,100.0000,40220,8344,40220,AREQUIPA,CAYLLOMA,MAJES
399,31,"AREQUIPA, TRADICION Y FUTURO",,100.0,170,170,2248,00000031.jpg,6.985,5.547,12/10/2022,12:30 h,100.0000,40220,8344,40220,AREQUIPA,CAYLLOMA,MAJES
400,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,170,170,442,00000007.jpg,1.373,1.091,12/10/2022,12:30 h,100.0000,40220,8344,40220,AREQUIPA,CAYLLOMA,MAJES
401,27,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.0,170,170,2462,00000027.jpg,7.65,6.075,12/10/2022,12:30 h,100.0000,40220,8344,40220,AREQUIPA,CAYLLOMA,MAJES
402,4,ALIANZA PARA EL PROGRESO,,100.0,170,170,3597,00000004.jpg,11.177,8.876,12/10/2022,12:30 h,100.0000,40220,8344,40220,AREQUIPA,CAYLLOMA,MAJES
403,28,YO AREQUIPA,,100.0,170,170,3877,00000028.jpg,12.047,9.566,12/10/2022,12:30 h,100.0000,40220,8344,40220,AREQUIPA,CAYLLOMA,MAJES
404,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,170,170,2347,00000008.jpg,7.293,5.791,12/10/2022,12:30 h,100.0000,40220,8344,40220,AREQUIPA,CAYLLOMA,MAJES
405,31,"AREQUIPA, TRADICION Y FUTURO",,100.0,12,12,450,00000031.jpg,26.596,18.072,12/10/2022,12:30 h,100.0000,40402,798,40402,AREQUIPA,CARAVELI,ACARI
406,4,ALIANZA PARA EL PROGRESO,,100.0,12,12,328,00000004.jpg,19.385,13.173,12/10/2022,12:30 h,100.0000,40402,798,40402,AREQUIPA,CARAVELI,ACARI
407,3,RENOVACION POPULAR,,100.0,12,12,271,00000003.jpg,16.017,10.884,12/10/2022,12:30 h,100.0000,40402,798,40402,AREQUIPA,CARAVELI,ACARI
408,9,PODEMOS PERU,,100.0,12,12,217,00000009.jpg,12.825,8.715,12/10/2022,12:30 h,100.0000,40402,798,40402,AREQUIPA,CARAVELI,ACARI
409,28,YO AREQUIPA,,100.0,12,12,196,00000028.jpg,11.584,7.871,12/10/2022,12:30 h,100.0000,40402,798,40402,AREQUIPA,CARAVELI,ACARI
410,32,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.0,12,12,129,00000032.jpg,7.624,5.181,12/10/2022,12:30 h,100.0000,40402,798,40402,AREQUIPA,CARAVELI,ACARI
411,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,12,12,55,00000008.jpg,3.251,2.209,12/10/2022,12:30 h,100.0000,40402,798,40402,AREQUIPA,CARAVELI,ACARI
412,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,12,12,19,00000002.jpg,1.123,0.763,12/10/2022,12:30 h,100.0000,40402,798,40402,AREQUIPA,CARAVELI,ACARI
413,26,MOVIMIENTO REGIONAL REVALORA,,100.0,12,12,27,00000026.jpg,1.596,1.084,12/10/2022,12:30 h,100.0000,40402,798,40402,AREQUIPA,CARAVELI,ACARI
414,3,RENOVACION POPULAR,,100.0,3,3,3,00000003.jpg,0.829,0.642,12/10/2022,12:30 h,100.0000,40406,105,40406,AREQUIPA,CARAVELI,CAHUACHO
415,4,ALIANZA PARA EL PROGRESO,,100.0,3,3,3,00000004.jpg,0.829,0.642,12/10/2022,12:30 h,100.0000,40406,105,40406,AREQUIPA,CARAVELI,CAHUACHO
416,28,YO AREQUIPA,,100.0,3,3,98,00000028.jpg,27.072,20.985,12/10/2022,12:30 h,100.0000,40406,105,40406,AREQUIPA,CARAVELI,CAHUACHO
417,31,"AREQUIPA, TRADICION Y FUTURO",,100.0,3,3,97,00000031.jpg,26.796,20.771,12/10/2022,12:30 h,100.0000,40406,105,40406,AREQUIPA,CARAVELI,CAHUACHO
418,26,MOVIMIENTO REGIONAL REVALORA,,100.0,3,3,6,00000026.jpg,1.657,1.285,12/10/2022,12:30 h,100.0000,40406,105,40406,AREQUIPA,CARAVELI,CAHUACHO
419,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,3,3,38,00000002.jpg,10.497,8.137,12/10/2022,12:30 h,100.0000,40406,105,40406,AREQUIPA,CARAVELI,CAHUACHO
420,9,PODEMOS PERU,,100.0,3,3,25,00000009.jpg,6.906,5.353,12/10/2022,12:30 h,100.0000,40406,105,40406,AREQUIPA,CARAVELI,CAHUACHO
421,32,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.0,3,3,89,00000032.jpg,24.586,19.058,12/10/2022,12:30 h,100.0000,40406,105,40406,AREQUIPA,CARAVELI,CAHUACHO
422,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,3,3,3,00000008.jpg,0.829,0.642,12/10/2022,12:30 h,100.0000,40406,105,40406,AREQUIPA,CARAVELI,CAHUACHO
423,28,YO AREQUIPA,,100.0,5,5,275,00000028.jpg,35.901,25.276,12/10/2022,12:30 h,100.0000,40409,322,40409,AREQUIPA,CARAVELI,HUANUHUANU
424,3,RENOVACION POPULAR,,100.0,5,5,266,00000003.jpg,34.726,24.449,12/10/2022,12:30 h,100.0000,40409,322,40409,AREQUIPA,CARAVELI,HUANUHUANU
425,32,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.0,5,5,101,00000032.jpg,13.185,9.283,12/10/2022,12:30 h,100.0000,40409,322,40409,AREQUIPA,CARAVELI,HUANUHUANU
426,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,5,5,44,00000008.jpg,5.744,4.044,12/10/2022,12:30 h,100.0000,40409,322,40409,AREQUIPA,CARAVELI,HUANUHUANU
427,31,"AREQUIPA, TRADICION Y FUTURO",,100.0,5,5,32,00000031.jpg,4.178,2.941,12/10/2022,12:30 h,100.0000,40409,322,40409,AREQUIPA,CARAVELI,HUANUHUANU
428,4,ALIANZA PARA EL PROGRESO,,100.0,5,5,12,00000004.jpg,1.567,1.103,12/10/2022,12:30 h,100.0000,40409,322,40409,AREQUIPA,CARAVELI,HUANUHUANU
429,9,PODEMOS PERU,,100.0,5,5,7,00000009.jpg,0.914,0.643,12/10/2022,12:30 h,100.0000,40409,322,40409,AREQUIPA,CARAVELI,HUANUHUANU
430,26,MOVIMIENTO REGIONAL REVALORA,,100.0,5,5,15,00000026.jpg,1.958,1.379,12/10/2022,12:30 h,100.0000,40409,322,40409,AREQUIPA,CARAVELI,HUANUHUANU
431,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,5,5,14,00000002.jpg,1.828,1.287,12/10/2022,12:30 h,100.0000,40409,322,40409,AREQUIPA,CARAVELI,HUANUHUANU
432,4,ALIANZA PARA EL PROGRESO,,100.0,4,4,86,00000004.jpg,16.797,12.045,12/10/2022,12:30 h,100.0000,40502,202,40502,AREQUIPA,CASTILLA,ANDAGUA
433,31,"AREQUIPA, TRADICION Y FUTURO",,100.0,4,4,158,00000031.jpg,30.859,22.129,12/10/2022,12:30 h,100.0000,40502,202,40502,AREQUIPA,CASTILLA,ANDAGUA
434,28,YO AREQUIPA,,100.0,4,4,189,00000028.jpg,36.914,26.471,12/10/2022,12:30 h,100.0000,40502,202,40502,AREQUIPA,CASTILLA,ANDAGUA
