,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,cod_distrito,fecha,hora,avance,distrito,postulaDistrito,organizacionPolitica,nombreCompleto,feNacimiento,txSexo
212,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,468,468,"11,829",00000011.jpg,11.985,11.083,27,05/10/2022,17:55 h,97.0954,SAN MIGUEL,SAN MIGUEL,PARTIDO FRENTE DE LA ESPERANZA 2021,PIERO DACK MIRANDA CARRILLO,1988-08-18T00:00:00,M
213,9,PODEMOS PERU,,100.0,468,468,"15,229",00000009.jpg,15.43,14.268,27,05/10/2022,17:55 h,97.0954,SAN MIGUEL,SAN MIGUEL,PODEMOS PERU,SALEH CARLOS SALVADOR HERESI CHICOMA,1966-02-16T00:00:00,M
214,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,468,468,"17,963",00000002.jpg,18.201,16.83,27,05/10/2022,17:55 h,97.0954,SAN MIGUEL,SAN MIGUEL,PARTIDO DEMOCRATICO SOMOS PERU,ERIKA GISELLA DIAZ PALOMINO,1974-12-01T00:00:00,F
215,3,RENOVACION POPULAR,,100.0,468,468,"41,140",00000003.jpg,41.684,38.545,27,05/10/2022,17:55 h,97.0954,SAN MIGUEL,SAN MIGUEL,RENOVACION POPULAR,MARCOS ENRIQUE CABRERA PORRAS,1988-02-02T00:00:00,M
216,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,5,5,9,00000008.jpg,0.931,0.8,28,05/10/2022,17:55 h,100.0000,SANTA MARIA DEL MAR,,,,,
217,4,ALIANZA PARA EL PROGRESO,,100.0,5,5,20,00000004.jpg,2.068,1.778,28,05/10/2022,17:55 h,100.0000,SANTA MARIA DEL MAR,SANTA MARIA DEL MAR,ALIANZA PARA EL PROGRESO,ROXANA MARIA PINTO CASTILLO,1971-07-02T00:00:00,F
218,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,5,5,49,00000007.jpg,5.067,4.356,28,05/10/2022,17:55 h,100.0000,SANTA MARIA DEL MAR,SANTA MARIA DEL MAR,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,MARIA LEYLA ABUSABAL VELIS,1970-07-20T00:00:00,F
219,5,JUNTOS POR EL PERU,,100.0,5,5,51,00000005.jpg,5.274,4.533,28,05/10/2022,17:55 h,100.0000,SANTA MARIA DEL MAR,,,,,
220,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,5,5,69,00000011.jpg,7.135,6.133,28,05/10/2022,17:55 h,100.0000,SANTA MARIA DEL MAR,,,,,
221,9,PODEMOS PERU,,100.0,5,5,131,00000009.jpg,13.547,11.644,28,05/10/2022,17:55 h,100.0000,SANTA MARIA DEL MAR,,,,,
222,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,5,5,222,00000002.jpg,22.958,19.733,28,05/10/2022,17:55 h,100.0000,SANTA MARIA DEL MAR,SANTA MARIA DEL MAR,PARTIDO DEMOCRATICO SOMOS PERU,FERNANDO ALEXANDER RIOS RIOS,1983-12-31T00:00:00,M
223,3,RENOVACION POPULAR,,100.0,5,5,416,00000003.jpg,43.02,36.978,28,05/10/2022,17:55 h,100.0000,SANTA MARIA DEL MAR,SANTA MARIA DEL MAR,RENOVACION POPULAR,CRISTOFER CLEMENTE CIPRIANI,1970-06-03T00:00:00,M
224,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,52,52,433,00000008.jpg,4.013,3.572,29,05/10/2022,17:55 h,98.1132,SANTA ROSA,SANTA ROSA,PARTIDO POLITICO NACIONAL PERU LIBRE,DIOGENES DE LA CRUZ OBLITAS,1965-02-12T00:00:00,M
225,5,JUNTOS POR EL PERU,,100.0,52,52,665,00000005.jpg,6.163,5.486,29,05/10/2022,17:55 h,98.1132,SANTA ROSA,SANTA ROSA,JUNTOS POR EL PERU,JOSE ENRIQUE HUAMANI QUISPITERA,1971-09-03T00:00:00,M
226,4,ALIANZA PARA EL PROGRESO,,100.0,52,52,692,00000004.jpg,6.413,5.709,29,05/10/2022,17:55 h,98.1132,SANTA ROSA,SANTA ROSA,ALIANZA PARA EL PROGRESO,SEGUNDO MONTERO FLORES,1953-10-27T00:00:00,M
227,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,52,52,"1,112",00000011.jpg,10.305,9.174,29,05/10/2022,17:55 h,98.1132,SANTA ROSA,SANTA ROSA,PARTIDO FRENTE DE LA ESPERANZA 2021,SATURNINO ALFREDO SANTIAGO EULOGIO,1977-07-31T00:00:00,M
228,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,52,52,"1,258",00000007.jpg,11.658,10.379,29,05/10/2022,17:55 h,98.1132,SANTA ROSA,SANTA ROSA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,OSCAR ALEX DOLORIER MORI,1965-01-21T00:00:00,M
229,3,RENOVACION POPULAR,,100.0,52,52,"1,540",00000003.jpg,14.271,12.705,29,05/10/2022,17:55 h,98.1132,SANTA ROSA,SANTA ROSA,RENOVACION POPULAR,ROSARIO HUAMAN URETA,1966-04-06T00:00:00,F
230,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,52,52,"1,936",00000002.jpg,17.941,15.972,29,05/10/2022,17:55 h,98.1132,SANTA ROSA,SANTA ROSA,PARTIDO DEMOCRATICO SOMOS PERU,CESAR AUGUSTO PALERMO ALVARADO,1977-04-26T00:00:00,M
231,9,PODEMOS PERU,,100.0,52,52,"3,155",00000009.jpg,29.237,26.029,29,05/10/2022,17:55 h,98.1132,SANTA ROSA,SANTA ROSA,PODEMOS PERU,GEORGE ROBLES SOTO,1977-06-24T00:00:00,M
232,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"1,076","1,076","1,323",00000008.jpg,0.594,0.556,30,05/10/2022,17:55 h,96.5022,SANTIAGO DE SURCO,SANTIAGO DE SURCO,PARTIDO POLITICO NACIONAL PERU LIBRE,EDWIN VICTOR PORTUGAL VILLAVICENCIO,1967-03-23T00:00:00,M
233,5,JUNTOS POR EL PERU,,100.0,"1,076","1,076","6,465",00000005.jpg,2.905,2.719,30,05/10/2022,17:55 h,96.5022,SANTIAGO DE SURCO,,,,,
234,4,ALIANZA PARA EL PROGRESO,,100.0,"1,076","1,076","8,352",00000004.jpg,3.752,3.513,30,05/10/2022,17:55 h,96.5022,SANTIAGO DE SURCO,SANTIAGO DE SURCO,ALIANZA PARA EL PROGRESO,JUAN ALEJANDRO PALMA AURAZO,1985-10-28T00:00:00,M
235,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,"1,076","1,076","10,207",00000007.jpg,4.586,4.293,30,05/10/2022,17:55 h,96.5022,SANTIAGO DE SURCO,SANTIAGO DE SURCO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,CARLOS RICARDO BRUCE MONTES DE OCA,1957-02-24T00:00:00,M
236,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"1,076","1,076","21,190",00000011.jpg,9.521,8.913,30,05/10/2022,17:55 h,96.5022,SANTIAGO DE SURCO,SANTIAGO DE SURCO,PARTIDO FRENTE DE LA ESPERANZA 2021,JOHNNY JESUS MARZANO MEJIA,1987-12-08T00:00:00,M
237,9,PODEMOS PERU,,100.0,"1,076","1,076","31,957",00000009.jpg,14.358,13.441,30,05/10/2022,17:55 h,96.5022,SANTIAGO DE SURCO,SANTIAGO DE SURCO,PODEMOS PERU,EDUARDO ANDRE HERVE CAPRILE SAINT-PERE,1988-10-04T00:00:00,M
238,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"1,076","1,076","40,956",00000002.jpg,18.401,17.226,30,05/10/2022,17:55 h,96.5022,SANTIAGO DE SURCO,SANTIAGO DE SURCO,PARTIDO DEMOCRATICO SOMOS PERU,GINA YSELA GALVEZ SALDAÑA,1971-09-08T00:00:00,F
239,3,RENOVACION POPULAR,,100.0,"1,076","1,076","102,122",00000003.jpg,45.883,42.954,30,05/10/2022,17:55 h,96.5022,SANTIAGO DE SURCO,SANTIAGO DE SURCO,RENOVACION POPULAR,JUAN MANUEL DEL MAR ESTREMADOYRO,1959-11-05T00:00:00,M
240,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,310,310,602,00000008.jpg,0.908,0.838,31,05/10/2022,17:55 h,95.0920,SURQUILLO,SURQUILLO,PARTIDO POLITICO NACIONAL PERU LIBRE,DENNIS ALVARADO CARRASCO,1984-10-24T00:00:00,M
241,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,310,310,"1,068",00000007.jpg,1.611,1.487,31,05/10/2022,17:55 h,95.0920,SURQUILLO,SURQUILLO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,PERCY JOHN GONZALEZ SANCHEZ,1968-06-25T00:00:00,M
242,5,JUNTOS POR EL PERU,,100.0,310,310,"2,211",00000005.jpg,3.336,3.079,31,05/10/2022,17:55 h,95.0920,SURQUILLO,SURQUILLO,JUNTOS POR EL PERU,JORGE ABRAHAM GOZAR VICENTE,1954-08-14T00:00:00,M
243,4,ALIANZA PARA EL PROGRESO,,100.0,310,310,"4,501",00000004.jpg,6.791,6.268,31,05/10/2022,17:55 h,95.0920,SURQUILLO,SURQUILLO,ALIANZA PARA EL PROGRESO,JOSE LUIS HUAMANI GONZALES,1974-09-23T00:00:00,M
244,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,310,310,"6,870",00000011.jpg,10.365,9.566,31,05/10/2022,17:55 h,95.0920,SURQUILLO,SURQUILLO,PARTIDO FRENTE DE LA ESPERANZA 2021,BEGONIA BUSTAMANTE SIANCAS,1983-03-26T00:00:00,F
245,9,PODEMOS PERU,,100.0,310,310,"12,235",00000009.jpg,18.46,17.037,31,05/10/2022,17:55 h,95.0920,SURQUILLO,SURQUILLO,PODEMOS PERU,JOSE MIGUEL MORA CHIRINOS,1941-01-16T00:00:00,M
246,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,310,310,"14,119",00000002.jpg,21.303,19.661,31,05/10/2022,17:55 h,95.0920,SURQUILLO,SURQUILLO,PARTIDO DEMOCRATICO SOMOS PERU,SANDRA LIZ GUTIERREZ CUBA,1974-04-19T00:00:00,F
247,3,RENOVACION POPULAR,,100.0,310,310,"24,672",00000003.jpg,37.225,34.355,31,05/10/2022,17:55 h,95.0920,SURQUILLO,SURQUILLO,RENOVACION POPULAR,CINTIA MERCEDES LOAYZA ALVAREZ,1982-09-24T00:00:00,F
248,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"1,156","1,156","4,331",00000008.jpg,1.755,1.546,32,05/10/2022,17:55 h,98.3830,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,PARTIDO POLITICO NACIONAL PERU LIBRE,GAVINO PATIÑO ALATA,1965-07-01T00:00:00,M
249,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,"1,156","1,156","6,145",00000007.jpg,2.489,2.193,32,05/10/2022,17:55 h,98.3830,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,JUAN JOSE CASTILLO ANGELES,1962-03-05T00:00:00,M
250,5,JUNTOS POR EL PERU,,100.0,"1,156","1,156","17,757",00000005.jpg,7.194,6.338,32,05/10/2022,17:55 h,98.3830,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,JUNTOS POR EL PERU,RENE ALFREDO YUCRA VERASTEGUI,1963-08-01T00:00:00,M
251,4,ALIANZA PARA EL PROGRESO,,100.0,"1,156","1,156","25,474",00000004.jpg,10.32,9.092,32,05/10/2022,17:55 h,98.3830,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,ALIANZA PARA EL PROGRESO,ELOY CHAVEZ HERNANDEZ,1991-01-21T00:00:00,M
252,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"1,156","1,156","28,091",00000011.jpg,11.38,10.026,32,05/10/2022,17:55 h,98.3830,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,PARTIDO FRENTE DE LA ESPERANZA 2021,WILLY ALBERTO RUELAS OROPEZA,1970-12-07T00:00:00,M
253,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"1,156","1,156","45,825",00000002.jpg,18.565,16.356,32,05/10/2022,17:55 h,98.3830,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,PARTIDO DEMOCRATICO SOMOS PERU,DAVID ANDRES MORALES CARDENAS,1977-06-23T00:00:00,M
254,3,RENOVACION POPULAR,,100.0,"1,156","1,156","50,900",00000003.jpg,20.621,18.167,32,05/10/2022,17:55 h,98.3830,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,RENOVACION POPULAR,ROBERT JOEL LUDEÑA GUERRA,1983-01-27T00:00:00,M
255,9,PODEMOS PERU,,100.0,"1,156","1,156","68,317",00000009.jpg,27.677,24.383,32,05/10/2022,17:55 h,98.3830,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,PODEMOS PERU,MYRIAM LUDEÑA GOLAC,1980-12-03T00:00:00,F
256,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,381,381,456,00000008.jpg,0.579,0.538,33,05/10/2022,17:55 h,97.1939,JESUS MARIA,JESUS MARIA,PARTIDO POLITICO NACIONAL PERU LIBRE,JOSE LUIS HERRERA URUETA,1968-10-24T00:00:00,M
257,4,ALIANZA PARA EL PROGRESO,,100.0,381,381,"1,954",00000004.jpg,2.481,2.303,33,05/10/2022,17:55 h,97.1939,JESUS MARIA,JESUS MARIA,ALIANZA PARA EL PROGRESO,VICTOR JOSE YAÑEZ FERREYROS,1977-08-01T00:00:00,M
258,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,381,381,"2,588",00000007.jpg,3.285,3.051,33,05/10/2022,17:55 h,97.1939,JESUS MARIA,JESUS MARIA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,LUIS ENRIQUE OCROSPOMA PELLA,1968-08-17T00:00:00,M
259,5,JUNTOS POR EL PERU,,100.0,381,381,"2,775",00000005.jpg,3.523,3.271,33,05/10/2022,17:55 h,97.1939,JESUS MARIA,JESUS MARIA,JUNTOS POR EL PERU,APARICIO DIONICIO QUINTANA ZEVALLOS,1945-12-12T00:00:00,M
260,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,381,381,"10,921",00000011.jpg,13.864,12.874,33,05/10/2022,17:55 h,97.1939,JESUS MARIA,JESUS MARIA,PARTIDO FRENTE DE LA ESPERANZA 2021,LUIZ CARLOS REATEGUI DEL AGUILA,1985-01-27T00:00:00,M
261,9,PODEMOS PERU,,100.0,381,381,"12,282",00000009.jpg,15.592,14.479,33,05/10/2022,17:55 h,97.1939,JESUS MARIA,JESUS MARIA,PODEMOS PERU,OSCAR NICOLAS LEON AGUIRRE,1954-07-11T00:00:00,M
262,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,381,381,"15,669",00000002.jpg,19.892,18.471,33,05/10/2022,17:55 h,97.1939,JESUS MARIA,JESUS MARIA,PARTIDO DEMOCRATICO SOMOS PERU,ERNESTO ENRIQUE DELHONTE CAGNA,1972-10-29T00:00:00,M
263,3,RENOVACION POPULAR,,100.0,381,381,"32,127",00000003.jpg,40.785,37.873,33,05/10/2022,17:55 h,97.1939,JESUS MARIA,JESUS MARIA,RENOVACION POPULAR,JESUS ALBERTO GALVEZ OLIVARES,1975-01-02T00:00:00,M
264,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,579,579,"2,480",00000008.jpg,2.02,1.785,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,PARTIDO POLITICO NACIONAL PERU LIBRE,JOSE ELGAR ESPEJO CARDENAS,1977-03-14T00:00:00,M
265,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,579,579,"3,781",00000007.jpg,3.08,2.721,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,HENRRY ALEJANDRO ALVAREZ JACINTO,1970-11-29T00:00:00,M
266,4,ALIANZA PARA EL PROGRESO,,100.0,579,579,"6,287",00000004.jpg,5.121,4.525,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,ALIANZA PARA EL PROGRESO,EVANS RODOLFO SIFUENTES OCAÑA,1963-11-06T00:00:00,M
267,5,JUNTOS POR EL PERU,,100.0,579,579,"7,903",00000005.jpg,6.438,5.688,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,JUNTOS POR EL PERU,DANIEL OLIVAS PEREZ,1975-03-05T00:00:00,M
268,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,579,579,"12,406",00000011.jpg,10.106,8.929,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,,,,,
269,3,RENOVACION POPULAR,,100.0,579,579,"25,378",00000003.jpg,20.673,18.266,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,RENOVACION POPULAR,BENIGNO ROBERTO CALDERON ARONES,1964-04-21T00:00:00,M
270,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,579,579,"28,931",00000002.jpg,23.567,20.823,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,PARTIDO DEMOCRATICO SOMOS PERU,ALFREDO REYNAGA RAMIREZ,1964-03-15T00:00:00,M
271,9,PODEMOS PERU,,100.0,579,579,"35,594",00000009.jpg,28.995,25.619,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,PODEMOS PERU,GREGORIO BERNARDINO QUISPE ALVINO,1975-03-11T00:00:00,M
272,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,546,546,"2,256",00000008.jpg,1.94,1.723,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,PARTIDO POLITICO NACIONAL PERU LIBRE,JUAN LUIS MEDINA PONGO,1963-08-16T00:00:00,M
273,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,546,546,"3,556",00000007.jpg,3.057,2.715,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,LUZ MARLENE RICALDE CHUCO,1983-07-24T00:00:00,F
274,5,JUNTOS POR EL PERU,,100.0,546,546,"7,422",00000005.jpg,6.381,5.668,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,JUNTOS POR EL PERU,MARTA LILIANA URIARTE BURGA,1971-11-13T00:00:00,F
275,4,ALIANZA PARA EL PROGRESO,,100.0,546,546,"11,306",00000004.jpg,9.721,8.633,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,ALIANZA PARA EL PROGRESO,CARMEN CAROLINA CASTILLO YATACO,1972-07-15T00:00:00,F
276,4,ALIANZA PARA EL PROGRESO,,100.0,546,546,"11,306",00000004.jpg,9.721,8.633,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,ALIANZA PARA EL PROGRESO,CARMEN CAROLINA CASTILLO YATACO,1972-07-15T00:00:00,F
277,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,546,546,"11,845",00000011.jpg,10.184,9.045,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,PARTIDO FRENTE DE LA ESPERANZA 2021,MIGUEL HERNAN GARCIA ARIAS,1958-05-28T00:00:00,M
278,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,546,546,"17,371",00000002.jpg,14.935,13.265,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,PARTIDO DEMOCRATICO SOMOS PERU,KAREM MERCEDES QUEREVALU GARCIA,1982-01-04T00:00:00,F
279,3,RENOVACION POPULAR,,100.0,546,546,"21,273",00000003.jpg,18.29,16.244,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,RENOVACION POPULAR,AQUELINA SOLORZANO ESPINOZA,1982-01-26T00:00:00,F
280,9,PODEMOS PERU,,100.0,546,546,"41,281",00000009.jpg,35.492,31.523,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,PODEMOS PERU,RICHARD ROBERT SORIA FUERTE,1973-02-24T00:00:00,M
281,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"1,089","1,089","2,901",00000008.jpg,1.246,1.102,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,PARTIDO POLITICO NACIONAL PERU LIBRE,HANS ZAVALA MANTILLA,1982-11-20T00:00:00,M
282,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,"1,089","1,089","8,167",00000007.jpg,3.507,3.102,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,JAVIER ERNESTO ALTAMIRANO COQUIS,1975-04-28T00:00:00,M
283,5,JUNTOS POR EL PERU,,100.0,"1,089","1,089","17,177",00000005.jpg,7.376,6.523,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,JUNTOS POR EL PERU,LEONIDAS RICHARD GONZALES RODRIGUEZ,1965-01-31T00:00:00,M
284,4,ALIANZA PARA EL PROGRESO,,100.0,"1,089","1,089","19,957",00000004.jpg,8.57,7.579,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,ALIANZA PARA EL PROGRESO,LUIS DANTE MENDIETA FLORES,1974-09-09T00:00:00,M
285,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"1,089","1,089","29,028",00000011.jpg,12.465,11.024,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,PARTIDO FRENTE DE LA ESPERANZA 2021,EDGAR WUILLINGTON MEJIA RODRIGUEZ,1982-01-09T00:00:00,M
286,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"1,089","1,089","37,642",00000002.jpg,16.164,14.295,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,PARTIDO DEMOCRATICO SOMOS PERU,ADOLFO OCAMPO VARGAS,1942-08-11T00:00:00,M
287,3,RENOVACION POPULAR,,100.0,"1,089","1,089","53,860",00000003.jpg,23.128,20.454,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,RENOVACION POPULAR,MABEL KARINA LEANDRO MELGAREJO,1980-10-29T00:00:00,F
288,9,PODEMOS PERU,,100.0,"1,089","1,089","64,150",00000009.jpg,27.546,24.362,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,PODEMOS PERU,ROGER EDINSSON PARRA TABOADA,1977-08-06T00:00:00,M
289,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"2,616","2,616","11,176",00000008.jpg,2.035,1.772,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,PARTIDO POLITICO NACIONAL PERU LIBRE,NILDA JUDITH RAFAEL CARO,1975-10-04T00:00:00,F
290,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,"2,616","2,616","21,034",00000007.jpg,3.83,3.335,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,BRENDA DEIDAMIS LIZANO TEJADA,1983-08-22T00:00:00,F
291,5,JUNTOS POR EL PERU,,100.0,"2,616","2,616","43,962",00000005.jpg,8.004,6.97,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,JUNTOS POR EL PERU,MANUEL EUGENIO TORBISCO JUAREZ,1972-04-10T00:00:00,M
292,4,ALIANZA PARA EL PROGRESO,,100.0,"2,616","2,616","45,940",00000004.jpg,8.364,7.283,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,ALIANZA PARA EL PROGRESO,JUAN VALENTIN NAVARRO JIMENEZ,1968-01-06T00:00:00,M
293,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"2,616","2,616","60,958",00000011.jpg,11.098,9.664,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,PARTIDO FRENTE DE LA ESPERANZA 2021,WALTER JACOBO GUTIERREZ VAISMAN,1979-03-08T00:00:00,M
294,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"2,616","2,616","106,429",00000002.jpg,19.377,16.873,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,PARTIDO DEMOCRATICO SOMOS PERU,JESUS MALDONADO AMAO,1979-08-21T00:00:00,M
295,3,RENOVACION POPULAR,,100.0,"2,616","2,616","110,306",00000003.jpg,20.083,17.488,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,RENOVACION POPULAR,MANUEL ANTONY ANGULO VASQUEZ,1993-01-11T00:00:00,M
296,9,PODEMOS PERU,,100.0,"2,616","2,616","149,454",00000009.jpg,27.21,23.694,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,PODEMOS PERU,OSCAR NIEL HERQUINIO LUNA,1991-11-03T00:00:00,M
297,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,189,189,427,00000008.jpg,1.03,0.959,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,PARTIDO POLITICO NACIONAL PERU LIBRE,PIERFRANCO SINCHE RUDAS,1978-10-19T00:00:00,M
298,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,189,189,"1,423",00000007.jpg,3.433,3.198,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,CESAR ROBERTO MENDOZA VALENCIA,1968-02-03T00:00:00,M
299,4,ALIANZA PARA EL PROGRESO,,100.0,189,189,"1,924",00000004.jpg,4.642,4.323,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,ALIANZA PARA EL PROGRESO,RONALD EULOGIO FUERTES VEGA,1969-03-24T00:00:00,M
300,5,JUNTOS POR EL PERU,,100.0,189,189,"2,175",00000005.jpg,5.248,4.887,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,JUNTOS POR EL PERU,DANIEL ROBERTO BONET ESPINOZA,1974-07-30T00:00:00,M
301,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,189,189,"3,910",00000011.jpg,9.434,8.786,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,PARTIDO FRENTE DE LA ESPERANZA 2021,DANIEL ANGEL GALARRETA BALBOA,1974-10-16T00:00:00,M
