,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,cod_distrito,fecha,hora,avance,distrito,postulaDistrito,organizacionPolitica,nombreCompleto,feNacimiento,txSexo
116,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,423,423,"6,679",00000011.jpg,8.397,7.804,15,05/10/2022,17:55 h,93.7916,MIRAFLORES,MIRAFLORES,PARTIDO FRENTE DE LA ESPERANZA 2021,ROCIO PATRICIA ANDRADE BOTTERI,1966-03-31T00:00:00,F
117,9,PODEMOS PERU,,100.0,423,423,"7,631",00000009.jpg,9.593,8.917,15,05/10/2022,17:55 h,93.7916,MIRAFLORES,MIRAFLORES,PODEMOS PERU,MARIA ROCIO CANO GUERINONI,1966-06-06T00:00:00,F
118,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,423,423,"14,961",00000002.jpg,18.808,17.482,15,05/10/2022,17:55 h,93.7916,MIRAFLORES,MIRAFLORES,PARTIDO DEMOCRATICO SOMOS PERU,ERNESTO JAVIER MENDOZA DE LA PUENTE,1985-02-06T00:00:00,M
119,3,RENOVACION POPULAR,,100.0,423,423,"44,399",00000003.jpg,55.816,51.88,15,05/10/2022,17:55 h,93.7916,MIRAFLORES,MIRAFLORES,RENOVACION POPULAR,CARLOS FERNANDO CANALES ANCHORENA,1961-11-18T00:00:00,M
120,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,264,264,808,00000008.jpg,1.407,1.254,16,05/10/2022,17:55 h,98.1413,PACHACAMAC,PACHACAMAC,PARTIDO POLITICO NACIONAL PERU LIBRE,ANTONIO PAUCAR RENOJO,1975-10-23T00:00:00,M
121,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,264,264,"1,138",00000007.jpg,1.981,1.767,16,05/10/2022,17:55 h,98.1413,PACHACAMAC,,,,,
122,5,JUNTOS POR EL PERU,,100.0,264,264,"4,224",00000005.jpg,7.354,6.558,16,05/10/2022,17:55 h,98.1413,PACHACAMAC,PACHACAMAC,JUNTOS POR EL PERU,JORGE ENRIQUE CURO MASIAS,1964-01-11T00:00:00,M
123,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,264,264,"4,290",00000011.jpg,7.468,6.66,16,05/10/2022,17:55 h,98.1413,PACHACAMAC,,,,,
124,3,RENOVACION POPULAR,,100.0,264,264,"7,082",00000003.jpg,12.329,10.995,16,05/10/2022,17:55 h,98.1413,PACHACAMAC,PACHACAMAC,RENOVACION POPULAR,ELISA LIMACHI PUCA,1975-07-04T00:00:00,F
125,4,ALIANZA PARA EL PROGRESO,,100.0,264,264,"9,851",00000004.jpg,17.149,15.294,16,05/10/2022,17:55 h,98.1413,PACHACAMAC,PACHACAMAC,ALIANZA PARA EL PROGRESO,ENRIQUE VALENTIN CABRERA SULCA,1979-05-21T00:00:00,M
126,9,PODEMOS PERU,,100.0,264,264,"14,214",00000009.jpg,24.745,22.068,16,05/10/2022,17:55 h,98.1413,PACHACAMAC,PACHACAMAC,PODEMOS PERU,HUGO LEON RAMOS LESCANO,1965-07-03T00:00:00,M
127,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,264,264,"15,835",00000002.jpg,27.567,24.585,16,05/10/2022,17:55 h,98.1413,PACHACAMAC,PACHACAMAC,PARTIDO DEMOCRATICO SOMOS PERU,LIZ GIANNY MENDOZA CASTILLO DE PÓMEZ,1981-12-19T00:00:00,F
128,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,320,320,364,00000008.jpg,0.548,0.509,17,05/10/2022,17:55 h,96.9697,PUEBLO LIBRE,PUEBLO LIBRE,PARTIDO POLITICO NACIONAL PERU LIBRE,MARIA TERESA CABRERA CABRERA,1972-06-29T00:00:00,F
129,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,320,320,"1,603",00000007.jpg,2.414,2.242,17,05/10/2022,17:55 h,96.9697,PUEBLO LIBRE,PUEBLO LIBRE,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,MIGUEL YAGI HIGA,1966-01-18T00:00:00,M
130,5,JUNTOS POR EL PERU,,100.0,320,320,"2,482",00000005.jpg,3.737,3.471,17,05/10/2022,17:55 h,96.9697,PUEBLO LIBRE,PUEBLO LIBRE,JUNTOS POR EL PERU,ROCIO DEL CARMEN PEREYRA ZAPLANA,1988-08-13T00:00:00,F
131,4,ALIANZA PARA EL PROGRESO,,100.0,320,320,"2,808",00000004.jpg,4.228,3.927,17,05/10/2022,17:55 h,96.9697,PUEBLO LIBRE,PUEBLO LIBRE,ALIANZA PARA EL PROGRESO,JHONEL JORGE LEGUIA JAMIS,1974-01-28T00:00:00,M
132,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,320,320,"7,774",00000011.jpg,11.706,10.872,17,05/10/2022,17:55 h,96.9697,PUEBLO LIBRE,PUEBLO LIBRE,PARTIDO FRENTE DE LA ESPERANZA 2021,RODRIGO LEONARDO RIVERA LOZANO,1995-11-20T00:00:00,M
133,9,PODEMOS PERU,,100.0,320,320,"9,902",00000009.jpg,14.91,13.847,17,05/10/2022,17:55 h,96.9697,PUEBLO LIBRE,PUEBLO LIBRE,PODEMOS PERU,MANUEL AUGUSTO LANDERER LOLI,1973-03-14T00:00:00,M
134,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,320,320,"13,243",00000002.jpg,19.941,18.52,17,05/10/2022,17:55 h,96.9697,PUEBLO LIBRE,PUEBLO LIBRE,PARTIDO DEMOCRATICO SOMOS PERU,JOHANNA MELLISSA STEIN BERTRÁN,1986-05-27T00:00:00,F
135,3,RENOVACION POPULAR,,100.0,320,320,"28,234",00000003.jpg,42.515,39.484,17,05/10/2022,17:55 h,96.9697,PUEBLO LIBRE,PUEBLO LIBRE,RENOVACION POPULAR,MONICA ROSSANA TELLO LOPEZ,1966-03-16T00:00:00,F
136,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,36,36,202,00000008.jpg,2.411,2.248,18,05/10/2022,17:55 h,94.7368,PUCUSANA,PUCUSANA,PARTIDO POLITICO NACIONAL PERU LIBRE,LUISA NOEMI ZEVALLOS CORNEJO,1977-09-16T00:00:00,F
137,4,ALIANZA PARA EL PROGRESO,,100.0,36,36,720,00000004.jpg,8.593,8.012,18,05/10/2022,17:55 h,94.7368,PUCUSANA,PUCUSANA,ALIANZA PARA EL PROGRESO,ALFREDO ROSAS CHAUCA NAVARRO,1961-08-30T00:00:00,M
138,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,36,36,724,00000007.jpg,8.641,8.056,18,05/10/2022,17:55 h,94.7368,PUCUSANA,PUCUSANA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,JHONNY EDGARDO CALAGUA HUAMBACHANO,1977-05-26T00:00:00,M
139,5,JUNTOS POR EL PERU,,100.0,36,36,741,00000005.jpg,8.844,8.245,18,05/10/2022,17:55 h,94.7368,PUCUSANA,PUCUSANA,JUNTOS POR EL PERU,LUIS MARTIN KOC LEM MOYA,1985-11-24T00:00:00,M
140,3,RENOVACION POPULAR,,100.0,36,36,756,00000003.jpg,9.023,8.412,18,05/10/2022,17:55 h,94.7368,PUCUSANA,PUCUSANA,RENOVACION POPULAR,RITA ISABEL PAREDES GARCIA,1977-05-12T00:00:00,F
141,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,36,36,"1,410",00000011.jpg,16.828,15.689,18,05/10/2022,17:55 h,94.7368,PUCUSANA,PUCUSANA,PARTIDO FRENTE DE LA ESPERANZA 2021,ENRIQUE JULIO MANCO SUNI,1976-03-19T00:00:00,M
142,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,36,36,"1,905",00000002.jpg,22.735,21.197,18,05/10/2022,17:55 h,94.7368,PUCUSANA,PUCUSANA,PARTIDO DEMOCRATICO SOMOS PERU,JUAN JOSE CUYA ESPINOZA,1975-11-18T00:00:00,M
143,9,PODEMOS PERU,,100.0,36,36,"1,921",00000009.jpg,22.926,21.375,18,05/10/2022,17:55 h,94.7368,PUCUSANA,PUCUSANA,PODEMOS PERU,PEDRO PABLO FLORIAN HUARI,1963-04-19T00:00:00,M
144,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,800,800,"2,609",00000008.jpg,1.52,1.356,19,05/10/2022,17:55 h,96.9697,PUENTE PIEDRA,PUENTE PIEDRA,PARTIDO POLITICO NACIONAL PERU LIBRE,JOSE SANTILLAN CAMUS,1977-12-15T00:00:00,M
145,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,800,800,"8,559",00000007.jpg,4.988,4.448,19,05/10/2022,17:55 h,96.9697,PUENTE PIEDRA,PUENTE PIEDRA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,JORGE WIDER AYALA GONZALES,1985-06-03T00:00:00,M
146,4,ALIANZA PARA EL PROGRESO,,100.0,800,800,"13,336",00000004.jpg,7.772,6.93,19,05/10/2022,17:55 h,96.9697,PUENTE PIEDRA,PUENTE PIEDRA,ALIANZA PARA EL PROGRESO,ESTEBAN ALONSO MONZON CAVERO,1996-12-19T00:00:00,M
147,5,JUNTOS POR EL PERU,,100.0,800,800,"13,605",00000005.jpg,7.929,7.07,19,05/10/2022,17:55 h,96.9697,PUENTE PIEDRA,PUENTE PIEDRA,JUNTOS POR EL PERU,PAULO ANIBAL CASAS PINEDO,1977-02-04T00:00:00,M
148,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,800,800,"17,143",00000011.jpg,9.99,8.909,19,05/10/2022,17:55 h,96.9697,PUENTE PIEDRA,PUENTE PIEDRA,PARTIDO FRENTE DE LA ESPERANZA 2021,MIGUEL ANGEL RODRIGUEZ SILUPU,1982-01-07T00:00:00,M
149,3,RENOVACION POPULAR,,100.0,800,800,"35,204",00000003.jpg,20.516,18.294,19,05/10/2022,17:55 h,96.9697,PUENTE PIEDRA,PUENTE PIEDRA,RENOVACION POPULAR,MILTON FERNANDO JIMENEZ SALAZAR,1956-11-14T00:00:00,M
150,9,PODEMOS PERU,,100.0,800,800,"40,517",00000009.jpg,23.612,21.055,19,05/10/2022,17:55 h,96.9697,PUENTE PIEDRA,PUENTE PIEDRA,PODEMOS PERU,ALFREDO JESUS PEREZ CUEVA,1971-03-15T00:00:00,M
151,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,800,800,"40,622",00000002.jpg,23.673,21.11,19,05/10/2022,17:55 h,96.9697,PUENTE PIEDRA,PUENTE PIEDRA,PARTIDO DEMOCRATICO SOMOS PERU,RENNAN SAMUEL ESPINOZA ROSALES,1975-09-27T00:00:00,M
152,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,22,22,33,00000008.jpg,0.702,0.655,20,05/10/2022,17:55 h,95.6522,PUNTA HERMOSA,,,,,
153,5,JUNTOS POR EL PERU,,100.0,22,22,144,00000005.jpg,3.065,2.856,20,05/10/2022,17:55 h,95.6522,PUNTA HERMOSA,,,,,
154,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,22,22,275,00000011.jpg,5.854,5.454,20,05/10/2022,17:55 h,95.6522,PUNTA HERMOSA,,,,,
155,4,ALIANZA PARA EL PROGRESO,,100.0,22,22,394,00000004.jpg,8.387,7.814,20,05/10/2022,17:55 h,95.6522,PUNTA HERMOSA,PUNTA HERMOSA,ALIANZA PARA EL PROGRESO,FEDERICO GUILLERMO ABRAHAM KAJATT KAJATT,1987-08-06T00:00:00,M
156,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,22,22,489,00000007.jpg,10.409,9.699,20,05/10/2022,17:55 h,95.6522,PUNTA HERMOSA,PUNTA HERMOSA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,CARLOS GUILLERMO FERNANDEZ OTERO,1953-10-08T00:00:00,M
157,9,PODEMOS PERU,,100.0,22,22,908,00000009.jpg,19.327,18.009,20,05/10/2022,17:55 h,95.6522,PUNTA HERMOSA,PUNTA HERMOSA,PODEMOS PERU,RICHARD MANUEL PEREIRA NUÑEZ,1976-04-08T00:00:00,M
158,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,22,22,"1,030",00000002.jpg,21.924,20.428,20,05/10/2022,17:55 h,95.6522,PUNTA HERMOSA,PUNTA HERMOSA,PARTIDO DEMOCRATICO SOMOS PERU,MAX ANDRE AMPUERO LEANDRO,1990-11-17T00:00:00,M
159,3,RENOVACION POPULAR,,100.0,22,22,"1,425",00000003.jpg,30.332,28.263,20,05/10/2022,17:55 h,95.6522,PUNTA HERMOSA,PUNTA HERMOSA,RENOVACION POPULAR,ROCIO PAZOS ARNILLAS,1978-11-24T00:00:00,F
160,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,20,20,44,00000008.jpg,1.029,0.934,21,05/10/2022,17:55 h,95.2381,PUNTA NEGRA,,,,,
161,5,JUNTOS POR EL PERU,,100.0,20,20,172,00000005.jpg,4.022,3.653,21,05/10/2022,17:55 h,95.2381,PUNTA NEGRA,PUNTA NEGRA,JUNTOS POR EL PERU,AMANCIO EUDOCIO SOLORZANO SOTO,1968-04-08T00:00:00,M
162,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,20,20,205,00000007.jpg,4.794,4.353,21,05/10/2022,17:55 h,95.2381,PUNTA NEGRA,PUNTA NEGRA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,MARIELLA CECILIA CASALINO RODRIGUEZ-BROWN,1979-02-25T00:00:00,F
163,4,ALIANZA PARA EL PROGRESO,,100.0,20,20,471,00000004.jpg,11.015,10.002,21,05/10/2022,17:55 h,95.2381,PUNTA NEGRA,PUNTA NEGRA,ALIANZA PARA EL PROGRESO,EULOGIO HUYHUA CCACCYA,1981-03-13T00:00:00,M
164,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,20,20,556,00000011.jpg,13.003,11.807,21,05/10/2022,17:55 h,95.2381,PUNTA NEGRA,PUNTA NEGRA,PARTIDO FRENTE DE LA ESPERANZA 2021,MIGUEL ANGEL SAMAN BALLARTA,1984-02-05T00:00:00,M
165,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,20,20,852,00000002.jpg,19.925,18.093,21,05/10/2022,17:55 h,95.2381,PUNTA NEGRA,PUNTA NEGRA,PARTIDO DEMOCRATICO SOMOS PERU,MARCELINO ISIDRO PERALTA RAMOS,1955-01-02T00:00:00,M
166,9,PODEMOS PERU,,100.0,20,20,883,00000009.jpg,20.65,18.751,21,05/10/2022,17:55 h,95.2381,PUNTA NEGRA,PUNTA NEGRA,PODEMOS PERU,JULIA IBET TATAJE TABOADA,1976-08-30T00:00:00,F
167,3,RENOVACION POPULAR,,100.0,20,20,"1,093",00000003.jpg,25.561,23.211,21,05/10/2022,17:55 h,95.2381,PUNTA NEGRA,PUNTA NEGRA,RENOVACION POPULAR,JOSUE JEFFERSON DE LA TORRE BRAMON,1989-04-26T00:00:00,M
168,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,550,550,"1,670",00000008.jpg,1.441,1.297,22,05/10/2022,17:55 h,97.1731,RÍMAC,RÍMAC,PARTIDO POLITICO NACIONAL PERU LIBRE,PERCY OSWALDO TAIPE CORONADO,1970-12-01T00:00:00,M
169,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,550,550,"2,744",00000007.jpg,2.367,2.131,22,05/10/2022,17:55 h,97.1731,RÍMAC,RÍMAC,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,JOSE MANUEL CIEZA BARAZORDA,1971-05-11T00:00:00,M
170,4,ALIANZA PARA EL PROGRESO,,100.0,550,550,"4,833",00000004.jpg,4.169,3.753,22,05/10/2022,17:55 h,97.1731,RÍMAC,RÍMAC,ALIANZA PARA EL PROGRESO,WALTER BECERRA GARCIA,1973-01-12T00:00:00,M
171,5,JUNTOS POR EL PERU,,100.0,550,550,"6,384",00000005.jpg,5.507,4.957,22,05/10/2022,17:55 h,97.1731,RÍMAC,RÍMAC,JUNTOS POR EL PERU,DAVID ABEL GALARZA CHANCO,1969-01-17T00:00:00,M
172,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,550,550,"16,701",00000011.jpg,14.408,12.968,22,05/10/2022,17:55 h,97.1731,RÍMAC,RÍMAC,PARTIDO FRENTE DE LA ESPERANZA 2021,ROBERTO ABELARDO TELLES JARAMILLO,1982-04-28T00:00:00,M
173,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,550,550,"19,078",00000002.jpg,16.459,14.813,22,05/10/2022,17:55 h,97.1731,RÍMAC,RÍMAC,PARTIDO DEMOCRATICO SOMOS PERU,JOSE ALBERTO ANGULO DOMINGUEZ,1970-03-19T00:00:00,M
174,3,RENOVACION POPULAR,,100.0,550,550,"30,688",00000003.jpg,26.475,23.828,22,05/10/2022,17:55 h,97.1731,RÍMAC,RÍMAC,RENOVACION POPULAR,ISABEL DEL ROCIO AYALA MELGAREJO,1988-02-11T00:00:00,F
175,9,PODEMOS PERU,,100.0,550,550,"33,817",00000009.jpg,29.174,26.257,22,05/10/2022,17:55 h,97.1731,RÍMAC,RÍMAC,PODEMOS PERU,NESTOR EVADIO DE LA ROSA VILLEGAS,1967-04-19T00:00:00,M
176,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,21,21,32,00000008.jpg,0.694,0.643,23,05/10/2022,17:55 h,95.4545,SAN BARTOLO,,,,,
177,5,JUNTOS POR EL PERU,,100.0,21,21,174,00000005.jpg,3.772,3.498,23,05/10/2022,17:55 h,95.4545,SAN BARTOLO,,,,,
178,4,ALIANZA PARA EL PROGRESO,,100.0,21,21,178,00000004.jpg,3.859,3.579,23,05/10/2022,17:55 h,95.4545,SAN BARTOLO,SAN BARTOLO,ALIANZA PARA EL PROGRESO,YLIANA ELISA CASTRO GREGORIO,1966-03-24T00:00:00,F
179,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,21,21,295,00000011.jpg,6.395,5.931,23,05/10/2022,17:55 h,95.4545,SAN BARTOLO,,,,,
180,3,RENOVACION POPULAR,,100.0,21,21,850,00000003.jpg,18.426,17.089,23,05/10/2022,17:55 h,95.4545,SAN BARTOLO,,,,,
181,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,21,21,965,00000007.jpg,20.919,19.401,23,05/10/2022,17:55 h,95.4545,SAN BARTOLO,SAN BARTOLO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,AUGUST ENRIQUE FREDERICK ARTHUR CARBAJAL SCHUMACHER,1978-10-26T00:00:00,M
182,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,21,21,"1,011",00000002.jpg,21.916,20.326,23,05/10/2022,17:55 h,95.4545,SAN BARTOLO,SAN BARTOLO,PARTIDO DEMOCRATICO SOMOS PERU,ALEJANDRO RICARDO NATIVIDAD CARBAJAL,1959-02-25T00:00:00,M
183,9,PODEMOS PERU,,100.0,21,21,"1,108",00000009.jpg,24.019,22.276,23,05/10/2022,17:55 h,95.4545,SAN BARTOLO,SAN BARTOLO,PODEMOS PERU,ELLIOTT ZYNDY HUARI BERMUDEZ,1975-04-08T00:00:00,M
184,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,247,247,122,00000008.jpg,0.266,0.25,24,05/10/2022,17:55 h,95.0000,SAN ISIDRO,,,,,
185,5,JUNTOS POR EL PERU,,100.0,247,247,846,00000005.jpg,1.845,1.731,24,05/10/2022,17:55 h,95.0000,SAN ISIDRO,,,,,
186,4,ALIANZA PARA EL PROGRESO,,100.0,247,247,854,00000004.jpg,1.863,1.747,24,05/10/2022,17:55 h,95.0000,SAN ISIDRO,SAN ISIDRO,ALIANZA PARA EL PROGRESO,FRANCISCO ENRIQUE HUGO PETROZZI FRANCO,1961-12-13T00:00:00,M
187,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,247,247,"1,080",00000007.jpg,2.356,2.209,24,05/10/2022,17:55 h,95.0000,SAN ISIDRO,SAN ISIDRO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,JAVIER JOSE MARIA CIPRIANI THORNE,1955-10-12T00:00:00,M
188,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,247,247,"3,389",00000011.jpg,7.392,6.933,24,05/10/2022,17:55 h,95.0000,SAN ISIDRO,SAN ISIDRO,PARTIDO FRENTE DE LA ESPERANZA 2021,JAVIER MIGUEL MASIAS ASTENGO,1954-01-23T00:00:00,M
189,9,PODEMOS PERU,,100.0,247,247,"3,699",00000009.jpg,8.068,7.567,24,05/10/2022,17:55 h,95.0000,SAN ISIDRO,SAN ISIDRO,PODEMOS PERU,CHARLES ADRIAN ZAPATA VEGA,1971-04-04T00:00:00,M
190,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,247,247,"7,615",00000002.jpg,16.609,15.578,24,05/10/2022,17:55 h,95.0000,SAN ISIDRO,SAN ISIDRO,PARTIDO DEMOCRATICO SOMOS PERU,VICTOR HUGO BAZAN PASTOR,1980-05-29T00:00:00,M
191,3,RENOVACION POPULAR,,100.0,247,247,"28,243",00000003.jpg,61.601,57.778,24,05/10/2022,17:55 h,95.0000,SAN ISIDRO,SAN ISIDRO,RENOVACION POPULAR,NANCY ROSALIE VIZURRAGA TORREJON,1956-12-07T00:00:00,F
192,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,147,147,217,00000008.jpg,0.704,0.648,25,05/10/2022,17:55 h,98.0000,BARRANCO,BARRANCO,PARTIDO POLITICO NACIONAL PERU LIBRE,DELIA ELIZABETH CUYA BARREDA,1972-06-26T00:00:00,F
193,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,147,147,834,00000007.jpg,2.704,2.491,25,05/10/2022,17:55 h,98.0000,BARRANCO,BARRANCO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,CARLOS ALBERTO VILLANUEVA GUTIERREZ,1970-03-29T00:00:00,M
194,5,JUNTOS POR EL PERU,,100.0,147,147,"1,599",00000005.jpg,5.185,4.777,25,05/10/2022,17:55 h,98.0000,BARRANCO,BARRANCO,JUNTOS POR EL PERU,CARLOS ALBERTO GONZALEZ PALACIOS,1983-06-10T00:00:00,M
195,4,ALIANZA PARA EL PROGRESO,,100.0,147,147,"2,157",00000004.jpg,6.994,6.443,25,05/10/2022,17:55 h,98.0000,BARRANCO,BARRANCO,ALIANZA PARA EL PROGRESO,FELIPE ANTONIO MEZARINA TONG,1966-02-08T00:00:00,M
196,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,147,147,"2,721",00000011.jpg,8.823,8.128,25,05/10/2022,17:55 h,98.0000,BARRANCO,BARRANCO,PARTIDO FRENTE DE LA ESPERANZA 2021,JOSE LUIS CHAVEZ ALPACA,1967-07-28T00:00:00,M
197,9,PODEMOS PERU,,100.0,147,147,"5,655",00000009.jpg,18.337,16.893,25,05/10/2022,17:55 h,98.0000,BARRANCO,BARRANCO,PODEMOS PERU,DAVID CARLOS FERNANDEZ DAVILA ALVAREZ,1973-01-23T00:00:00,M
198,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,147,147,"6,277",00000002.jpg,20.354,18.751,25,05/10/2022,17:55 h,98.0000,BARRANCO,BARRANCO,PARTIDO DEMOCRATICO SOMOS PERU,GONZALO EDUARDO RIVERA TALAVERA,1980-12-27T00:00:00,M
199,3,RENOVACION POPULAR,,100.0,147,147,"11,379",00000003.jpg,36.898,33.992,25,05/10/2022,17:55 h,98.0000,BARRANCO,BARRANCO,RENOVACION POPULAR,JESSICA ARMIDA VARGAS GOMEZ,1968-08-06T00:00:00,F
200,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"1,728","1,728","5,645",00000008.jpg,1.564,1.389,26,05/10/2022,17:55 h,97.9037,SAN MARTIN DE PORRES,SAN MARTIN DE PORRES,PARTIDO POLITICO NACIONAL PERU LIBRE,JORGE LUIS ALIAGA CERVANTES,1988-06-17T00:00:00,M
201,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,"1,728","1,728","8,102",00000007.jpg,2.245,1.994,26,05/10/2022,17:55 h,97.9037,SAN MARTIN DE PORRES,SAN MARTIN DE PORRES,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,MANUEL ALI EVANS VALLE MONTALVA,1981-08-30T00:00:00,M
202,4,ALIANZA PARA EL PROGRESO,,100.0,"1,728","1,728","16,374",00000004.jpg,4.537,4.029,26,05/10/2022,17:55 h,97.9037,SAN MARTIN DE PORRES,SAN MARTIN DE PORRES,ALIANZA PARA EL PROGRESO,PETER OMAR JAIME CORI,1982-12-28T00:00:00,M
203,5,JUNTOS POR EL PERU,,100.0,"1,728","1,728","20,019",00000005.jpg,5.547,4.926,26,05/10/2022,17:55 h,97.9037,SAN MARTIN DE PORRES,SAN MARTIN DE PORRES,JUNTOS POR EL PERU,CESAR AUGUSTO VARGAS GUTIERREZ,1974-07-08T00:00:00,M
204,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"1,728","1,728","43,171",00000011.jpg,11.961,10.624,26,05/10/2022,17:55 h,97.9037,SAN MARTIN DE PORRES,SAN MARTIN DE PORRES,PARTIDO FRENTE DE LA ESPERANZA 2021,OSCAR ARTURO CASTILLO GUEVARA,1962-12-19T00:00:00,M
205,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"1,728","1,728","66,850",00000002.jpg,18.522,16.451,26,05/10/2022,17:55 h,97.9037,SAN MARTIN DE PORRES,SAN MARTIN DE PORRES,PARTIDO DEMOCRATICO SOMOS PERU,LUIS PAUL CARDENAS SANCHEZ,1975-09-03T00:00:00,M
206,3,RENOVACION POPULAR,,100.0,"1,728","1,728","86,512",00000003.jpg,23.969,21.29,26,05/10/2022,17:55 h,97.9037,SAN MARTIN DE PORRES,SAN MARTIN DE PORRES,RENOVACION POPULAR,ADOLFO ISRAEL MATTOS PIAGGIO,1972-10-11T00:00:00,M
207,9,PODEMOS PERU,,100.0,"1,728","1,728","114,254",00000009.jpg,31.656,28.117,26,05/10/2022,17:55 h,97.9037,SAN MARTIN DE PORRES,SAN MARTIN DE PORRES,PODEMOS PERU,HERNAN TOMAS SIFUENTES BARCA,1981-03-04T00:00:00,M
208,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,468,468,533,00000008.jpg,0.54,0.499,27,05/10/2022,17:55 h,97.0954,SAN MIGUEL,,,,,
209,4,ALIANZA PARA EL PROGRESO,,100.0,468,468,"2,697",00000004.jpg,2.733,2.527,27,05/10/2022,17:55 h,97.0954,SAN MIGUEL,SAN MIGUEL,ALIANZA PARA EL PROGRESO,HUGO WASHINSTON ZEVALLOS MATOS,1954-05-17T00:00:00,M
210,5,JUNTOS POR EL PERU,,100.0,468,468,"2,934",00000005.jpg,2.973,2.749,27,05/10/2022,17:55 h,97.0954,SAN MIGUEL,SAN MIGUEL,JUNTOS POR EL PERU,FELIX ERNESTO PEREZ TORRES,1975-11-07T00:00:00,M
211,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,468,468,"6,370",00000007.jpg,6.454,5.968,27,05/10/2022,17:55 h,97.0954,SAN MIGUEL,SAN MIGUEL,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,EDUARDO JAVIER BLESS CABREJAS,1977-09-19T00:00:00,M
