,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,ubigeo_reniec,departamento,provincia,distrito
0,10,PARTIDO MORADO,,100.0,70,70,89,00000010.jpg,0.689,0.589,10/10/2022,10:52 h,100.0000,10101,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
1,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,70,70,556,00000015.jpg,4.302,3.679,10/10/2022,10:52 h,100.0000,10101,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
2,4,ALIANZA PARA EL PROGRESO,,100.0,70,70,"1,062",00000004.jpg,8.217,7.028,10/10/2022,10:52 h,100.0000,10101,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
3,5,JUNTOS POR EL PERU,,100.0,70,70,"1,403",00000005.jpg,10.855,9.285,10/10/2022,10:52 h,100.0000,10101,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
4,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,70,70,"2,065",00000017.jpg,15.977,13.666,10/10/2022,10:52 h,100.0000,10101,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
5,3,RENOVACION POPULAR,,100.0,70,70,"2,814",00000003.jpg,21.772,18.622,10/10/2022,10:52 h,100.0000,10101,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
6,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,70,70,"4,936",00000016.jpg,38.19,32.665,10/10/2022,10:52 h,100.0000,10101,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
7,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,2,2,1,00000015.jpg,0.395,0.342,10/10/2022,10:52 h,100.0000,10102,10102,AMAZONAS,CHACHAPOYAS,ASUNCION
8,10,PARTIDO MORADO,,100.0,2,2,1,00000010.jpg,0.395,0.342,10/10/2022,10:52 h,100.0000,10102,10102,AMAZONAS,CHACHAPOYAS,ASUNCION
9,5,JUNTOS POR EL PERU,,100.0,2,2,11,00000005.jpg,4.348,3.767,10/10/2022,10:52 h,100.0000,10102,10102,AMAZONAS,CHACHAPOYAS,ASUNCION
10,3,RENOVACION POPULAR,,100.0,2,2,12,00000003.jpg,4.743,4.11,10/10/2022,10:52 h,100.0000,10102,10102,AMAZONAS,CHACHAPOYAS,ASUNCION
11,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,2,2,29,00000016.jpg,11.462,9.932,10/10/2022,10:52 h,100.0000,10102,10102,AMAZONAS,CHACHAPOYAS,ASUNCION
12,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,2,2,89,00000017.jpg,35.178,30.479,10/10/2022,10:52 h,100.0000,10102,10102,AMAZONAS,CHACHAPOYAS,ASUNCION
13,4,ALIANZA PARA EL PROGRESO,,100.0,2,2,110,00000004.jpg,43.478,37.671,10/10/2022,10:52 h,100.0000,10102,10102,AMAZONAS,CHACHAPOYAS,ASUNCION
14,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,4,4,1,00000015.jpg,0.132,0.123,10/10/2022,10:52 h,100.0000,10103,10103,AMAZONAS,CHACHAPOYAS,BALSAS
15,10,PARTIDO MORADO,,100.0,4,4,1,00000010.jpg,0.132,0.123,10/10/2022,10:52 h,100.0000,10103,10103,AMAZONAS,CHACHAPOYAS,BALSAS
16,5,JUNTOS POR EL PERU,,100.0,4,4,7,00000005.jpg,0.923,0.858,10/10/2022,10:52 h,100.0000,10103,10103,AMAZONAS,CHACHAPOYAS,BALSAS
17,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,4,4,65,00000017.jpg,8.575,7.966,10/10/2022,10:52 h,100.0000,10103,10103,AMAZONAS,CHACHAPOYAS,BALSAS
18,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,4,4,175,00000016.jpg,23.087,21.446,10/10/2022,10:52 h,100.0000,10103,10103,AMAZONAS,CHACHAPOYAS,BALSAS
19,3,RENOVACION POPULAR,,100.0,4,4,200,00000003.jpg,26.385,24.51,10/10/2022,10:52 h,100.0000,10103,10103,AMAZONAS,CHACHAPOYAS,BALSAS
20,4,ALIANZA PARA EL PROGRESO,,100.0,4,4,309,00000004.jpg,40.765,37.868,10/10/2022,10:52 h,100.0000,10103,10103,AMAZONAS,CHACHAPOYAS,BALSAS
21,10,PARTIDO MORADO,,100.0,3,3,1,00000010.jpg,0.206,0.18,10/10/2022,10:52 h,100.0000,10104,10104,AMAZONAS,CHACHAPOYAS,CHETO
22,4,ALIANZA PARA EL PROGRESO,,100.0,3,3,5,00000004.jpg,1.029,0.901,10/10/2022,10:52 h,100.0000,10104,10104,AMAZONAS,CHACHAPOYAS,CHETO
23,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,3,3,9,00000015.jpg,1.852,1.622,10/10/2022,10:52 h,100.0000,10104,10104,AMAZONAS,CHACHAPOYAS,CHETO
24,5,JUNTOS POR EL PERU,,100.0,3,3,16,00000005.jpg,3.292,2.883,10/10/2022,10:52 h,100.0000,10104,10104,AMAZONAS,CHACHAPOYAS,CHETO
25,3,RENOVACION POPULAR,,100.0,3,3,37,00000003.jpg,7.613,6.667,10/10/2022,10:52 h,100.0000,10104,10104,AMAZONAS,CHACHAPOYAS,CHETO
26,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,3,3,177,00000016.jpg,36.42,31.892,10/10/2022,10:52 h,100.0000,10104,10104,AMAZONAS,CHACHAPOYAS,CHETO
27,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,3,3,241,00000017.jpg,49.588,43.423,10/10/2022,10:52 h,100.0000,10104,10104,AMAZONAS,CHACHAPOYAS,CHETO
28,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,3,3,0,00000015.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,10105,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN
29,10,PARTIDO MORADO,,100.0,3,3,0,00000010.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,10105,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN
30,4,ALIANZA PARA EL PROGRESO,,100.0,3,3,17,00000004.jpg,2.967,2.681,10/10/2022,10:52 h,100.0000,10105,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN
31,5,JUNTOS POR EL PERU,,100.0,3,3,38,00000005.jpg,6.632,5.994,10/10/2022,10:52 h,100.0000,10105,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN
32,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,3,3,123,00000017.jpg,21.466,19.401,10/10/2022,10:52 h,100.0000,10105,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN
33,3,RENOVACION POPULAR,,100.0,3,3,192,00000003.jpg,33.508,30.284,10/10/2022,10:52 h,100.0000,10105,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN
34,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,3,3,203,00000016.jpg,35.428,32.019,10/10/2022,10:52 h,100.0000,10105,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN
35,10,PARTIDO MORADO,,100.0,6,6,0,00000010.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,10106,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
36,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,6,6,1,00000015.jpg,0.103,0.094,10/10/2022,10:52 h,100.0000,10106,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
37,4,ALIANZA PARA EL PROGRESO,,100.0,6,6,21,00000004.jpg,2.156,1.964,10/10/2022,10:52 h,100.0000,10106,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
38,5,JUNTOS POR EL PERU,,100.0,6,6,86,00000005.jpg,8.83,8.045,10/10/2022,10:52 h,100.0000,10106,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
39,3,RENOVACION POPULAR,,100.0,6,6,104,00000003.jpg,10.678,9.729,10/10/2022,10:52 h,100.0000,10106,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
40,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,6,6,293,00000017.jpg,30.082,27.409,10/10/2022,10:52 h,100.0000,10106,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
41,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,6,6,469,00000016.jpg,48.152,43.873,10/10/2022,10:52 h,100.0000,10106,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
42,10,PARTIDO MORADO,,100.0,2,2,1,00000010.jpg,0.265,0.239,10/10/2022,10:52 h,100.0000,10107,10107,AMAZONAS,CHACHAPOYAS,GRANADA
43,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,2,2,3,00000015.jpg,0.794,0.716,10/10/2022,10:52 h,100.0000,10107,10107,AMAZONAS,CHACHAPOYAS,GRANADA
44,5,JUNTOS POR EL PERU,,100.0,2,2,4,00000005.jpg,1.058,0.955,10/10/2022,10:52 h,100.0000,10107,10107,AMAZONAS,CHACHAPOYAS,GRANADA
45,4,ALIANZA PARA EL PROGRESO,,100.0,2,2,7,00000004.jpg,1.852,1.671,10/10/2022,10:52 h,100.0000,10107,10107,AMAZONAS,CHACHAPOYAS,GRANADA
46,3,RENOVACION POPULAR,,100.0,2,2,18,00000003.jpg,4.762,4.296,10/10/2022,10:52 h,100.0000,10107,10107,AMAZONAS,CHACHAPOYAS,GRANADA
47,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,2,2,148,00000016.jpg,39.153,35.322,10/10/2022,10:52 h,100.0000,10107,10107,AMAZONAS,CHACHAPOYAS,GRANADA
48,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,2,2,197,00000017.jpg,52.116,47.017,10/10/2022,10:52 h,100.0000,10107,10107,AMAZONAS,CHACHAPOYAS,GRANADA
49,10,PARTIDO MORADO,,100.0,3,3,1,00000010.jpg,0.216,0.174,10/10/2022,10:52 h,100.0000,10108,10108,AMAZONAS,CHACHAPOYAS,HUANCAS
50,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,3,3,4,00000015.jpg,0.866,0.694,10/10/2022,10:52 h,100.0000,10108,10108,AMAZONAS,CHACHAPOYAS,HUANCAS
51,5,JUNTOS POR EL PERU,,100.0,3,3,10,00000005.jpg,2.165,1.736,10/10/2022,10:52 h,100.0000,10108,10108,AMAZONAS,CHACHAPOYAS,HUANCAS
52,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,3,3,40,00000017.jpg,8.658,6.944,10/10/2022,10:52 h,100.0000,10108,10108,AMAZONAS,CHACHAPOYAS,HUANCAS
53,3,RENOVACION POPULAR,,100.0,3,3,105,00000003.jpg,22.727,18.229,10/10/2022,10:52 h,100.0000,10108,10108,AMAZONAS,CHACHAPOYAS,HUANCAS
54,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,3,3,110,00000016.jpg,23.81,19.097,10/10/2022,10:52 h,100.0000,10108,10108,AMAZONAS,CHACHAPOYAS,HUANCAS
55,4,ALIANZA PARA EL PROGRESO,,100.0,3,3,192,00000004.jpg,41.558,33.333,10/10/2022,10:52 h,100.0000,10108,10108,AMAZONAS,CHACHAPOYAS,HUANCAS
56,10,PARTIDO MORADO,,100.0,15,15,3,00000010.jpg,0.105,0.09,10/10/2022,10:52 h,100.0000,10109,10109,AMAZONAS,CHACHAPOYAS,LA JALCA
57,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,15,15,14,00000015.jpg,0.49,0.421,10/10/2022,10:52 h,100.0000,10109,10109,AMAZONAS,CHACHAPOYAS,LA JALCA
58,4,ALIANZA PARA EL PROGRESO,,100.0,15,15,123,00000004.jpg,4.302,3.697,10/10/2022,10:52 h,100.0000,10109,10109,AMAZONAS,CHACHAPOYAS,LA JALCA
59,3,RENOVACION POPULAR,,100.0,15,15,179,00000003.jpg,6.261,5.38,10/10/2022,10:52 h,100.0000,10109,10109,AMAZONAS,CHACHAPOYAS,LA JALCA
60,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,15,15,519,00000017.jpg,18.153,15.6,10/10/2022,10:52 h,100.0000,10109,10109,AMAZONAS,CHACHAPOYAS,LA JALCA
61,5,JUNTOS POR EL PERU,,100.0,15,15,944,00000005.jpg,33.019,28.374,10/10/2022,10:52 h,100.0000,10109,10109,AMAZONAS,CHACHAPOYAS,LA JALCA
62,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,15,15,"1,077",00000016.jpg,37.671,32.372,10/10/2022,10:52 h,100.0000,10109,10109,AMAZONAS,CHACHAPOYAS,LA JALCA
63,10,PARTIDO MORADO,,100.0,10,10,3,00000010.jpg,0.169,0.15,10/10/2022,10:52 h,100.0000,10110,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA
64,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,10,10,14,00000015.jpg,0.788,0.699,10/10/2022,10:52 h,100.0000,10110,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA
65,5,JUNTOS POR EL PERU,,100.0,10,10,92,00000005.jpg,5.177,4.593,10/10/2022,10:52 h,100.0000,10110,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA
66,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,10,10,271,00000016.jpg,15.25,13.53,10/10/2022,10:52 h,100.0000,10110,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA
67,4,ALIANZA PARA EL PROGRESO,,100.0,10,10,311,00000004.jpg,17.501,15.527,10/10/2022,10:52 h,100.0000,10110,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA
68,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,10,10,496,00000017.jpg,27.912,24.763,10/10/2022,10:52 h,100.0000,10110,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA
69,3,RENOVACION POPULAR,,100.0,10,10,590,00000003.jpg,33.202,29.456,10/10/2022,10:52 h,100.0000,10110,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA
70,10,PARTIDO MORADO,,100.0,3,3,0,00000010.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,10111,10111,AMAZONAS,CHACHAPOYAS,LEVANTO
71,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,3,3,4,00000015.jpg,0.574,0.517,10/10/2022,10:52 h,100.0000,10111,10111,AMAZONAS,CHACHAPOYAS,LEVANTO
72,5,JUNTOS POR EL PERU,,100.0,3,3,40,00000005.jpg,5.739,5.175,10/10/2022,10:52 h,100.0000,10111,10111,AMAZONAS,CHACHAPOYAS,LEVANTO
73,4,ALIANZA PARA EL PROGRESO,,100.0,3,3,83,00000004.jpg,11.908,10.737,10/10/2022,10:52 h,100.0000,10111,10111,AMAZONAS,CHACHAPOYAS,LEVANTO
74,3,RENOVACION POPULAR,,100.0,3,3,141,00000003.jpg,20.23,18.241,10/10/2022,10:52 h,100.0000,10111,10111,AMAZONAS,CHACHAPOYAS,LEVANTO
75,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,3,3,194,00000016.jpg,27.834,25.097,10/10/2022,10:52 h,100.0000,10111,10111,AMAZONAS,CHACHAPOYAS,LEVANTO
76,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,3,3,235,00000017.jpg,33.716,30.401,10/10/2022,10:52 h,100.0000,10111,10111,AMAZONAS,CHACHAPOYAS,LEVANTO
77,10,PARTIDO MORADO,,100.0,3,3,0,00000010.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,10112,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA
78,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,3,3,6,00000015.jpg,1.095,0.952,10/10/2022,10:52 h,100.0000,10112,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA
79,4,ALIANZA PARA EL PROGRESO,,100.0,3,3,45,00000004.jpg,8.212,7.143,10/10/2022,10:52 h,100.0000,10112,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA
80,3,RENOVACION POPULAR,,100.0,3,3,94,00000003.jpg,17.153,14.921,10/10/2022,10:52 h,100.0000,10112,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA
81,5,JUNTOS POR EL PERU,,100.0,3,3,98,00000005.jpg,17.883,15.556,10/10/2022,10:52 h,100.0000,10112,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA
82,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,3,3,143,00000016.jpg,26.095,22.698,10/10/2022,10:52 h,100.0000,10112,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA
83,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,3,3,162,00000017.jpg,29.562,25.714,10/10/2022,10:52 h,100.0000,10112,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA
84,10,PARTIDO MORADO,,100.0,3,3,0,00000010.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,10113,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA
85,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,3,3,4,00000015.jpg,0.734,0.627,10/10/2022,10:52 h,100.0000,10113,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA
86,3,RENOVACION POPULAR,,100.0,3,3,21,00000003.jpg,3.853,3.292,10/10/2022,10:52 h,100.0000,10113,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA
87,5,JUNTOS POR EL PERU,,100.0,3,3,27,00000005.jpg,4.954,4.232,10/10/2022,10:52 h,100.0000,10113,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA
88,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,3,3,96,00000017.jpg,17.615,15.047,10/10/2022,10:52 h,100.0000,10113,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA
89,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,3,3,186,00000016.jpg,34.128,29.154,10/10/2022,10:52 h,100.0000,10113,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA
90,4,ALIANZA PARA EL PROGRESO,,100.0,3,3,211,00000004.jpg,38.716,33.072,10/10/2022,10:52 h,100.0000,10113,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA
91,10,PARTIDO MORADO,,100.0,7,7,2,00000010.jpg,0.147,0.127,10/10/2022,10:52 h,100.0000,10114,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA
92,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,7,7,17,00000015.jpg,1.253,1.083,10/10/2022,10:52 h,100.0000,10114,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA
93,5,JUNTOS POR EL PERU,,100.0,7,7,40,00000005.jpg,2.948,2.549,10/10/2022,10:52 h,100.0000,10114,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA
94,4,ALIANZA PARA EL PROGRESO,,100.0,7,7,74,00000004.jpg,5.453,4.716,10/10/2022,10:52 h,100.0000,10114,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA
95,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,7,7,316,00000017.jpg,23.287,20.14,10/10/2022,10:52 h,100.0000,10114,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA
96,3,RENOVACION POPULAR,,100.0,7,7,423,00000003.jpg,31.172,26.96,10/10/2022,10:52 h,100.0000,10114,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA
97,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,7,7,485,00000016.jpg,35.741,30.911,10/10/2022,10:52 h,100.0000,10114,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA
98,10,PARTIDO MORADO,,100.0,3,3,0,00000010.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,10115,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO
99,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,3,3,5,00000015.jpg,1.114,0.943,10/10/2022,10:52 h,100.0000,10115,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO
100,4,ALIANZA PARA EL PROGRESO,,100.0,3,3,8,00000004.jpg,1.782,1.509,10/10/2022,10:52 h,100.0000,10115,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO
101,3,RENOVACION POPULAR,,100.0,3,3,22,00000003.jpg,4.9,4.151,10/10/2022,10:52 h,100.0000,10115,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO
102,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,3,3,77,00000016.jpg,17.149,14.528,10/10/2022,10:52 h,100.0000,10115,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO
103,5,JUNTOS POR EL PERU,,100.0,3,3,129,00000005.jpg,28.731,24.34,10/10/2022,10:52 h,100.0000,10115,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO
104,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,3,3,208,00000017.jpg,46.325,39.245,10/10/2022,10:52 h,100.0000,10115,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO
105,10,PARTIDO MORADO,,100.0,2,2,0,00000010.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,10116,10116,AMAZONAS,CHACHAPOYAS,OLLEROS
106,4,ALIANZA PARA EL PROGRESO,,100.0,2,2,1,00000004.jpg,0.373,0.306,10/10/2022,10:52 h,100.0000,10116,10116,AMAZONAS,CHACHAPOYAS,OLLEROS
107,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,2,2,2,00000015.jpg,0.746,0.612,10/10/2022,10:52 h,100.0000,10116,10116,AMAZONAS,CHACHAPOYAS,OLLEROS
108,5,JUNTOS POR EL PERU,,100.0,2,2,3,00000005.jpg,1.119,0.917,10/10/2022,10:52 h,100.0000,10116,10116,AMAZONAS,CHACHAPOYAS,OLLEROS
109,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,2,2,62,00000016.jpg,23.134,18.96,10/10/2022,10:52 h,100.0000,10116,10116,AMAZONAS,CHACHAPOYAS,OLLEROS
110,3,RENOVACION POPULAR,,100.0,2,2,80,00000003.jpg,29.851,24.465,10/10/2022,10:52 h,100.0000,10116,10116,AMAZONAS,CHACHAPOYAS,OLLEROS
111,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,2,2,120,00000017.jpg,44.776,36.697,10/10/2022,10:52 h,100.0000,10116,10116,AMAZONAS,CHACHAPOYAS,OLLEROS
112,10,PARTIDO MORADO,,100.0,4,4,1,00000010.jpg,0.152,0.13,10/10/2022,10:52 h,100.0000,10117,10117,AMAZONAS,CHACHAPOYAS,QUINJALCA
113,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,4,4,2,00000015.jpg,0.303,0.261,10/10/2022,10:52 h,100.0000,10117,10117,AMAZONAS,CHACHAPOYAS,QUINJALCA
114,5,JUNTOS POR EL PERU,,100.0,4,4,14,00000005.jpg,2.124,1.825,10/10/2022,10:52 h,100.0000,10117,10117,AMAZONAS,CHACHAPOYAS,QUINJALCA
115,4,ALIANZA PARA EL PROGRESO,,100.0,4,4,101,00000004.jpg,15.326,13.168,10/10/2022,10:52 h,100.0000,10117,10117,AMAZONAS,CHACHAPOYAS,QUINJALCA
116,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,4,4,144,00000017.jpg,21.851,18.774,10/10/2022,10:52 h,100.0000,10117,10117,AMAZONAS,CHACHAPOYAS,QUINJALCA
117,3,RENOVACION POPULAR,,100.0,4,4,175,00000003.jpg,26.555,22.816,10/10/2022,10:52 h,100.0000,10117,10117,AMAZONAS,CHACHAPOYAS,QUINJALCA
118,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,4,4,222,00000016.jpg,33.687,28.944,10/10/2022,10:52 h,100.0000,10117,10117,AMAZONAS,CHACHAPOYAS,QUINJALCA
119,10,PARTIDO MORADO,,100.0,2,2,0,00000010.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,10118,10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS
120,4,ALIANZA PARA EL PROGRESO,,100.0,2,2,5,00000004.jpg,2.128,1.832,10/10/2022,10:52 h,100.0000,10118,10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS
121,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,2,2,10,00000015.jpg,4.255,3.663,10/10/2022,10:52 h,100.0000,10118,10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS
122,5,JUNTOS POR EL PERU,,100.0,2,2,22,00000005.jpg,9.362,8.059,10/10/2022,10:52 h,100.0000,10118,10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS
123,3,RENOVACION POPULAR,,100.0,2,2,32,00000003.jpg,13.617,11.722,10/10/2022,10:52 h,100.0000,10118,10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS
124,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,2,2,76,00000017.jpg,32.34,27.839,10/10/2022,10:52 h,100.0000,10118,10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS
125,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,2,2,90,00000016.jpg,38.298,32.967,10/10/2022,10:52 h,100.0000,10118,10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS
126,10,PARTIDO MORADO,,100.0,2,2,0,00000010.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,10119,10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO
127,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,2,2,2,00000015.jpg,0.429,0.392,10/10/2022,10:52 h,100.0000,10119,10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO
128,5,JUNTOS POR EL PERU,,100.0,2,2,3,00000005.jpg,0.644,0.588,10/10/2022,10:52 h,100.0000,10119,10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO
129,4,ALIANZA PARA EL PROGRESO,,100.0,2,2,23,00000004.jpg,4.936,4.51,10/10/2022,10:52 h,100.0000,10119,10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO
130,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,2,2,51,00000016.jpg,10.944,10.0,10/10/2022,10:52 h,100.0000,10119,10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO
131,3,RENOVACION POPULAR,,100.0,2,2,174,00000003.jpg,37.339,34.118,10/10/2022,10:52 h,100.0000,10119,10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO
