,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,ubigeo_reniec,departamento,provincia,distrito
7641,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,26,26,101,00000063.jpg,2.032,1.761,10/10/2022,10:52 h,100.0000,110502,110502,JUNIN,TARMA,ACOBAMBA
7642,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,26,26,230,00000002.jpg,4.628,4.01,10/10/2022,10:52 h,100.0000,110502,110502,JUNIN,TARMA,ACOBAMBA
7643,3,RENOVACION POPULAR,,100.0,26,26,288,00000003.jpg,5.795,5.022,10/10/2022,10:52 h,100.0000,110502,110502,JUNIN,TARMA,ACOBAMBA
7644,62,JUNIN RENACE,,100.0,26,26,365,00000062.jpg,7.344,6.364,10/10/2022,10:52 h,100.0000,110502,110502,JUNIN,TARMA,ACOBAMBA
7645,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,26,26,"1,377",00000061.jpg,27.706,24.01,10/10/2022,10:52 h,100.0000,110502,110502,JUNIN,TARMA,ACOBAMBA
7646,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,26,26,"2,557",00000060.jpg,51.449,44.586,10/10/2022,10:52 h,100.0000,110502,110502,JUNIN,TARMA,ACOBAMBA
7647,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,7,7,2,00000065.jpg,0.16,0.141,10/10/2022,10:52 h,100.0000,110503,110503,JUNIN,TARMA,HUARICOLCA
7648,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,7,7,44,00000063.jpg,3.526,3.107,10/10/2022,10:52 h,100.0000,110503,110503,JUNIN,TARMA,HUARICOLCA
7649,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,7,7,67,00000002.jpg,5.369,4.732,10/10/2022,10:52 h,100.0000,110503,110503,JUNIN,TARMA,HUARICOLCA
7650,3,RENOVACION POPULAR,,100.0,7,7,92,00000003.jpg,7.372,6.497,10/10/2022,10:52 h,100.0000,110503,110503,JUNIN,TARMA,HUARICOLCA
7651,62,JUNIN RENACE,,100.0,7,7,171,00000062.jpg,13.702,12.076,10/10/2022,10:52 h,100.0000,110503,110503,JUNIN,TARMA,HUARICOLCA
7652,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,7,7,397,00000061.jpg,31.811,28.037,10/10/2022,10:52 h,100.0000,110503,110503,JUNIN,TARMA,HUARICOLCA
7653,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,7,7,475,00000060.jpg,38.061,33.545,10/10/2022,10:52 h,100.0000,110503,110503,JUNIN,TARMA,HUARICOLCA
7654,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,27,27,75,00000063.jpg,1.756,1.241,10/10/2022,10:52 h,100.0000,110504,110504,JUNIN,TARMA,HUASAHUASI
7655,3,RENOVACION POPULAR,,100.0,27,27,183,00000003.jpg,4.286,3.027,10/10/2022,10:52 h,100.0000,110504,110504,JUNIN,TARMA,HUASAHUASI
7656,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,27,27,361,00000065.jpg,8.454,5.972,10/10/2022,10:52 h,100.0000,110504,110504,JUNIN,TARMA,HUASAHUASI
7657,62,JUNIN RENACE,,100.0,27,27,522,00000062.jpg,12.225,8.635,10/10/2022,10:52 h,100.0000,110504,110504,JUNIN,TARMA,HUASAHUASI
7658,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,27,27,898,00000002.jpg,21.03,14.855,10/10/2022,10:52 h,100.0000,110504,110504,JUNIN,TARMA,HUASAHUASI
7659,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,27,27,914,00000060.jpg,21.405,15.12,10/10/2022,10:52 h,100.0000,110504,110504,JUNIN,TARMA,HUASAHUASI
7660,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,27,27,"1,317",00000061.jpg,30.843,21.787,10/10/2022,10:52 h,100.0000,110504,110504,JUNIN,TARMA,HUASAHUASI
7661,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,9,9,16,00000065.jpg,0.876,0.767,10/10/2022,10:52 h,100.0000,110505,110505,JUNIN,TARMA,LA UNION
7662,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,9,9,116,00000063.jpg,6.353,5.561,10/10/2022,10:52 h,100.0000,110505,110505,JUNIN,TARMA,LA UNION
7663,3,RENOVACION POPULAR,,100.0,9,9,194,00000003.jpg,10.624,9.3,10/10/2022,10:52 h,100.0000,110505,110505,JUNIN,TARMA,LA UNION
7664,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,9,9,221,00000002.jpg,12.103,10.594,10/10/2022,10:52 h,100.0000,110505,110505,JUNIN,TARMA,LA UNION
7665,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,9,9,263,00000061.jpg,14.403,12.608,10/10/2022,10:52 h,100.0000,110505,110505,JUNIN,TARMA,LA UNION
7666,62,JUNIN RENACE,,100.0,9,9,480,00000062.jpg,26.287,23.011,10/10/2022,10:52 h,100.0000,110505,110505,JUNIN,TARMA,LA UNION
7667,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,9,9,536,00000060.jpg,29.354,25.695,10/10/2022,10:52 h,100.0000,110505,110505,JUNIN,TARMA,LA UNION
7668,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,18,18,38,00000063.jpg,1.218,0.976,10/10/2022,10:52 h,100.0000,110506,110506,JUNIN,TARMA,PALCA
7669,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,18,18,106,00000002.jpg,3.399,2.721,10/10/2022,10:52 h,100.0000,110506,110506,JUNIN,TARMA,PALCA
7670,3,RENOVACION POPULAR,,100.0,18,18,124,00000003.jpg,3.976,3.184,10/10/2022,10:52 h,100.0000,110506,110506,JUNIN,TARMA,PALCA
7671,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,18,18,270,00000065.jpg,8.657,6.932,10/10/2022,10:52 h,100.0000,110506,110506,JUNIN,TARMA,PALCA
7672,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,18,18,474,00000061.jpg,15.197,12.169,10/10/2022,10:52 h,100.0000,110506,110506,JUNIN,TARMA,PALCA
7673,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,18,18,"1,006",00000060.jpg,32.254,25.828,10/10/2022,10:52 h,100.0000,110506,110506,JUNIN,TARMA,PALCA
7674,62,JUNIN RENACE,,100.0,18,18,"1,101",00000062.jpg,35.3,28.267,10/10/2022,10:52 h,100.0000,110506,110506,JUNIN,TARMA,PALCA
7675,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,12,12,4,00000065.jpg,0.184,0.165,10/10/2022,10:52 h,100.0000,110507,110507,JUNIN,TARMA,PALCAMAYO
7676,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,12,12,14,00000063.jpg,0.644,0.578,10/10/2022,10:52 h,100.0000,110507,110507,JUNIN,TARMA,PALCAMAYO
7677,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,12,12,32,00000002.jpg,1.472,1.321,10/10/2022,10:52 h,100.0000,110507,110507,JUNIN,TARMA,PALCAMAYO
7678,3,RENOVACION POPULAR,,100.0,12,12,58,00000003.jpg,2.668,2.394,10/10/2022,10:52 h,100.0000,110507,110507,JUNIN,TARMA,PALCAMAYO
7679,62,JUNIN RENACE,,100.0,12,12,647,00000062.jpg,29.761,26.702,10/10/2022,10:52 h,100.0000,110507,110507,JUNIN,TARMA,PALCAMAYO
7680,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,12,12,671,00000060.jpg,30.865,27.693,10/10/2022,10:52 h,100.0000,110507,110507,JUNIN,TARMA,PALCAMAYO
7681,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,12,12,748,00000061.jpg,34.407,30.871,10/10/2022,10:52 h,100.0000,110507,110507,JUNIN,TARMA,PALCAMAYO
7682,3,RENOVACION POPULAR,,100.0,11,11,50,00000003.jpg,2.765,2.296,10/10/2022,10:52 h,100.0000,110508,110508,JUNIN,TARMA,SAN PEDRO DE CAJAS
7683,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,11,11,62,00000065.jpg,3.429,2.847,10/10/2022,10:52 h,100.0000,110508,110508,JUNIN,TARMA,SAN PEDRO DE CAJAS
7684,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,11,11,109,00000002.jpg,6.029,5.005,10/10/2022,10:52 h,100.0000,110508,110508,JUNIN,TARMA,SAN PEDRO DE CAJAS
7685,62,JUNIN RENACE,,100.0,11,11,110,00000062.jpg,6.084,5.051,10/10/2022,10:52 h,100.0000,110508,110508,JUNIN,TARMA,SAN PEDRO DE CAJAS
7686,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,11,11,443,00000060.jpg,24.502,20.34,10/10/2022,10:52 h,100.0000,110508,110508,JUNIN,TARMA,SAN PEDRO DE CAJAS
7687,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,11,11,462,00000063.jpg,25.553,21.212,10/10/2022,10:52 h,100.0000,110508,110508,JUNIN,TARMA,SAN PEDRO DE CAJAS
7688,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,11,11,572,00000061.jpg,31.637,26.263,10/10/2022,10:52 h,100.0000,110508,110508,JUNIN,TARMA,SAN PEDRO DE CAJAS
7689,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,12,12,19,00000063.jpg,0.969,0.754,10/10/2022,10:52 h,100.0000,110509,110509,JUNIN,TARMA,TAPO
7690,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,12,12,41,00000065.jpg,2.092,1.627,10/10/2022,10:52 h,100.0000,110509,110509,JUNIN,TARMA,TAPO
7691,3,RENOVACION POPULAR,,100.0,12,12,68,00000003.jpg,3.469,2.698,10/10/2022,10:52 h,100.0000,110509,110509,JUNIN,TARMA,TAPO
7692,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,12,12,189,00000002.jpg,9.643,7.5,10/10/2022,10:52 h,100.0000,110509,110509,JUNIN,TARMA,TAPO
7693,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,12,12,408,00000061.jpg,20.816,16.19,10/10/2022,10:52 h,100.0000,110509,110509,JUNIN,TARMA,TAPO
7694,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,12,12,597,00000060.jpg,30.459,23.69,10/10/2022,10:52 h,100.0000,110509,110509,JUNIN,TARMA,TAPO
7695,62,JUNIN RENACE,,100.0,12,12,638,00000062.jpg,32.551,25.317,10/10/2022,10:52 h,100.0000,110509,110509,JUNIN,TARMA,TAPO
7696,3,RENOVACION POPULAR,,100.0,44,44,152,00000003.jpg,1.811,1.644,10/10/2022,10:52 h,100.0000,110601,110601,JUNIN,YAULI,LA OROYA
7697,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,44,44,154,00000065.jpg,1.835,1.665,10/10/2022,10:52 h,100.0000,110601,110601,JUNIN,YAULI,LA OROYA
7698,9,PODEMOS PERU,,100.0,44,44,651,00000009.jpg,7.757,7.039,10/10/2022,10:52 h,100.0000,110601,110601,JUNIN,YAULI,LA OROYA
7699,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,44,44,794,00000063.jpg,9.461,8.586,10/10/2022,10:52 h,100.0000,110601,110601,JUNIN,YAULI,LA OROYA
7700,62,JUNIN RENACE,,100.0,44,44,"1,068",00000062.jpg,12.726,11.548,10/10/2022,10:52 h,100.0000,110601,110601,JUNIN,YAULI,LA OROYA
7701,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,44,44,"1,681",00000061.jpg,20.031,18.177,10/10/2022,10:52 h,100.0000,110601,110601,JUNIN,YAULI,LA OROYA
7702,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,44,44,"1,858",00000008.jpg,22.14,20.091,10/10/2022,10:52 h,100.0000,110601,110601,JUNIN,YAULI,LA OROYA
7703,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,44,44,"2,034",00000060.jpg,24.237,21.994,10/10/2022,10:52 h,100.0000,110601,110601,JUNIN,YAULI,LA OROYA
7704,3,RENOVACION POPULAR,,100.0,3,3,0,00000003.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,110602,110602,JUNIN,YAULI,CHACAPALPA
7705,9,PODEMOS PERU,,100.0,3,3,7,00000009.jpg,1.452,1.116,10/10/2022,10:52 h,100.0000,110602,110602,JUNIN,YAULI,CHACAPALPA
7706,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,3,3,8,00000065.jpg,1.66,1.276,10/10/2022,10:52 h,100.0000,110602,110602,JUNIN,YAULI,CHACAPALPA
7707,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,3,3,18,00000063.jpg,3.734,2.871,10/10/2022,10:52 h,100.0000,110602,110602,JUNIN,YAULI,CHACAPALPA
7708,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,3,3,59,00000008.jpg,12.241,9.41,10/10/2022,10:52 h,100.0000,110602,110602,JUNIN,YAULI,CHACAPALPA
7709,62,JUNIN RENACE,,100.0,3,3,89,00000062.jpg,18.465,14.195,10/10/2022,10:52 h,100.0000,110602,110602,JUNIN,YAULI,CHACAPALPA
7710,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,3,3,140,00000060.jpg,29.046,22.329,10/10/2022,10:52 h,100.0000,110602,110602,JUNIN,YAULI,CHACAPALPA
7711,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,3,3,161,00000061.jpg,33.402,25.678,10/10/2022,10:52 h,100.0000,110602,110602,JUNIN,YAULI,CHACAPALPA
7712,3,RENOVACION POPULAR,,100.0,4,4,5,00000003.jpg,0.856,0.578,10/10/2022,10:52 h,100.0000,110603,110603,JUNIN,YAULI,HUAY-HUAY
7713,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,4,4,8,00000063.jpg,1.37,0.925,10/10/2022,10:52 h,100.0000,110603,110603,JUNIN,YAULI,HUAY-HUAY
7714,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,4,4,8,00000065.jpg,1.37,0.925,10/10/2022,10:52 h,100.0000,110603,110603,JUNIN,YAULI,HUAY-HUAY
7715,9,PODEMOS PERU,,100.0,4,4,18,00000009.jpg,3.082,2.081,10/10/2022,10:52 h,100.0000,110603,110603,JUNIN,YAULI,HUAY-HUAY
7716,62,JUNIN RENACE,,100.0,4,4,96,00000062.jpg,16.438,11.098,10/10/2022,10:52 h,100.0000,110603,110603,JUNIN,YAULI,HUAY-HUAY
7717,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,4,4,124,00000008.jpg,21.233,14.335,10/10/2022,10:52 h,100.0000,110603,110603,JUNIN,YAULI,HUAY-HUAY
7718,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,4,4,153,00000061.jpg,26.199,17.688,10/10/2022,10:52 h,100.0000,110603,110603,JUNIN,YAULI,HUAY-HUAY
7719,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,4,4,172,00000060.jpg,29.452,19.884,10/10/2022,10:52 h,100.0000,110603,110603,JUNIN,YAULI,HUAY-HUAY
7720,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,5,5,3,00000065.jpg,0.442,0.305,10/10/2022,10:52 h,100.0000,110604,110604,JUNIN,YAULI,MARCAPOMACOCHA
7721,3,RENOVACION POPULAR,,100.0,5,5,7,00000003.jpg,1.032,0.711,10/10/2022,10:52 h,100.0000,110604,110604,JUNIN,YAULI,MARCAPOMACOCHA
7722,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,5,5,16,00000063.jpg,2.36,1.626,10/10/2022,10:52 h,100.0000,110604,110604,JUNIN,YAULI,MARCAPOMACOCHA
7723,62,JUNIN RENACE,,100.0,5,5,16,00000062.jpg,2.36,1.626,10/10/2022,10:52 h,100.0000,110604,110604,JUNIN,YAULI,MARCAPOMACOCHA
7724,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,5,5,17,00000060.jpg,2.507,1.728,10/10/2022,10:52 h,100.0000,110604,110604,JUNIN,YAULI,MARCAPOMACOCHA
7725,9,PODEMOS PERU,,100.0,5,5,38,00000009.jpg,5.605,3.862,10/10/2022,10:52 h,100.0000,110604,110604,JUNIN,YAULI,MARCAPOMACOCHA
7726,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,5,5,262,00000061.jpg,38.643,26.626,10/10/2022,10:52 h,100.0000,110604,110604,JUNIN,YAULI,MARCAPOMACOCHA
7727,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,5,5,319,00000008.jpg,47.05,32.419,10/10/2022,10:52 h,100.0000,110604,110604,JUNIN,YAULI,MARCAPOMACOCHA
7728,3,RENOVACION POPULAR,,100.0,12,12,12,00000003.jpg,0.614,0.531,10/10/2022,10:52 h,100.0000,110605,110605,JUNIN,YAULI,MOROCOCHA
7729,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,12,12,76,00000063.jpg,3.887,3.364,10/10/2022,10:52 h,100.0000,110605,110605,JUNIN,YAULI,MOROCOCHA
7730,9,PODEMOS PERU,,100.0,12,12,83,00000009.jpg,4.246,3.674,10/10/2022,10:52 h,100.0000,110605,110605,JUNIN,YAULI,MOROCOCHA
7731,62,JUNIN RENACE,,100.0,12,12,251,00000062.jpg,12.839,11.111,10/10/2022,10:52 h,100.0000,110605,110605,JUNIN,YAULI,MOROCOCHA
7732,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,12,12,259,00000060.jpg,13.248,11.465,10/10/2022,10:52 h,100.0000,110605,110605,JUNIN,YAULI,MOROCOCHA
7733,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,12,12,294,00000008.jpg,15.038,13.015,10/10/2022,10:52 h,100.0000,110605,110605,JUNIN,YAULI,MOROCOCHA
7734,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,12,12,313,00000065.jpg,16.01,13.856,10/10/2022,10:52 h,100.0000,110605,110605,JUNIN,YAULI,MOROCOCHA
7735,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,12,12,667,00000061.jpg,34.118,29.526,10/10/2022,10:52 h,100.0000,110605,110605,JUNIN,YAULI,MOROCOCHA
7736,3,RENOVACION POPULAR,,100.0,5,5,7,00000003.jpg,0.731,0.642,10/10/2022,10:52 h,100.0000,110606,110606,JUNIN,YAULI,PACCHA
7737,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,5,5,12,00000065.jpg,1.253,1.101,10/10/2022,10:52 h,100.0000,110606,110606,JUNIN,YAULI,PACCHA
7738,9,PODEMOS PERU,,100.0,5,5,34,00000009.jpg,3.549,3.119,10/10/2022,10:52 h,100.0000,110606,110606,JUNIN,YAULI,PACCHA
7739,62,JUNIN RENACE,,100.0,5,5,95,00000062.jpg,9.916,8.716,10/10/2022,10:52 h,100.0000,110606,110606,JUNIN,YAULI,PACCHA
7740,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,5,5,144,00000063.jpg,15.031,13.211,10/10/2022,10:52 h,100.0000,110606,110606,JUNIN,YAULI,PACCHA
7741,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,5,5,178,00000060.jpg,18.58,16.33,10/10/2022,10:52 h,100.0000,110606,110606,JUNIN,YAULI,PACCHA
7742,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,5,5,238,00000061.jpg,24.843,21.835,10/10/2022,10:52 h,100.0000,110606,110606,JUNIN,YAULI,PACCHA
7743,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,5,5,250,00000008.jpg,26.096,22.936,10/10/2022,10:52 h,100.0000,110606,110606,JUNIN,YAULI,PACCHA
7744,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,3,3,0,00000065.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,110607,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
7745,3,RENOVACION POPULAR,,100.0,3,3,2,00000003.jpg,0.714,0.423,10/10/2022,10:52 h,100.0000,110607,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
7746,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,3,3,8,00000063.jpg,2.857,1.691,10/10/2022,10:52 h,100.0000,110607,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
7747,62,JUNIN RENACE,,100.0,3,3,13,00000062.jpg,4.643,2.748,10/10/2022,10:52 h,100.0000,110607,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
7748,9,PODEMOS PERU,,100.0,3,3,15,00000009.jpg,5.357,3.171,10/10/2022,10:52 h,100.0000,110607,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
7749,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,3,3,23,00000060.jpg,8.214,4.863,10/10/2022,10:52 h,100.0000,110607,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
7750,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,3,3,34,00000008.jpg,12.143,7.188,10/10/2022,10:52 h,100.0000,110607,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
7751,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,3,3,185,00000061.jpg,66.071,39.112,10/10/2022,10:52 h,100.0000,110607,110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN
7752,3,RENOVACION POPULAR,,100.0,3,3,2,00000003.jpg,0.541,0.332,10/10/2022,10:52 h,100.0000,110608,110608,JUNIN,YAULI,SUITUCANCHA
7753,9,PODEMOS PERU,,100.0,3,3,6,00000009.jpg,1.622,0.995,10/10/2022,10:52 h,100.0000,110608,110608,JUNIN,YAULI,SUITUCANCHA
7754,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,3,3,7,00000065.jpg,1.892,1.161,10/10/2022,10:52 h,100.0000,110608,110608,JUNIN,YAULI,SUITUCANCHA
7755,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,3,3,34,00000061.jpg,9.189,5.638,10/10/2022,10:52 h,100.0000,110608,110608,JUNIN,YAULI,SUITUCANCHA
7756,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,3,3,39,00000063.jpg,10.541,6.468,10/10/2022,10:52 h,100.0000,110608,110608,JUNIN,YAULI,SUITUCANCHA
7757,62,JUNIN RENACE,,100.0,3,3,39,00000062.jpg,10.541,6.468,10/10/2022,10:52 h,100.0000,110608,110608,JUNIN,YAULI,SUITUCANCHA
7758,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,3,3,68,00000008.jpg,18.378,11.277,10/10/2022,10:52 h,100.0000,110608,110608,JUNIN,YAULI,SUITUCANCHA
7759,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,3,3,175,00000060.jpg,47.297,29.022,10/10/2022,10:52 h,100.0000,110608,110608,JUNIN,YAULI,SUITUCANCHA
7760,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,9,9,13,00000065.jpg,0.948,0.725,10/10/2022,10:52 h,100.0000,110609,110609,JUNIN,YAULI,YAULI
7761,3,RENOVACION POPULAR,,100.0,9,9,15,00000003.jpg,1.094,0.837,10/10/2022,10:52 h,100.0000,110609,110609,JUNIN,YAULI,YAULI
7762,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,9,9,30,00000063.jpg,2.188,1.673,10/10/2022,10:52 h,100.0000,110609,110609,JUNIN,YAULI,YAULI
7763,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,9,9,105,00000008.jpg,7.659,5.856,10/10/2022,10:52 h,100.0000,110609,110609,JUNIN,YAULI,YAULI
7764,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,9,9,149,00000060.jpg,10.868,8.31,10/10/2022,10:52 h,100.0000,110609,110609,JUNIN,YAULI,YAULI
7765,62,JUNIN RENACE,,100.0,9,9,205,00000062.jpg,14.953,11.433,10/10/2022,10:52 h,100.0000,110609,110609,JUNIN,YAULI,YAULI
7766,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,9,9,302,00000061.jpg,22.028,16.843,10/10/2022,10:52 h,100.0000,110609,110609,JUNIN,YAULI,YAULI
7767,9,PODEMOS PERU,,100.0,9,9,552,00000009.jpg,40.263,30.786,10/10/2022,10:52 h,100.0000,110609,110609,JUNIN,YAULI,YAULI
7768,3,RENOVACION POPULAR,,100.0,22,22,67,00000003.jpg,1.61,1.447,10/10/2022,10:52 h,100.0000,110610,110610,JUNIN,YAULI,SANTA ROSA DE SACCO
7769,9,PODEMOS PERU,,100.0,22,22,180,00000009.jpg,4.326,3.889,10/10/2022,10:52 h,100.0000,110610,110610,JUNIN,YAULI,SANTA ROSA DE SACCO
7770,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,22,22,303,00000063.jpg,7.282,6.546,10/10/2022,10:52 h,100.0000,110610,110610,JUNIN,YAULI,SANTA ROSA DE SACCO
7771,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,22,22,402,00000065.jpg,9.661,8.684,10/10/2022,10:52 h,100.0000,110610,110610,JUNIN,YAULI,SANTA ROSA DE SACCO
7772,62,JUNIN RENACE,,100.0,22,22,618,00000062.jpg,14.852,13.351,10/10/2022,10:52 h,100.0000,110610,110610,JUNIN,YAULI,SANTA ROSA DE SACCO
7773,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,22,22,802,00000061.jpg,19.274,17.326,10/10/2022,10:52 h,100.0000,110610,110610,JUNIN,YAULI,SANTA ROSA DE SACCO
7774,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,22,22,825,00000008.jpg,19.827,17.822,10/10/2022,10:52 h,100.0000,110610,110610,JUNIN,YAULI,SANTA ROSA DE SACCO
7775,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,22,22,964,00000060.jpg,23.168,20.825,10/10/2022,10:52 h,100.0000,110610,110610,JUNIN,YAULI,SANTA ROSA DE SACCO
7776,9,PODEMOS PERU,,100.0,99,99,297,00000009.jpg,1.562,1.372,10/10/2022,10:52 h,100.0000,110701,110701,JUNIN,SATIPO,SATIPO
7777,62,JUNIN RENACE,,100.0,99,99,308,00000062.jpg,1.619,1.423,10/10/2022,10:52 h,100.0000,110701,110701,JUNIN,SATIPO,SATIPO
7778,6,FUERZA POPULAR,,100.0,99,99,392,00000006.jpg,2.061,1.811,10/10/2022,10:52 h,100.0000,110701,110701,JUNIN,SATIPO,SATIPO
7779,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,99,99,535,00000002.jpg,2.813,2.472,10/10/2022,10:52 h,100.0000,110701,110701,JUNIN,SATIPO,SATIPO
7780,64,CORAZON PATRIOTA,,100.0,99,99,656,00000064.jpg,3.449,3.031,10/10/2022,10:52 h,100.0000,110701,110701,JUNIN,SATIPO,SATIPO
