,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,cod_departamento,fecha,hora,avance,ubigeo,departamento,postulaDepartamento,txUbigeo,organizacionPolitica,nombreCompleto,postulaProvincia,feNacimiento,txSexo,age
167,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"1,887","1,887","8,339",00000011.jpg,2.271,1.874,19,07/10/2022,16:00 h,94.7289,190100,PIURA,PIURA,190100,PARTIDO FRENTE DE LA ESPERANZA 2021,WALTER JESUS FERNANDEZ PEÑA,PIURA,1983-06-24,M,39
168,9,PODEMOS PERU,,100.0,"1,887","1,887","9,104",00000009.jpg,2.479,2.046,19,07/10/2022,16:00 h,94.7289,190100,PIURA,PIURA,190100,PODEMOS PERU,JAVIER FERNANDO MIGUEL ATKINS LERGGIOS,PIURA,1956-02-08,M,66
169,6,FUERZA POPULAR,,100.0,"1,887","1,887","11,292",00000006.jpg,3.075,2.537,19,07/10/2022,16:00 h,94.7289,190100,PIURA,PIURA,190100,FUERZA POPULAR,JUAN CARLOS RUIZ VALENCIA,PIURA,1971-11-25,M,50
170,99,PIURA RENACE,,100.0,"1,887","1,887","15,324",00000099.jpg,4.173,3.444,19,07/10/2022,16:00 h,94.7289,190100,PIURA,PIURA,190100,PIURA RENACE,INGRID MILAGROS WIESSE LEON,PIURA,1981-10-18,F,40
171,95,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.0,"1,887","1,887","32,397",00000095.jpg,8.822,7.28,19,07/10/2022,16:00 h,94.7289,190100,PIURA,PIURA,190100,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,SEGUNDO LUCIANO VALDIVIEZO RODRIGUEZ,PIURA,1966-09-28,M,56
172,4,ALIANZA PARA EL PROGRESO,,100.0,"1,887","1,887","35,622",00000004.jpg,9.7,8.005,19,07/10/2022,16:00 h,94.7289,190100,PIURA,PIURA,190100,ALIANZA PARA EL PROGRESO,FELIX SEE HUNG CHANG APUY,PIURA,1970-11-10,M,51
173,97,REGION PARA TODOS,,100.0,"1,887","1,887","49,844",00000097.jpg,13.572,11.201,19,07/10/2022,16:00 h,94.7289,190100,PIURA,PIURA,190100,REGION PARA TODOS,LUIS GUILLERMO MARTIN CASTRO PEREZ,PIURA,1965-02-13,M,57
174,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"1,887","1,887","51,879",00000002.jpg,14.126,11.658,19,07/10/2022,16:00 h,94.7289,190100,PIURA,PIURA,190100,PARTIDO DEMOCRATICO SOMOS PERU,JOSE ELIAS AGUILAR SILVA,PIURA,1977-09-28,M,45
175,96,CONTIGO REGION,,100.0,"1,887","1,887","59,575",00000096.jpg,16.222,13.387,19,07/10/2022,16:00 h,94.7289,190100,PIURA,PIURA,190100,CONTIGO REGION,JOSE LUIS MOREY REQUEJO,PIURA,1977-03-06,M,45
176,98,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.0,"1,887","1,887","87,607",00000098.jpg,23.855,19.687,19,07/10/2022,16:00 h,94.7289,190100,PIURA,PIURA,190100,ORGANIZACION POLITICA UNIDAD REGIONAL,GABRIEL ANTONIO MADRID ORUE,PIURA,1975-11-06,M,46
177,9,PODEMOS PERU,,100.0,614,614,"1,263",00000009.jpg,1.008,0.85,20,07/10/2022,16:00 h,98.2400,200100,PUNO,PUNO,200100,PODEMOS PERU,JUAN IBER MALDONADO RODRIGUEZ,PUNO,1965-03-07,M,57
178,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,614,614,"1,983",00000011.jpg,1.582,1.335,20,07/10/2022,16:00 h,98.2400,200100,PUNO,PUNO,200100,PARTIDO FRENTE DE LA ESPERANZA 2021,LUCIO TICONA CARRIZALES,PUNO,1966-12-17,M,55
179,1,ACCION POPULAR,,100.0,614,614,"2,274",00000001.jpg,1.815,1.531,20,07/10/2022,16:00 h,98.2400,200100,PUNO,PUNO,200100,ACCION POPULAR,ABEL AMERICO NUÑEZ MIRAVAL,PUNO,1964-07-26,M,58
180,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,614,614,"5,756",00000008.jpg,4.593,3.876,20,07/10/2022,16:00 h,98.2400,200100,PUNO,PUNO,200100,PARTIDO POLITICO NACIONAL PERU LIBRE,NANCY ROSSEL ANGLES,PUNO,1954-10-23,F,67
181,100,FRENTE AMPLIO PARA EL DESARROLLO DEL PUEBLO,,100.0,614,614,"6,911",00000100.jpg,5.515,4.653,20,07/10/2022,16:00 h,98.2400,200100,PUNO,PUNO,200100,FRENTE AMPLIO PARA EL DESARROLLO DEL PUEBLO,ESTANISLAO EDGAR MANCHA PINEDA,PUNO,1973-11-19,M,48
182,102,MOVIMIENTO DE INTEGRACION Y REVOLUCION ANDINA,,100.0,614,614,"10,998",00000102.jpg,8.776,7.405,20,07/10/2022,16:00 h,98.2400,200100,PUNO,PUNO,200100,MOVIMIENTO DE INTEGRACION Y REVOLUCION ANDINA,FREDY ADIMIR SOSA QUISPE,PUNO,1979-02-16,M,43
183,103,MORAL Y DESARROLLO,,100.0,614,614,"11,866",00000103.jpg,9.469,7.99,20,07/10/2022,16:00 h,98.2400,200100,PUNO,PUNO,200100,MORAL Y DESARROLLO,ALDER JHOSUE QUISPE PANCA,PUNO,1969-06-12,M,53
184,109,POR LAS COMUNIDADES FUENTE DE INTEGRACION ANDINA DE PUNO - CONFIA - PUNO,,100.0,614,614,"20,297",00000109.jpg,16.196,13.667,20,07/10/2022,16:00 h,98.2400,200100,PUNO,PUNO,200100,POR LAS COMUNIDADES FUENTE DE INTEGRACION ANDINA DE PUNO - CONFIA - PUNO,JORGE ANTONIO ZUÑIGA PINEDA,PUNO,1979-07-06,M,43
185,101,PODER ANDINO,,100.0,614,614,"21,417",00000101.jpg,17.09,14.421,20,07/10/2022,16:00 h,98.2400,200100,PUNO,PUNO,200100,PODER ANDINO,MARIANO EUTROPIO PORTUGAL CATACORA,PUNO,1952-05-27,M,70
186,105,REFORMA Y HONRADEZ POR MAS OBRAS,,100.0,614,614,"42,555",00000105.jpg,33.957,28.653,20,07/10/2022,16:00 h,98.2400,200100,PUNO,PUNO,200100,REFORMA Y HONRADEZ POR MAS OBRAS,JAVIER PONCE ROQUE,PUNO,1977-03-05,M,45
187,5,JUNTOS POR EL PERU,,100.0,336,336,254,00000005.jpg,0.402,0.351,21,07/10/2022,16:00 h,98.5337,210100,SAN MARTÍN,SAN MARTÍN,210100,JUNTOS POR EL PERU,FIDEL TORRES NAVARRO,MOYOBAMBA,1972-02-29,M,50
188,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,336,336,370,00000011.jpg,0.585,0.511,21,07/10/2022,16:00 h,98.5337,210100,SAN MARTÍN,SAN MARTÍN,210100,PARTIDO FRENTE DE LA ESPERANZA 2021,NILSA RODRIGUEZ BROWN,MOYOBAMBA,1979-10-02,F,43
189,6,FUERZA POPULAR,,100.0,336,336,"1,178",00000006.jpg,1.863,1.627,21,07/10/2022,16:00 h,98.5337,210100,SAN MARTÍN,SAN MARTÍN,210100,FUERZA POPULAR,CESAR AUGUSTO AREVALO LOPEZ,MOYOBAMBA,1972-03-13,M,50
190,185,ACCION REGIONAL,,100.0,336,336,"1,422",00000185.jpg,2.249,1.964,21,07/10/2022,16:00 h,98.5337,210100,SAN MARTÍN,SAN MARTÍN,210100,ACCION REGIONAL,EMILIO SHICA CABRERA,MOYOBAMBA,1973-01-08,M,49
191,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,336,336,"11,518",00000007.jpg,18.22,15.905,21,07/10/2022,16:00 h,98.5337,210100,SAN MARTÍN,SAN MARTÍN,210100,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,ANASTACIO SILVA VASQUEZ,MOYOBAMBA,1969-10-27,M,52
192,4,ALIANZA PARA EL PROGRESO,,100.0,336,336,"12,627",00000004.jpg,19.974,17.436,21,07/10/2022,16:00 h,98.5337,210100,SAN MARTÍN,SAN MARTÍN,210100,ALIANZA PARA EL PROGRESO,OSWALDO JIMENEZ SALAS,MOYOBAMBA,1967-07-25,M,55
193,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,336,336,"13,368",00000002.jpg,21.146,18.459,21,07/10/2022,16:00 h,98.5337,210100,SAN MARTÍN,SAN MARTÍN,210100,PARTIDO DEMOCRATICO SOMOS PERU,ADLER ANTONIO OLIVA CHICANA,MOYOBAMBA,1980-09-15,M,42
194,112,UNION REGIONAL,,100.0,336,336,"22,480",00000112.jpg,35.56,31.042,21,07/10/2022,16:00 h,98.5337,210100,SAN MARTÍN,SAN MARTÍN,210100,UNION REGIONAL,ERNESTO PEÑA ROBALINO,MOYOBAMBA,1961-02-22,M,61
195,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,869,869,"2,562",00000002.jpg,1.413,1.221,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,PARTIDO DEMOCRATICO SOMOS PERU,GUILLERMO ADOLFO MAC LEAN CUADROS,TACNA,1967-11-06,M,54
196,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,869,869,"2,653",00000011.jpg,1.463,1.264,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,PARTIDO FRENTE DE LA ESPERANZA 2021,KAREEN DEIFILIA RIOS VALDEZ,TACNA,1969-01-27,F,53
197,1,ACCION POPULAR,,100.0,869,869,"3,113",00000001.jpg,1.717,1.483,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,ACCION POPULAR,HARRISON HENRY HURTADO ZAPATA,TACNA,1972-11-19,M,49
198,9,PODEMOS PERU,,100.0,869,869,"3,266",00000009.jpg,1.801,1.556,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,PODEMOS PERU,ELMER ROBLES PAYEHUANCA,TACNA,1972-10-24,M,49
199,118,IGUALDAD NACIONAL CRISTIANA AUTONOMA - INCA,,100.0,869,869,"3,676",00000118.jpg,2.028,1.752,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,IGUALDAD NACIONAL CRISTIANA AUTONOMA - INCA,PABLO HUACASI PARQUI,TACNA,1967-06-07,M,55
200,3,RENOVACION POPULAR,,100.0,869,869,"3,936",00000003.jpg,2.171,1.875,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,RENOVACION POPULAR,CARLOS JESUS VILDOSO CAÑARI,TACNA,1974-07-25,M,48
201,114,NUEVA ESPERANZA,,100.0,869,869,"10,457",00000114.jpg,5.768,4.982,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,NUEVA ESPERANZA,FABIOLA YUREMA ROJAS CAYPA,TACNA,1984-04-02,F,38
202,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,869,869,"17,203",00000007.jpg,9.489,8.197,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,FREDDY JAVIER HUASHUALDO HUANACUNI,TACNA,1982-05-15,M,40
203,119,SIEMPRE TACNA,,100.0,869,869,"18,368",00000119.jpg,10.132,8.752,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,SIEMPRE TACNA,ALVARO ANTONIO ZACARIAS VALDERRAMA,TACNA,1962-08-15,M,60
204,116,FRENTE ESPERANZA POR TACNA,,100.0,869,869,"23,874",00000116.jpg,13.169,11.375,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,FRENTE ESPERANZA POR TACNA,LUIS ALBERTO AYCA CUADROS,TACNA,1973-01-10,M,49
205,121,JUNTOS POR TACNA,,100.0,869,869,"25,084",00000121.jpg,13.836,11.952,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,JUNTOS POR TACNA,HELMER JOEL FERNANDEZ CHAPARRO,TACNA,1986-04-02,M,36
206,113,BANDERAS TACNEÑISTAS,,100.0,869,869,"32,383",00000113.jpg,17.862,15.43,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,BANDERAS TACNEÑISTAS,JOEL SAUL CHINCHAZO MONTOYA,TACNA,1982-06-29,M,40
207,115,MOVIMIENTO INDEPENDIENTE REGIONAL FUERZA TACNA,,100.0,869,869,"34,719",00000115.jpg,19.151,16.543,22,07/10/2022,16:00 h,98.0813,220100,TACNA,TACNA,220100,MOVIMIENTO INDEPENDIENTE REGIONAL FUERZA TACNA,PASCUAL MILTON GÜISA BRAVO,TACNA,1959-03-29,M,63
208,10,PARTIDO MORADO,,100.0,393,393,"2,420",00000010.jpg,3.59,2.614,23,07/10/2022,16:00 h,97.5186,230100,TUMBES,TUMBES,230100,PARTIDO MORADO,NERY PALOMEQUE GONZALES,TUMBES,1971-11-28,F,50
209,5,JUNTOS POR EL PERU,,100.0,393,393,"3,394",00000005.jpg,5.035,3.666,23,07/10/2022,16:00 h,97.5186,230100,TUMBES,TUMBES,230100,JUNTOS POR EL PERU,WILLIAMS CIPRIANO MARCHAN AGUAYO,TUMBES,1977-07-06,M,45
210,124,"UNIDAD, EXPERIENCIA Y TRABAJO CON ETICA",,100.0,393,393,"4,235",00000124.jpg,6.283,4.575,23,07/10/2022,16:00 h,97.5186,230100,TUMBES,TUMBES,230100,"UNIDAD, EXPERIENCIA Y TRABAJO CON ETICA",EDDIE OMAR DE LAMA VILLAR,TUMBES,1958-07-10,M,64
211,141,PARTIDO PATRIOTICO DEL PERU,,100.0,393,393,"4,263",00000141.jpg,6.325,4.605,23,07/10/2022,16:00 h,97.5186,230100,TUMBES,TUMBES,230100,PARTIDO PATRIOTICO DEL PERU,MARDONIO ISAIAS TERRANOVA ZARATE,TUMBES,1963-06-06,M,59
212,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,393,393,"7,338",00000002.jpg,10.887,7.927,23,07/10/2022,16:00 h,97.5186,230100,TUMBES,TUMBES,230100,PARTIDO DEMOCRATICO SOMOS PERU,VICTOR MANUEL APONTE VALLADOLID,TUMBES,1980-04-28,M,42
213,6,FUERZA POPULAR,,100.0,393,393,"9,993",00000006.jpg,14.826,10.795,23,07/10/2022,16:00 h,97.5186,230100,TUMBES,TUMBES,230100,FUERZA POPULAR,ENRIQUE ARMANDO VIZCARRA TINEDO,TUMBES,1966-08-18,M,56
214,123,RENOVACION TUMBESINA,,100.0,393,393,"10,685",00000123.jpg,15.852,11.542,23,07/10/2022,16:00 h,97.5186,230100,TUMBES,TUMBES,230100,RENOVACION TUMBESINA,JOSE MANUEL GALVEZ HERRERA,TUMBES,1993-02-08,M,29
215,126,MOVIMIENTO DE INCLUSION REGIONAL,,100.0,393,393,"25,075",00000126.jpg,37.202,27.087,23,07/10/2022,16:00 h,97.5186,230100,TUMBES,TUMBES,230100,MOVIMIENTO DE INCLUSION REGIONAL,HILDEBRANDO ANTON NAVARRO,TUMBES,1960-07-30,M,62
216,141,PARTIDO PATRIOTICO DEL PERU,,100.0,"2,660","2,660","3,213",00000141.jpg,0.612,0.519,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,PARTIDO PATRIOTICO DEL PERU,LEONCIO JAVIER LUNA YACILA,CALLAO,1975-03-11,M,47
217,44,SI SE PUEDE CALLAO,,100.0,"2,660","2,660","8,730",00000044.jpg,1.664,1.409,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,SI SE PUEDE CALLAO,JUVENAL QQUENTA ZEVALLOS,CALLAO,1968-02-27,M,54
218,46,MOVIMIENTO REGIONAL SOMOS CALLAO,,100.0,"2,660","2,660","9,314",00000046.jpg,1.775,1.503,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,MOVIMIENTO REGIONAL SOMOS CALLAO,GUILLERMO AUGUSTO AGUILAR VELASQUEZ,CALLAO,1968-01-13,M,54
219,10,PARTIDO MORADO,,100.0,"2,660","2,660","9,957",00000010.jpg,1.898,1.607,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,PARTIDO MORADO,ROBINSON OSCAR ESPINOZA ROSENTHAL,CALLAO,1990-02-11,M,32
220,5,JUNTOS POR EL PERU,,100.0,"2,660","2,660","12,026",00000005.jpg,2.292,1.941,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,JUNTOS POR EL PERU,LUZMILA YALU AYAY CASAS,CALLAO,1956-08-13,F,66
221,41,FUERZA CALLAO SEGURO,,100.0,"2,660","2,660","12,805",00000041.jpg,2.441,2.067,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,FUERZA CALLAO SEGURO,ERIKA JAQUELIN ARENAZA CASAVERDE,CALLAO,1975-09-09,F,47
222,42,MOVIMIENTO REGIONAL VIVA EL CALLAO,,100.0,"2,660","2,660","15,536",00000042.jpg,2.961,2.508,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,MOVIMIENTO REGIONAL VIVA EL CALLAO,JULIO CESAR PEREZ BERNAL,CALLAO,1970-10-03,M,52
223,45,POR TI CALLAO,,100.0,"2,660","2,660","18,833",00000045.jpg,3.59,3.04,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,POR TI CALLAO,JUAN CARLOS ALVARADO GALLARDO,CALLAO,1965-10-25,M,56
224,6,FUERZA POPULAR,,100.0,"2,660","2,660","22,387",00000006.jpg,4.267,3.614,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,FUERZA POPULAR,MARCOS ANTONIO PICHILINGUE GOMEZ,CALLAO,1963-04-28,M,59
225,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"2,660","2,660","22,831",00000011.jpg,4.352,3.685,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,PARTIDO FRENTE DE LA ESPERANZA 2021,CHRIS VALERY VILLALOBOS MUÑOZ,CALLAO,1993-06-03,F,29
226,4,ALIANZA PARA EL PROGRESO,,100.0,"2,660","2,660","24,625",00000004.jpg,4.694,3.975,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,ALIANZA PARA EL PROGRESO,MIGUEL ANGEL ATOCHE ACOSTA,CALLAO,1979-09-30,M,43
227,9,PODEMOS PERU,,100.0,"2,660","2,660","24,808",00000009.jpg,4.728,4.004,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,PODEMOS PERU,RENZO RAMIREZ NIEVES,CALLAO,1971-05-15,M,51
228,3,RENOVACION POPULAR,,100.0,"2,660","2,660","30,020",00000003.jpg,5.722,4.846,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,RENOVACION POPULAR,MARITZA LUCY VILLA HUAYLLAS,CALLAO,1973-12-27,F,48
229,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,"2,660","2,660","33,431",00000007.jpg,6.372,5.396,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,DANIEL JUAN MALPARTIDA FILIO,CALLAO,1975-11-29,M,46
230,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"2,660","2,660","36,355",00000002.jpg,6.929,5.868,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,PARTIDO DEMOCRATICO SOMOS PERU,CARLOS ALFREDO COX PALOMINO,CALLAO,1966-10-15,M,55
231,40,MOVIMIENTO REGIONAL MAS CALLAO,,100.0,"2,660","2,660","85,337",00000040.jpg,16.265,13.775,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,MOVIMIENTO REGIONAL MAS CALLAO,PAUL GABRIEL GARCIA OVIEDO,CALLAO,1990-10-02,M,32
232,43,CONTIGO CALLAO,,100.0,"2,660","2,660","154,453",00000043.jpg,29.439,24.931,24,07/10/2022,16:00 h,95.8559,240100,CALLAO,CALLAO,240100,CONTIGO CALLAO,PEDRO CARMELO SPADARO PHILIPPS,CALLAO,1977-05-16,M,45
233,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"1,003","1,003","6,932",00000002.jpg,4.0,3.288,25,07/10/2022,16:00 h,95.8891,250100,UCAYALI,UCAYALI,250100,PARTIDO DEMOCRATICO SOMOS PERU,NILO LOZANO TUANAMA,CORONEL PORTILLO,1964-09-26,M,58
234,9,PODEMOS PERU,,100.0,"1,003","1,003","8,514",00000009.jpg,4.913,4.038,25,07/10/2022,16:00 h,95.8891,250100,UCAYALI,UCAYALI,250100,PODEMOS PERU,MIGUEL JESUS CONTRERAS ARAUJO,CORONEL PORTILLO,1976-12-25,M,45
235,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"1,003","1,003","10,254",00000011.jpg,5.917,4.863,25,07/10/2022,16:00 h,95.8891,250100,UCAYALI,UCAYALI,250100,PARTIDO FRENTE DE LA ESPERANZA 2021,WALTER EDUARDO DYER AMPUDIA,CORONEL PORTILLO,1952-08-18,M,70
236,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"1,003","1,003","16,592",00000008.jpg,9.574,7.869,25,07/10/2022,16:00 h,95.8891,250100,UCAYALI,UCAYALI,250100,PARTIDO POLITICO NACIONAL PERU LIBRE,FELIX ARTURO NAJAR KOKALLY,CORONEL PORTILLO,1961-09-26,M,61
237,130,TODOS SOMOS UCAYALI,,100.0,"1,003","1,003","27,121",00000130.jpg,15.649,12.863,25,07/10/2022,16:00 h,95.8891,250100,UCAYALI,UCAYALI,250100,TODOS SOMOS UCAYALI,RAUL MARDEN CONTRERAS RAMIREZ,CORONEL PORTILLO,1959-05-11,M,63
238,131,UCAYALI REGION CON FUTURO,,100.0,"1,003","1,003","31,216",00000131.jpg,18.012,14.805,25,07/10/2022,16:00 h,95.8891,250100,UCAYALI,UCAYALI,250100,UCAYALI REGION CON FUTURO,WILMER GUEVARA MARTINEZ,CORONEL PORTILLO,1969-06-18,M,53
239,1,ACCION POPULAR,,100.0,"1,003","1,003","35,278",00000001.jpg,20.355,16.731,25,07/10/2022,16:00 h,95.8891,250100,UCAYALI,UCAYALI,250100,ACCION POPULAR,SANDRO ACOSTA VILLAVICENCIO,CORONEL PORTILLO,1974-06-25,M,48
240,129,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,,100.0,"1,003","1,003","37,404",00000129.jpg,21.582,17.74,25,07/10/2022,16:00 h,95.8891,250100,UCAYALI,UCAYALI,250100,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,EDWIN DIAZ PAREDES,CORONEL PORTILLO,1945-10-03,M,77
