,idSolicitudLista,txOrganizacionPolitica,numLista,numCandidatos,txDescUbigeo,idOrganizacionPolitica,txDepartamento,txProvincia,txDistrito,idTipoEleccion,numTotalCandidatoHombre,numTotalCandidatoMujer,fgTieneAccesitario,numTotalAccesitarios,numTotalObligatorios,txTipoEleccion
189,8110,ACCION POPULAR,1,24,ICA,4,ICA,,,4,13,11,NO,0,24,REGIONAL
190,13990,PARTIDO DEMOCRATICO SOMOS PERU,1,28,LIMA,14,LIMA,,,4,15,13,NO,0,28,REGIONAL
191,13036,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,36,LA LIBERTAD,2901,LA LIBERTAD,,,4,18,18,NO,0,36,REGIONAL
192,15275,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,1,22,AMAZONAS,40,AMAZONAS,,,4,11,11,NO,0,22,REGIONAL
193,15346,ALIANZA PARA EL PROGRESO,1,31,UCAYALI,1257,UCAYALI,,,4,15,16,SI,7,24,REGIONAL
194,8889,PARTIDO DEMOCRATICO SOMOS PERU,1,52,ANCASH,14,ANCASH,,,4,27,25,NO,0,52,REGIONAL
195,2124,PARTIDO DEMOCRATICO SOMOS PERU,1,48,SAN MARTIN,14,SAN MARTIN,,,4,25,23,SI,16,32,REGIONAL
196,12814,ACCION POPULAR,1,42,HUANUCO,4,HUANUCO,,,4,21,21,NO,0,42,REGIONAL
197,13800,RENOVACION POPULAR,1,28,JUNIN,22,JUNIN,,,4,14,14,NO,0,28,REGIONAL
198,15383,DEMOCRATA VERDE,1,22,TACNA,2895,TACNA,,,4,11,11,NO,0,22,REGIONAL
199,14861,VICTORIA AMAZONENSE,1,36,AMAZONAS,2878,AMAZONAS,,,4,18,18,SI,14,22,REGIONAL
200,15408,ALIANZA PARA EL PROGRESO,1,43,AYACUCHO,1257,AYACUCHO,,,4,22,21,SI,7,36,REGIONAL
201,15379,PARTIDO PATRIOTICO DEL PERU,1,16,TUMBES,2869,TUMBES,,,4,8,8,NO,0,16,REGIONAL
202,15143,FRENTE AMPLIO PARA EL DESARROLLO DEL PUEBLO,1,40,PUNO,1670,PUNO,,,4,21,19,NO,0,40,REGIONAL
203,14865,MOVIMIENTO REGIONAL CONSTRUYENDO,1,34,LAMBAYEQUE,1442,LAMBAYEQUE,,,4,17,17,SI,12,22,REGIONAL
204,13684,REGION PARA TODOS,1,34,PIURA,1411,PIURA,,,4,18,16,SI,10,24,REGIONAL
205,11046,FUERZA POPULAR,1,42,HUANUCO,1366,HUANUCO,,,4,21,21,NO,0,42,REGIONAL
206,14735,ALIANZA PARA EL PROGRESO,1,40,JUNIN,1257,JUNIN,,,4,21,19,SI,12,28,REGIONAL
207,15189,PODEMOS PERU,1,24,CALLAO,2731,CALLAO,,,4,12,12,SI,4,20,REGIONAL
208,9955,FUERZA INKA AMAZONICA,1,50,CUSCO,2164,CUSCO,,,4,25,25,SI,4,46,REGIONAL
209,15296,MOVIMIENTO REGIONAL INKA PACHAKUTEQ,1,48,CUSCO,2368,CUSCO,,,4,24,24,SI,2,46,REGIONAL
210,15176,PARTIDO POLITICO NACIONAL PERU LIBRE,1,28,JUNIN,2218,JUNIN,,,4,13,15,NO,0,28,REGIONAL
211,13931,PARTIDO MORADO,1,22,TACNA,2840,TACNA,,,4,11,11,NO,0,22,REGIONAL
212,4286,RENOVACION POPULAR,1,24,PIURA,22,PIURA,,,4,11,13,NO,0,24,REGIONAL
213,15041,DEMOCRATA VERDE,1,32,SAN MARTIN,2895,SAN MARTIN,,,4,15,17,NO,0,32,REGIONAL
214,13747,MOVIMIENTO VERDE DE UCAYALI,1,32,UCAYALI,2910,UCAYALI,,,4,17,15,SI,8,24,REGIONAL
215,967,PARTIDO POLITICO NACIONAL PERU LIBRE,1,31,UCAYALI,2218,UCAYALI,,,4,16,15,SI,7,24,REGIONAL
216,14868,PARTIDO POLITICO NACIONAL PERU LIBRE,2,31,LIMA,2218,LIMA,,,4,15,16,SI,3,28,REGIONAL
217,13196,DEMOCRATA VERDE,1,36,LA LIBERTAD,2895,LA LIBERTAD,,,4,19,17,NO,0,36,REGIONAL
218,10807,FUERZA LORETANA,1,34,LORETO,61,LORETO,,,4,17,17,NO,0,34,REGIONAL
219,12070,JUNTOS POR EL PERU,2,28,LIMA,1264,LIMA,,,4,15,13,NO,0,28,REGIONAL
220,12811,RENOVACION POPULAR,1,28,TACNA,22,TACNA,,,4,14,14,SI,6,22,REGIONAL
221,13683,FE EN EL PERU,1,34,LORETO,2898,LORETO,,,4,17,17,NO,0,34,REGIONAL
222,4540,JUNTOS POR EL PERU,1,24,PIURA,1264,PIURA,,,4,11,13,NO,0,24,REGIONAL
223,11876,JUNTOS POR EL PERU,1,34,LORETO,1264,LORETO,,,4,17,17,NO,0,34,REGIONAL
224,15603,MOVIMIENTO REGIONAL REVALORA,1,44,AREQUIPA,2719,AREQUIPA,,,4,22,22,SI,14,30,REGIONAL
225,8968,FRENTE ESPERANZA POR TACNA,1,34,TACNA,2708,TACNA,,,4,17,17,SI,12,22,REGIONAL
226,15393,AUTOGOBIERNO AYLLU,1,46,CUSCO,153,CUSCO,,,4,23,23,NO,0,46,REGIONAL
227,15793,MOVIMIENTO INDEPENDIENTE POLITICO VOLUNTAD GENERAL AMAZONICA - VOGA ,1,36,LORETO,2333,LORETO,,,4,18,18,SI,2,34,REGIONAL
228,13980,"PARA LA TRANSFORMACION, INTEGRACION Y ALIANZA-PATRIA",1,33,TACNA,2904,TACNA,,,4,17,16,SI,11,22,REGIONAL
229,15832,FUERZA POPULAR,1,24,CALLAO,1366,CALLAO,,,4,11,13,SI,4,20,REGIONAL
230,5135,MOVIMIENTO REGIONAL MOQUEGUA AVANZA SEGURA,1,29,MOQUEGUA,2918,MOQUEGUA,,,4,14,15,SI,7,22,REGIONAL
231,15860,PARTIDO MORADO,2,22,MOQUEGUA,2840,MOQUEGUA,,,4,11,11,NO,0,22,REGIONAL
232,15618,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,1,33,AREQUIPA,2261,AREQUIPA,,,4,16,17,SI,3,30,REGIONAL
233,14831,JUNTOS POR LORETO,1,34,LORETO,2871,LORETO,,,4,17,17,NO,0,34,REGIONAL
234,15929,FUERZA POPULAR,1,28,LIMA,1366,LIMA,,,4,15,13,NO,0,28,REGIONAL
235,909,JUNTOS POR EL PERU,1,24,MADRE DE DIOS,1264,MADRE DE DIOS,,,4,12,12,SI,2,22,REGIONAL
236,557,FRENTE REGIONAL DE CAJAMARCA,1,45,CAJAMARCA,160,CAJAMARCA,,,4,23,22,SI,5,40,REGIONAL
237,15505,PARTIDO MORADO,1,28,JUNIN,2840,JUNIN,,,4,13,15,NO,0,28,REGIONAL
238,15877,PARTIDO FRENTE DE LA ESPERANZA 2021,1,42,HUANUCO,2857,HUANUCO,,,4,21,21,NO,0,42,REGIONAL
239,14258,MOVIMIENTO POLITICO CAMBIEMOS X HCO,1,46,HUANUCO,2733,HUANUCO,,,4,23,23,SI,4,42,REGIONAL
240,3807,PARTIDO POLITICO NACIONAL PERU LIBRE,1,16,TUMBES,2218,TUMBES,,,4,9,7,NO,0,16,REGIONAL
241,11946,"AREQUIPA, TRADICION Y FUTURO",1,39,AREQUIPA,142,AREQUIPA,,,4,20,19,SI,9,30,REGIONAL
242,15441,FRENTE DE INTEGRACION REGIONAL MOQUEGUA EMPRENDEDORA FIRME,1,22,MOQUEGUA,1683,MOQUEGUA,,,4,11,11,NO,0,22,REGIONAL
243,15158,ACCION POPULAR,1,24,HUANCAVELICA,4,HUANCAVELICA,,,4,13,11,NO,0,24,REGIONAL
244,9020,JUNTOS POR EL PERU,1,20,CALLAO,1264,CALLAO,,,4,11,9,NO,0,20,REGIONAL
245,16032,AREQUIPA RENACE,2,30,AREQUIPA,443,AREQUIPA,,,4,15,15,NO,0,30,REGIONAL
246,16022,DEMOCRATA VERDE,1,20,CALLAO,2895,CALLAO,,,4,9,11,NO,0,20,REGIONAL
247,14388,PARTIDO POLITICO NACIONAL PERU LIBRE,1,36,LA LIBERTAD,2218,LA LIBERTAD,,,4,19,17,NO,0,36,REGIONAL
248,15579,ALIANZA PARA EL PROGRESO,1,33,ICA,1257,ICA,,,4,17,16,SI,9,24,REGIONAL
249,14045,FRENTE POPULAR AGRICOLA FIA DEL PERU,1,22,LAMBAYEQUE,2901,LAMBAYEQUE,,,4,11,11,NO,0,22,REGIONAL
250,15804,ALIANZA PARA EL PROGRESO,1,76,ANCASH,1257,ANCASH,,,4,39,37,SI,24,52,REGIONAL
251,15660,ALIANZA PARA EL PROGRESO,1,32,LAMBAYEQUE,1257,LAMBAYEQUE,,,4,16,16,SI,10,22,REGIONAL
252,15716,ALIANZA PARA EL PROGRESO,1,60,CAJAMARCA,1257,CAJAMARCA,,,4,30,30,SI,20,40,REGIONAL
253,12876,NUEVA AMAZONIA,1,43,SAN MARTIN,51,SAN MARTIN,,,4,22,21,SI,11,32,REGIONAL
254,15816,ALIANZA PARA EL PROGRESO,1,41,APURIMAC,1257,APURIMAC,,,4,21,20,SI,17,24,REGIONAL
255,16198,ALIANZA PARA EL PROGRESO,1,26,TUMBES,1257,TUMBES,,,4,14,12,SI,10,16,REGIONAL
256,16256,FUERZA CALLAO SEGURO,1,20,CALLAO,2766,CALLAO,,,4,11,9,NO,0,20,REGIONAL
257,12380,MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD,1,32,ICA,2244,ICA,,,4,15,17,SI,8,24,REGIONAL
258,15542,PARTIDO DEMOCRATICO SOMOS PERU,1,22,AMAZONAS,14,AMAZONAS,,,4,11,11,NO,0,22,REGIONAL
259,12879,ALIANZA PARA EL PROGRESO,1,72,CUSCO,1257,CUSCO,,,4,36,36,SI,26,46,REGIONAL
260,16042,MOVIMIENTO REGIONAL FORTALEZA PERU,1,44,LA LIBERTAD,2738,LA LIBERTAD,,,4,22,22,SI,8,36,REGIONAL
261,15868,ALIANZA PARA EL PROGRESO,1,50,LORETO,1257,LORETO,,,4,25,25,SI,16,34,REGIONAL
262,16103,ALIANZA PARA EL PROGRESO,1,45,SAN MARTIN,1257,SAN MARTIN,,,4,23,22,SI,13,32,REGIONAL
263,16027,ALIANZA PARA EL PROGRESO,1,34,PIURA,1257,PIURA,,,4,18,16,SI,10,24,REGIONAL
264,15908,ALIANZA PARA EL PROGRESO,1,34,LIMA,1257,LIMA,,,4,18,16,SI,6,28,REGIONAL
265,12525,JUNIN RENACE,1,33,JUNIN,2716,JUNIN,,,4,17,16,SI,5,28,REGIONAL
266,15916,PARTIDO POLITICO NACIONAL PERU LIBRE,1,40,CAJAMARCA,2218,CAJAMARCA,,,4,21,19,NO,0,40,REGIONAL
267,12208,MOVIMIENTO VERDE UNIDO,1,26,LAMBAYEQUE,2343,LAMBAYEQUE,,,4,13,13,SI,4,22,REGIONAL
268,14367,PARTIDO POLITICO NACIONAL PERU LIBRE,1,40,PUNO,2218,PUNO,,,4,20,20,NO,0,40,REGIONAL
269,16270,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,1,22,AMAZONAS,2229,AMAZONAS,,,4,11,11,NO,0,22,REGIONAL
270,15976,MOVIMIENTO REGIONAL AGUA,1,30,HUANCAVELICA,2681,HUANCAVELICA,,,4,16,14,SI,6,24,REGIONAL
271,16417,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,26,APURIMAC,2173,APURIMAC,,,4,14,12,SI,2,24,REGIONAL
272,15443,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,1,24,PIURA,1388,PIURA,,,4,13,11,NO,0,24,REGIONAL
273,8376,ACCION POPULAR,1,36,AYACUCHO,4,AYACUCHO,,,4,19,17,NO,0,36,REGIONAL
274,15455,TODOS POR EL GRAN CAMBIO,2,46,HUANUCO,2712,HUANUCO,,,4,23,23,SI,4,42,REGIONAL
275,13244,PARTIDO PATRIOTICO DEL PERU,1,23,LAMBAYEQUE,2869,LAMBAYEQUE,,,4,11,12,SI,1,22,REGIONAL
276,16084,ALIANZA PARA EL PROGRESO,1,25,TACNA,1257,TACNA,,,4,12,13,SI,3,22,REGIONAL
277,13815,MOVIMIENTO REGIONAL SUMA,1,22,TACNA,2903,TACNA,,,4,11,11,NO,0,22,REGIONAL
278,16145,JUNTOS POR EL PERU,1,28,JUNIN,1264,JUNIN,,,4,14,14,NO,0,28,REGIONAL
279,16442,PARTIDO DEMOCRATICO SOMOS PERU,1,36,LA LIBERTAD,14,LA LIBERTAD,,,4,19,17,NO,0,36,REGIONAL
280,16498,CAMINEMOS JUNTOS POR JUNIN,1,33,JUNIN,122,JUNIN,,,4,17,16,SI,5,28,REGIONAL
281,1613,RENOVACION POPULAR,1,54,ANCASH,22,ANCASH,,,4,28,26,SI,2,52,REGIONAL
282,16500,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,52,ANCASH,2173,ANCASH,,,4,27,25,NO,0,52,REGIONAL
283,13266,FE EN EL PERU,1,30,AREQUIPA,2898,AREQUIPA,,,4,15,15,NO,0,30,REGIONAL
284,8038,PARTIDO FRENTE DE LA ESPERANZA 2021,1,42,CAJAMARCA,2857,CAJAMARCA,,,4,22,20,SI,2,40,REGIONAL
285,15446,PARTIDO DEMOCRATICO SOMOS PERU,2,26,APURIMAC,14,APURIMAC,,,4,14,12,SI,2,24,REGIONAL
286,6261,JUNTOS POR EL PERU,1,30,AREQUIPA,1264,AREQUIPA,,,4,15,15,NO,0,30,REGIONAL
287,11022,MOVIMIENTO REGIONAL BICENTENARIO,1,43,LA LIBERTAD,2906,LA LIBERTAD,,,4,22,21,SI,7,36,REGIONAL
288,16150,PARTIDO DEMOCRATICO SOMOS PERU,1,36,AYACUCHO,14,AYACUCHO,,,4,17,19,NO,0,36,REGIONAL
289,15152,MOVIMIENTO REGIONAL GANA AYACUCHO,1,38,AYACUCHO,2694,AYACUCHO,,,4,19,19,SI,2,36,REGIONAL
290,15559,IDENTIDAD REGIONAL,1,44,PUNO,2234,PUNO,,,4,21,23,SI,4,40,REGIONAL
291,16415,SOCIOS POR ANCASH,1,54,ANCASH,2881,ANCASH,,,4,28,26,SI,2,52,REGIONAL
292,16497,SUMATE,1,53,LA LIBERTAD,67,LA LIBERTAD,,,4,26,27,SI,17,36,REGIONAL
293,16134,MOVIMIENTO ACCION NACIONALISTA PERUANO,1,57,ANCASH,360,ANCASH,,,4,29,28,SI,5,52,REGIONAL
294,16581,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,16,TUMBES,2173,TUMBES,,,4,7,9,NO,0,16,REGIONAL
295,14167,PARTIDO POLITICO NACIONAL PERU LIBRE,1,24,ICA,2218,ICA,,,4,13,11,NO,0,24,REGIONAL
296,15429,ALIANZA POR NUESTRO DESARROLLO,1,47,AYACUCHO,2710,AYACUCHO,,,4,23,24,SI,11,36,REGIONAL
297,16489,MORAL Y DESARROLLO,1,40,PUNO,292,PUNO,,,4,20,20,NO,0,40,REGIONAL
298,15341,MOVIMIENTO CIVICO PERUANO,1,27,TACNA,2351,TACNA,,,4,14,13,SI,5,22,REGIONAL
299,15782,PARTIDO POLITICO NACIONAL PERU LIBRE,1,52,ANCASH,2218,ANCASH,,,4,27,25,NO,0,52,REGIONAL
300,16575,JUNIN SOSTENIBLE CON SU GENTE,1,33,JUNIN,303,JUNIN,,,4,17,16,SI,5,28,REGIONAL
301,9464,PARTIDO POLITICO NACIONAL PERU LIBRE,1,20,CALLAO,2218,CALLAO,,,4,11,9,NO,0,20,REGIONAL
302,16294,NUEVA LIBERTAD,1,36,LA LIBERTAD,2232,LA LIBERTAD,,,4,18,18,NO,0,36,REGIONAL
303,13738,ACCION POPULAR,1,52,ANCASH,4,ANCASH,,,4,26,26,NO,0,52,REGIONAL
304,16542,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,1,36,JUNIN,2169,JUNIN,,,4,18,18,SI,8,28,REGIONAL
305,16621,PARTIDO MORADO,1,52,ANCASH,2840,ANCASH,,,4,25,27,NO,0,52,REGIONAL
306,13756,VAMOS MOQUEGUA,1,28,MOQUEGUA,2917,MOQUEGUA,,,4,14,14,SI,6,22,REGIONAL
307,16520,MOVIMIENTO REGIONAL EL MAICITO,1,61,ANCASH,2245,ANCASH,,,4,31,30,SI,9,52,REGIONAL
308,3762,FUERZA POPULAR,1,24,ICA,1366,ICA,,,4,12,12,NO,0,24,REGIONAL
309,13419,PODER ANDINO,1,40,PUNO,2338,PUNO,,,4,21,19,NO,0,40,REGIONAL
310,14474,PARTIDO POLITICO NACIONAL PERU LIBRE,1,26,HUANCAVELICA,2218,HUANCAVELICA,,,4,14,12,SI,2,24,REGIONAL
311,6541,FUERZA POPULAR,1,32,SAN MARTIN,1366,SAN MARTIN,,,4,15,17,NO,0,32,REGIONAL
312,16470,ACCION REGIONAL,1,32,SAN MARTIN,131,SAN MARTIN,,,4,17,15,NO,0,32,REGIONAL
313,15891,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,36,LA LIBERTAD,2173,LA LIBERTAD,,,4,19,17,NO,0,36,REGIONAL
314,15770,ALIADOS POR EL CAMBIO JUNIN,1,28,JUNIN,2879,JUNIN,,,4,14,14,NO,0,28,REGIONAL
315,12611,MOVIMIENTO DE INTEGRACION Y REVOLUCION ANDINA,1,40,PUNO,2702,PUNO,,,4,20,20,NO,0,40,REGIONAL
316,16661,MOVIMIENTO INDEPENDIENTE REGIONAL MI BUEN VECINO,1,44,HUANUCO,2730,HUANUCO,,,4,22,22,SI,2,42,REGIONAL
317,16738,PARTIDO MORADO,1,16,TUMBES,2840,TUMBES,,,4,7,9,NO,0,16,REGIONAL
318,16534,SOMOS PUEBLO,1,49,PUNO,2657,PUNO,,,4,25,24,SI,9,40,REGIONAL
319,16625,PARTIDO POLITICO NACIONAL PERU LIBRE,1,46,CUSCO,2218,CUSCO,,,4,23,23,NO,0,46,REGIONAL
320,16128,MOVIMIENTO ACCION REGIONAL,1,60,PUNO,2866,PUNO,,,4,30,30,SI,20,40,REGIONAL
321,16734,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,30,AREQUIPA,2173,AREQUIPA,,,4,15,15,NO,0,30,REGIONAL
322,16236,REFORMA Y HONRADEZ POR MAS OBRAS,1,57,PUNO,2912,PUNO,,,4,29,28,SI,17,40,REGIONAL
323,16480,MOVIMIENTO REGIONAL VIVA TACNA,1,22,TACNA,2693,TACNA,,,4,11,11,NO,0,22,REGIONAL
324,16482,HATARIY APURIMAC,1,26,APURIMAC,2886,APURIMAC,,,4,14,12,SI,2,24,REGIONAL
325,16357,PROGRESISTA DE APURIMAC,1,24,APURIMAC,2737,APURIMAC,,,4,13,11,NO,0,24,REGIONAL
326,16406,PARTIDO PATRIOTICO DEL PERU,1,52,ANCASH,2869,ANCASH,,,4,26,26,NO,0,52,REGIONAL
327,16524,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,34,LORETO,2173,LORETO,,,4,17,17,NO,0,34,REGIONAL
328,16779,FUERZA POPULAR,1,22,LAMBAYEQUE,1366,LAMBAYEQUE,,,4,11,11,NO,0,22,REGIONAL
329,16206,PARTIDO DEMOCRATICO SOMOS PERU,1,42,HUANUCO,14,HUANUCO,,,4,21,21,NO,0,42,REGIONAL
330,16315,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,1,52,HUANUCO,2201,HUANUCO,,,4,26,26,SI,10,42,REGIONAL
331,16680,FRENTE REGIONAL TUPAC,1,46,CUSCO,2911,CUSCO,,,4,23,23,NO,0,46,REGIONAL
332,16146,GESTIONANDO OBRAS Y OPORTUNIDADES CON LIDERAZGO,1,51,PUNO,2667,PUNO,,,4,26,25,SI,11,40,REGIONAL
333,16620,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,1,28,JUNIN,2680,JUNIN,,,4,15,13,NO,0,28,REGIONAL
334,16655,PARTIDO POLITICO NACIONAL PERU LIBRE,1,36,AYACUCHO,2218,AYACUCHO,,,4,19,17,NO,0,36,REGIONAL
335,15161,FE EN EL PERU,1,28,JUNIN,2898,JUNIN,,,4,15,13,NO,0,28,REGIONAL
336,14723,PARTIDO POLITICO NACIONAL PERU LIBRE,1,28,LIMA,2218,LIMA,,,4,14,14,NO,0,28,REGIONAL
337,16593,ACCION POPULAR,1,28,JUNIN,4,JUNIN,,,4,15,13,NO,0,28,REGIONAL
338,13048,ACCION POPULAR,2,36,LA LIBERTAD,4,LA LIBERTAD,,,4,19,17,NO,0,36,REGIONAL
